human_gene,CD4_T,CD8_T,other_T,B,NK,CD14_Mono,CD16_Mono,DC,other,skin_de
USP3,0.153835089,0.089395753,0.05198657,0.161166824,0.072337072,0.198584531,-0.023162095,0.088926824,-0.174747351,0
LPP,0.011480053,0.054523323,0.094156223,0.177457516,0.06758498,-0.408200998,0.047470541,0.071814916,-0.085975689,0
PHF14,0.086337817,0.044577598,0.102451614,-0.129148781,0.009329332,0.150228578,-0.029267125,0.126142251,0.048650627,0
METTL15,0.100489184,0.088516779,0.071052492,0.081006231,0.04493785,0.461685963,0.050881169,1.037972764,0.033163561,0
PRKCE,0.010119474,0.05203114,0.262936766,0.093942532,0.015289214,0.127572225,0.084564295,0.076644834,0.171201082,0
MPP7,0.092624752,0.130525526,0.029363443,0.193565974,0.007969945,0.146079097,0.100707331,0.072810737,-0.182395838,0
STAU2,0.066008601,0.045175223,1.290650131,0.07375018,0.108187463,0.132159614,-0.079657639,0.059061728,0.088593503,0
EIF4G3,0.092521774,0.018412682,0.014252655,0.036323592,0.022056064,-0.299931269,0.103570781,-0.164192502,0.124285755,0
GPCPD1,0.046607665,0.048269235,0.08975482,0.017941552,-0.203719139,0.125239061,0.058608531,0.060484205,0.186581401,0
NCOA1,0.038943604,0.080924983,0.06928257,0.083294834,0.108639048,0.129561555,0.148768025,0.213694326,0.130597473,0
SCFD2,0.092567742,0.028794318,0.054764385,0.026490084,0.066441163,0.090102598,0.092980724,0.099859547,0.184409304,0
ATM,0.048348816,0.057393314,-0.0729689,0.073785991,0.046366973,0.086590047,0.166358386,0.223071595,0.173457082,0
KDM4C,0.062482275,0.011679072,0.012939287,0.018171313,0.016908172,-0.108420209,0.325316242,0.01894094,0.317975974,0
FOXP1,0.057686481,0.059012582,0.063441076,0.050898112,0.203355451,0.090425209,0.224171165,-0.045532762,0.390212144,0
ZNF407,0.062739328,0.079185398,0.091878241,0.045128792,0.00563385,0.240432101,0.072175947,-0.02676691,0.0055297,0
PIP4K2A,0.03744552,0.058614887,0.016087161,0.034806174,0.036310568,0.137832434,-0.0654861,0.144209846,0.007144389,0
SUCLG2,0.022452297,0.009548077,0.051002044,0.164147298,0.037768568,0.115156711,-0.142007258,0.017144908,0.202256563,0
ERC1,0.048417789,0.008440708,0.072378872,0.066384163,0.005395879,0.175572945,-0.036733479,0.040969102,-0.016215348,0
ITFG1,0.176394331,0.017804052,0.035131569,-0.047786907,0.037882254,-0.005590516,0.169840155,0.057304997,0.019313787,0
MBD5,0.090494555,0.140748174,0.084539351,0.036769077,0.010145919,0.128139404,0.070277738,-0.009682553,-0.005657182,0
ATF7IP,0.064207422,0.114765558,0.112313898,0.066624833,0.046879388,0.234009468,0.055211423,0.016833492,0.08103056,0
VAV3,0.059137191,0.197797482,0.013937346,0.038916791,0.052378144,0.108671379,0.081572029,0.025523244,-0.008860383,0
RSRC1,0.008228245,0.076025036,0.04441264,0.022737704,0.013379545,0.057390759,0.046978827,-0.000339404,0.152710707,0
CD44,0.013976283,0.137973059,0.04092786,-0.013516283,0.147103156,0.101365093,0.100905325,0.052992669,0.002129258,1
PPM1L,0.013483995,0.057194688,0.096359571,0.087882382,0.019365608,0.11750019,-0.03132829,0.07667745,0.248018974,0
PBX3,0.004816344,0.159196646,0.036780472,-0.004962461,0.057130597,-0.030727233,0.107131165,-0.062177545,0.103365855,0
UMAD1,0.03913283,0.064437292,0.061704841,0.065328076,0.003734066,0.071753065,0.058829922,0.037181281,-0.084288482,0
NCK2,0.00669218,0.031744749,0.091991829,0.026908898,0.05619884,0.194908938,0.150521838,0.063866864,0.064408736,0
FBXL17,0.139722662,0.002389492,0.014688946,0.065964653,0.025737462,0.072758077,0.041731732,0.095674624,0.003189021,0
IQGAP2,0.00541067,0.021210052,0.036970746,0.083464713,0.13305512,0.092351376,0.053278337,0.011087048,-0.098944389,0
SSBP2,0.043763837,0.232492421,0.01039609,0.071269312,0.098639647,0.087584473,0.011952803,0.002255269,-0.109069165,0
ELP4,-0.075156034,0.059309765,0.071883314,-0.03120044,0.012809037,0.075664405,0.08254464,0.165770724,-0.080499703,0
HIF1A,0.012160892,0.097859887,0.054876978,0.047587196,0.051180423,0.091534263,-0.046635337,0.01319334,0.143774185,0
PDE7A,0.033681616,0.00329285,0.032957017,0.050714999,0.009037899,0.151623926,-0.035106847,0.059857541,-0.047727866,0
TAFA2,0.058423199,-0.08198417,0.077688378,0.034489162,0.01830825,0.162113584,0.15659061,-0.006021735,0.134776723,0
HIVEP2,0.061155933,0.008787741,0.183786194,0.064674941,0.043368488,0.066315092,0.120097184,0.059262331,0.303192429,0
CD55,0.056222648,0.042468456,-0.00965777,0.019123861,0.034809821,0.061487255,-0.02183151,0.052791294,-0.006635521,0
CD55,0.056222648,0.042468456,-0.00965777,0.019123861,0.034809821,0.061487255,-0.02183151,0.052791294,-0.006635521,0
PAG1,0.003942899,0.048749368,0.060651541,0.01791613,0.044363469,-0.001860324,0.013279056,0.118394701,-0.026147959,0
PRKACB,0.019495401,0.01256715,0.039372394,0.008703443,0.027669218,0.121289747,0.0253008,0.106999686,-0.023334549,0
FMN1,0.066987488,0.05474287,-0.008232059,0.112640324,0.020769151,-0.138591936,0.016864832,0.131412505,-0.005090432,0
KHDRBS2,0.024243061,-0.056816193,0.028189343,-0.089988939,0.138602086,-0.033608438,0.01547845,0.013586495,0.352741844,0
OXNAD1,0.077350152,0.008301359,-0.007202118,0.023488902,0.008261767,0.07800436,0.042819352,-0.674338689,0.029586053,0
PARP8,0.009548292,0.06044923,0.022184707,0.049329635,0.018867223,0.221456252,0.072434437,0.143386384,0.040160407,0
ATXN1,0.018934055,0.527944787,0.001274585,0.080066991,0.006667171,0.055861117,0.071462046,0.124426818,0.048265374,0
RAD51B,0.006428977,-0.04787201,-0.060445391,0.087205526,-0.03160463,0.069502211,0.063996669,0.057776112,0.053305132,0
DOCK10,0.006550444,0.014014551,-0.01765105,-0.003910642,0.053503868,0.053783599,0.070599404,0.073218316,-0.073461654,0
MGAT5,0.008379806,0.009463161,0.01693609,-0.00522422,0.019882337,0.113038597,0.169525666,0.052431438,-0.006519923,0
IGF1R,0.034974269,-0.046194735,0.000710187,0.014029221,0.030633153,0.035370736,-0.033133633,0.002160532,-0.125930817,0
RUNX2,0.024455938,0.016188681,0.001880445,-0.011214342,0.003223916,-0.016906738,-0.046429216,-0.00453412,-0.036420653,0
PDE4B,0.046328913,0.086475571,0.002070036,0.030812551,0.061341535,-0.007519842,0.053744228,-0.010647244,-0.02249737,0
NR3C2,0.027678988,-0.028769953,-0.012802909,0.041936831,0.027444079,0.002390811,0.04059453,-0.005421435,-0.096187384,0
TXK,0.00660682,0.003660918,-0.002437436,0.002468017,0.118667246,0.028865045,-0.030986617,0.082556181,0.232858277,0
MLLT3,0.004800644,0.143895269,-0.003421998,0.047433066,0.046466164,0.062233294,-0.017290334,0.14761484,-0.028623519,0
THEMIS,0.027931024,0.013389823,-0.001898783,0.433927676,0.003844132,0.211587609,0.012235241,-0.021845451,0.648924615,0
IMMP2L,0.114572243,0.015838999,-0.001898783,0.036741161,-0.022290243,0.015192518,-0.043984927,0.101532123,-0.032039181,0
ARID5B,0.018715605,0.009329359,0.004117384,0.044698592,-0.034360128,0.036806322,-0.019333931,-0.01145661,0.051019763,0
FHIT,0.005906344,0.032501298,0.014433358,0.066508099,0.001319482,0.031332048,0.009956829,0.279401027,0.008695114,0
LEF1,0.014896829,0.006496249,-0.022296626,0.211870191,0.181006454,0.023471549,-0.105264627,0.055686484,-0.149507453,0
RALGPS2,0.00994185,0.014476995,0.119373894,-0.00292763,-0.000540657,0.150423503,-0.009145058,0.078096968,0.040359684,0
FCRL1,0.043619372,0.00873812,-0.000759813,0.009874893,0.010125336,-0.004096448,0.030640377,0.045482983,0.0076961,0
AFF3,0.001003364,0.012851933,0.009811694,0.022869535,0.026263902,0.043360031,-0.000675442,0.060654749,0.131096743,0
ITK,-0.006348161,0.000749428,0.050463222,-0.042442668,-0.074587604,0.028229649,0.039528364,0.042792015,-0.154986407,0
IL7R,0.013287292,-0.003645718,-0.004173359,0.020816244,0.026039617,0.009973909,-0.015606945,-0.020329798,0.03303086,1
EBF1,-0.014710721,-0.002449169,0.003765541,0.023780538,-0.057295332,0.064376615,0.033464116,0.016610963,0.055554353,0
IKZF2,-0.028125709,0.009821615,0.057590232,0.061693303,0.000334211,0.064402955,0.037934372,0.011556636,-0.021411641,0
BANK1,-0.037882933,-0.005523618,0.008768627,0.042891983,-0.001251403,-0.024599023,-0.016561614,-0.043068722,-0.069352762,0
KCNQ5,-0.019993715,-0.047798839,0.000506321,0.053942064,-0.005211893,0.066590912,-0.001970713,-0.032800386,0.204275725,0
PLCL1,0.160986799,0.005983222,-0.006120306,0.07678412,-0.007645821,-0.065646161,-0.01984906,-0.002961961,0.742357783,0
TAFA1,0.004437639,0.001864668,-0.020852491,0.004011159,0.003624204,0.008116242,0.066181658,-0.01615898,-0.012256292,0
INPP4B,-0.040541488,-0.001141099,-0.014496665,0.06958685,0.007489479,0.02652092,-0.001494075,-0.12601826,-0.297707249,0
BCL2,0.04288956,-0.002508891,0.003116042,0.006085713,0.002858483,-0.129573856,0.024595981,0.021195844,-0.088520617,0
RPL22,-0.791173022,-1.541798444,-1.953796694,-1.967125698,-1.73602212,-0.999217287,-1.980145727,-2.682465665,-1.380983831,0
RPL11,-1.729390236,-1.946552906,-1.680143109,-1.805025335,-1.423580316,-1.087714024,-2.224929459,-2.584126306,-1.291234552,0
CD52,-1.364450943,-1.720176231,-1.902740234,-1.800707163,-1.82034296,-0.985364114,-2.31293642,-2.609849011,-1.453392151,0
RPS8,-1.02671133,-1.538322144,-1.78782188,-1.880660084,-1.529269896,-0.937113827,-2.207853099,-2.442609885,-1.32847304,0
RPL5,-2.093032364,-1.554454028,-1.738190367,-1.80895944,-1.603237815,-1.164428095,-2.194792223,-2.51735318,-1.302814263,0
S100A6,-1.221716249,-1.878867671,-1.794179898,-1.79513631,-1.495870079,-0.991349867,-2.032525737,-2.473574983,-1.207405383,0
S100A4,-1.868290256,-1.932651353,-1.753631984,-1.794382187,-1.49280861,-1.13167847,-1.997830245,-2.369112925,-1.213681787,0
RPS27,-0.949021519,-1.905862416,-1.706602309,-1.769364052,-1.524291433,-1.12068932,-2.029081179,-2.434317086,-1.349123569,0
RPS7,-0.793416789,-1.826118131,-1.786892415,-1.656527488,-1.477699255,-1.075003249,-1.832527993,-2.407199173,-1.235175829,0
ZFP36L2,-1.668857679,-1.507859624,-1.647345764,-1.724390858,-1.436140458,-1.040386009,-2.027885473,-2.159655278,-1.284984193,0
RPS27A,-1.545515981,-1.591569516,-1.683411498,-1.70669464,-1.423108997,-1.002685039,-1.87187265,-2.428864588,-1.2069536,0
TMSB10,-1.178989474,-1.999484955,-1.683154967,-1.652922744,-1.381242456,-0.964477601,-1.766442222,-2.221501325,-1.256860981,0
RPL31,-1.153873057,-1.561614182,-1.636330284,-1.602805593,-1.30333718,-1.06814591,-1.722339092,-2.294901656,-1.311153134,0
CXCR4,-1.085393748,-1.46805262,-1.588217546,-1.667915571,-1.291961203,-0.975831014,-2.02485238,-2.065209898,-1.205480587,0
EEF1B2,-1.237316985,-1.756807582,-1.606988299,-1.577079044,-1.3338105,-0.973296235,-1.812539815,-2.268580485,-1.208649497,0
RPL37A,-0.946275401,-1.702480801,-1.607096675,-1.599333384,-1.324414613,-0.944016471,-1.666000542,-2.288914962,-1.146913844,1
PTMA,-1.386478983,-1.545255036,-1.590740181,-1.627622396,-1.314844304,-0.838477693,-1.794639615,-2.259462969,-1.07072166,0
RPL32,-1.384773327,-1.971013736,-1.544919625,-1.558946954,-1.284961695,-0.901893098,-1.902051098,-2.240076804,-1.114860778,0
RPL15,-1.709601427,-1.613882624,-1.51552401,-1.525859183,-1.130682652,-1.054124498,-1.770294768,-2.097837768,-1.051749842,0
RPSA,-1.401466588,-1.590986375,-1.564662551,-1.505016743,-1.26516217,-0.963139021,-1.617821308,-2.054339834,-1.15956505,0
RPL14,-1.47659227,-1.625383213,-1.524102316,-1.509672032,-1.272513222,-0.94211535,-1.605203374,-2.109469948,-1.135204592,0
RPL29,-1.567013852,-1.554965336,-1.533854992,-1.488074974,-1.258444954,-0.870914227,-1.656042011,-2.15342843,-1.110261023,1
RPL24,-1.934483946,-1.701659063,-1.513255095,-1.481080767,-1.232316115,-1.110078375,-1.750860379,-2.335009004,-1.048305606,0
RPL35A,-0.834566367,-1.647887884,-1.507161725,-1.47485773,-1.236649981,-0.840254682,-1.564706606,-2.070804516,-1.161739496,0
RPL9,-0.961887232,-1.474718062,-1.510932119,-1.490074116,-1.301296834,-0.805005873,-1.619561667,-1.921741594,-1.058122979,0
RPL34,-0.977731139,-1.798318511,-1.36365084,-1.47313613,-1.220602584,-0.738291436,-1.611032945,-2.027364639,-1.196763002,0
RPS3A,-2.059511013,-1.539722049,-1.493312919,-1.493014007,-1.173621851,-0.948554553,-1.65842608,-1.967533358,-1.032986174,0
RPL37,-1.139267474,-1.894030898,-1.470259834,-1.472798634,-1.280845185,-0.790404918,-1.652313913,-1.846899988,-1.114067152,0
BTF3,-1.650231956,-1.540050197,-1.46170726,-1.458699612,-1.191348701,-0.838619388,-1.61690086,-1.991985941,-1.098844919,0
RPS23,-2.07989472,-1.842943333,-1.455912306,-1.428534714,-1.183059929,-0.847571453,-1.87838266,-2.02622843,-1.086688449,0
COX7C,-1.464272619,-1.49235351,-1.443358836,-1.388592937,-1.155747545,-0.799603208,-1.524373868,-2.068228796,-1.099163687,0
HINT1,-1.096959664,-1.443342094,-1.423754329,-1.350803843,-1.146339355,-0.997596578,-1.536151408,-1.949639912,-1.049081398,0
RPS14,-1.918705461,-1.446153891,-1.406833159,-1.265405127,-1.153054821,-0.875892127,-1.685277097,-1.91708938,-1.109671508,0
RACK1,-1.109561529,-1.366182272,-1.396107278,-1.38381113,-1.103528646,-0.828808282,-1.699353535,-1.938253817,-0.871345964,0
HLA-A,-1.448506892,-1.374460863,-1.325429261,-1.289806613,-1.133111514,-0.808979211,-1.489298742,-1.926255057,-1.164489024,1
HLA-C,-0.933132228,-1.417341945,-1.363968993,-1.298444632,-1.05649532,-1.228283703,-1.588787224,-1.875396172,-1.011775794,0
HLA-B,-1.090224592,-1.355640387,-1.312774087,-1.301044476,-1.103891797,-0.885198133,-1.447188163,-1.874782216,-0.95786546,1
LTB,-1.107959641,-1.442669539,-1.292098541,-1.308718257,-1.075937021,-0.811052386,-1.465848269,-1.865726249,-1.014370496,0
RPS18,-1.137231003,-1.397149848,-1.250716365,-1.29526581,-1.077906715,-1.060824722,-1.466387886,-1.83461688,-1.001367019,0
RPS10,-1.938251077,-1.320166234,-1.13577435,-1.327761329,-1.078576211,-0.719093752,-1.506594904,-2.003782703,-0.889561454,0
RPL10A,-1.604857584,-1.33599093,-1.215690105,-1.259017713,-1.068640824,-0.816772368,-1.275759863,-1.810442175,-0.97288514,0
RPS12,-0.924439289,-1.307762665,-1.228749837,-1.252481454,-0.895945805,-0.753079079,-1.532203695,-1.904514578,-0.967340481,0
TOMM7,-1.662755257,-1.335502016,-1.170931312,-1.259381777,-1.013095952,-0.823227504,-1.46282597,-1.811374153,-0.889023035,0
RPS20,-1.478034745,-1.283705472,-1.20195128,-1.336413951,-1.011576126,-0.72526493,-1.74265382,-1.805077346,-1.080860106,0
RPL7,-1.309849091,-1.386505446,-1.180274636,-1.096833682,-0.998216445,-0.782148394,-1.373270434,-1.815941762,-0.911720673,0
RPL30,-2.162021856,-1.266797629,-1.164455946,-1.200751995,-0.991727131,-0.71230531,-1.42902073,-1.812347636,-0.936302692,0
PABPC1,-0.898825498,-1.272018109,-1.153568068,-1.224208814,-0.999536764,-0.719681576,-1.348077118,-1.877784107,-0.91198059,1
EEF1D,-0.82748789,-1.256409427,-1.182621602,-1.210834979,-0.966161813,-0.706449613,-1.40939735,-1.74399025,-0.859470462,1
RPL8,-1.525684268,-1.264712383,-1.111433275,-1.215392662,-0.939132588,-0.876199244,-1.293998185,-1.691515458,-0.900674073,1
RPS6,-1.454079869,-1.262800648,-1.121515438,-1.19230177,-0.969107325,-0.694498982,-1.360959221,-1.694958577,-0.865166068,0
RPL35,-1.67378143,-1.234878996,-1.141214744,-1.173586438,-0.960149638,-0.675130122,-1.291737713,-1.837262913,-0.937093302,1
RPL35,-1.67378143,-1.234878996,-1.141214744,-1.173586438,-0.960149638,-0.675130122,-1.291737713,-1.837262913,-0.937093302,1
RPL12,-1.27352183,-1.203733258,-1.119104897,-1.163838385,-0.793039031,-0.68519396,-1.370175092,-1.695320982,-0.855417163,0
RPL7A,-1.859214619,-1.209575906,-1.068342834,-1.12665236,-0.957077898,-0.661686284,-1.344341903,-1.698057014,-0.839869266,0
RPS24,-1.386372273,-1.19963614,-1.118299104,-1.145645908,-0.997059795,-0.680471302,-1.220500261,-1.844213849,-0.871425958,0
RPLP2,-1.758898247,-1.163703988,-1.108389622,-1.093340754,-0.920202725,-0.681841015,-1.437508072,-1.663276721,-0.795412162,1
RPL27A,-1.668353642,-1.152718098,-1.41364221,-1.114998989,-0.9069529,-0.665607302,-1.341067514,-1.557378365,-0.887310007,0
RPS13,-2.043297536,-1.109774759,-0.989898805,-1.107086589,-0.913779953,-0.657095668,-1.331522369,-1.579950519,-0.86283163,0
EEF1G,-1.322045102,-1.126707114,-1.100228289,-1.162165434,-0.91402311,-1.030116451,-1.225017637,-1.592046905,-0.802756627,0
FAU,-1.41624387,-1.067099454,-1.11415805,-1.088631262,-0.898503266,-0.628400044,-1.287940907,-1.597621672,-0.856814877,1
CFL1,-1.346069789,-1.096703211,-1.1091891,-1.058384804,-0.944496686,-0.708565776,-1.237970684,-1.453157005,-0.895974868,1
RPS3,-1.764796125,-1.089726722,-1.016554808,-1.102320254,-0.865314646,-0.611751043,-1.22144138,-1.469614252,-0.811640503,0
CD3D,-0.90091823,-1.095274544,-1.082951665,-1.095111413,-0.905493132,-0.697253169,-1.307237252,-1.46378986,-0.792076905,0
RPS25,-0.963202406,-1.143640052,-1.08566957,-1.058175667,-0.902194549,-0.644173703,-1.246063165,-1.530783726,-0.727290025,0
PFDN5,-1.061123727,-1.040159891,-1.086645714,-1.077241011,-0.920852687,-0.696217362,-1.225285352,-1.510985781,-0.902238014,0
RPS26,-1.34979396,-1.096819543,-1.181870751,-1.054404339,-0.865997114,-0.655262558,-1.44274102,-1.428959876,-0.683662593,0
RPL41,-1.66871799,-1.039291411,-1.050829425,-1.057720994,-0.843377014,-0.651837611,-1.281681712,-1.487780865,-0.765986769,0
MYL6,-1.305312432,-1.077227291,-1.058696548,-0.972389561,-0.856984591,-0.665054805,-1.358617746,-1.388668357,-0.784349276,1
NACA,-1.739735456,-1.032956881,-1.033191309,-1.000691715,-0.828874082,-0.64586347,-1.263629454,-1.40194761,-0.736576918,0
BTG1,-1.674936227,-1.012598272,-1.12813967,-0.976568668,-0.800951621,-0.615242178,-1.185819089,-1.561324079,-0.548420131,0
RPL6,-1.133656453,-0.995817168,-1.038199546,-0.938165011,-0.81321482,-0.849371404,-1.181463487,-1.402270563,-0.698760862,0
RPLP0,-1.808763162,-1.027322487,-1.017033966,-0.962060597,-0.851553372,-0.634325774,-1.185362002,-1.468608142,-0.732857673,0
RPL21,-1.555689401,-0.94402817,-1.021416242,-0.912432738,-0.794926128,-0.633873974,-1.166546486,-1.372925841,0.538701056,0
RPS29,-1.771309579,-0.963687745,-0.983751312,-0.936058528,-0.800230143,-0.559478088,-1.133921145,-1.309263469,-0.61788813,0
RPL36AL,-1.276483341,-0.975666108,-1.01037125,-0.91376683,-0.807099393,-0.60609539,-1.177125852,-1.330777588,-0.494054027,0
CALM1,-1.98829824,-0.969589407,-0.972592723,-0.957744076,-0.756969321,-0.571870623,-1.181104801,-1.297528392,-0.636849847,0
HSP90AA1,-1.22454412,-0.892675906,-1.00357883,-0.957202362,-0.878715234,-0.558644383,-1.160106489,-1.317507891,-0.507204473,0
SERF2,-1.561303168,-0.900033391,-0.920828898,-0.891545144,-0.792008153,-0.542091393,-1.209909543,-1.328245086,0.241152182,0
B2M,-1.483723355,-0.867954318,-0.959803025,-0.851513738,-0.778599337,-0.551830962,-1.114262734,-1.317964036,-0.432340047,0
RPL4,-1.186115085,-0.871721011,-0.920874436,-0.917843051,-0.789932403,-0.555278679,-1.153861366,-1.39230817,-0.612670905,0
RPLP1,-1.504623433,-0.879077741,-0.887636717,-0.814251889,-0.883232309,-0.476491152,-1.092549523,-1.859588367,0.301253345,1
RPS17,-1.222924046,-0.806231743,-0.8342605,-0.805189778,-0.759947679,-0.53258044,-1.147595851,-1.655552285,-0.468325717,0
RPS2,-1.683534775,-0.776513989,-0.899457536,-0.83973916,-0.820887791,-0.527684348,-1.037928098,-1.305476822,-0.470480902,1
IL32,-2.04907581,-0.827154782,-0.915558987,-0.803362389,-0.700388484,-0.548889607,-1.063096467,-1.831446889,-0.326395327,0
RPS15A,-0.815368922,-0.980836036,-1.025303173,-0.793594691,-0.754543187,-0.55128261,-1.084004372,-1.240048724,-0.485084057,0
COX4I1,-0.750878146,-0.76923921,-0.877136014,-0.799243365,-0.81523419,-0.719345999,-1.119306164,-1.458106221,-0.402040774,0
CYBA,-0.697864758,-0.800062059,-0.873854967,-0.777936928,-0.703198201,-0.516354507,-0.982662387,-1.216724871,-0.271487647,0
RPL13,-0.703344328,-0.738222381,-0.904872028,-0.718630228,-0.718555499,-0.483797587,-0.998386376,-1.10211629,-0.284928008,0
PFN1,-0.70336368,-0.735363409,-0.933965741,-0.7332274,-0.73908475,-0.456871943,-0.988780764,-1.092537398,-0.399633493,1
RPL26,-0.678216699,-0.685099298,-0.94443464,-0.826377534,-0.707901979,-0.707321096,-1.005741689,-1.059406556,-0.394634707,0
RPL23A,-0.760754816,-0.67873683,-0.798123864,-0.719710336,-0.697328052,-0.483523163,-0.995385731,-1.077043002,-0.353836189,0
RPL23,-0.72590114,-0.629193408,-0.780398122,-0.663766013,-0.708929135,-0.574049654,-1.006069122,-1.21080878,0.153254277,0
RPL19,-0.711297226,-0.648296078,-0.793442229,-0.623978487,-0.690616119,-0.566228589,-1.117792346,-0.942674046,0.166302352,0
EIF1,-0.615248183,-0.709754749,-0.805650616,-0.581258667,-0.678240036,-0.460723996,-0.928270915,-1.146045156,-0.465485539,0
RPL27,-0.640562288,-0.66434929,-0.746792724,-0.735621539,-0.695547001,-0.463118628,-0.986899671,-0.9492467,-0.421919148,0
RPL38,-0.661809817,-0.78083695,-1.029061413,-0.630379711,-0.669698572,-0.551935049,-0.956356803,-0.919052603,0.137573808,0
MYL12A,-0.652325215,-0.717709902,-0.781628638,-0.650935084,-0.65686218,-0.470836754,-0.919756771,-0.96994065,-0.422927398,0
RPL17,-0.541469702,-0.616659771,-0.731814424,-0.540060969,-0.81732842,-0.483885784,-0.954787581,-0.897589091,-0.30671223,0
RPS15,-0.732312754,-0.631248173,-0.761356367,-0.717576981,-0.569443277,-0.420505174,-0.904380516,-0.888720164,-0.252858492,0
RPL36,-0.563629463,-0.560779611,-0.757749627,-0.544832424,-0.634550216,-0.42080557,-0.989938652,-0.930008412,-0.312493769,0
RPS28,-0.510637047,-0.544005667,-0.757509248,-0.568348331,-0.674426175,-0.414772608,-0.867656587,-0.826576902,-0.464067071,0
JUNB,-0.621202605,-0.603558129,-0.720088796,-0.527265837,-0.635719831,-0.401666075,-0.817821096,-0.802393674,0.106138408,0
RPL18A,-0.634042664,-0.570428977,-0.690806604,-1.949568462,-0.62043332,-0.357479877,-0.769444901,-0.843646823,-0.373200317,0
UBA52,-0.66121598,-0.627093643,-0.748866303,-0.486959604,-0.64938773,-0.366954272,-0.890811652,-0.804556635,-0.299485151,1
HCST,-0.587175549,-0.634686802,-0.760691601,-0.481389194,-0.636653399,-0.319279668,-0.873603154,-0.763337191,0.056449676,0
RPS16,-0.539324485,-0.731303488,-0.685944098,-0.564545735,-0.768836472,-0.423264361,-0.855378414,-0.768337092,-0.246439899,1
RPS19,-0.479503893,-0.746478299,-1.669942602,-0.503602818,-0.639378233,-0.395670856,-0.829181965,-0.87591547,0.136162369,0
RPL18,-0.581027622,-0.631095024,-0.693163607,-0.587979998,-0.560726376,-0.293090273,-0.815062817,-0.974427056,-0.331479406,1
RPL13A,-0.47559606,-1.166881317,-0.711590643,-0.458938219,-0.744595014,-0.385751261,-0.862373332,-0.731566853,-0.267273231,0
RPS11,-0.479971945,-0.500395192,-0.607295051,-0.516888984,-0.560223134,-0.410175175,-0.826224142,-0.778784688,0.081918744,0
NKG7,-0.465884354,-0.482850857,-0.626292832,-0.468502104,-0.57438008,-0.490529296,-0.843304711,-1.249648348,0.092076289,0
RPS9,-0.501312009,-0.529609447,-0.682117047,-0.489090921,-0.554446263,-0.282501203,-0.832875649,-0.697113356,-0.18133841,1
RPL28,-0.456764232,-0.470727335,-0.678074376,-0.499328879,-0.583044873,-0.374367839,-0.765364062,-0.900297772,0.100818076,0
RPS5,-0.421745631,-0.56726753,-0.910928324,-0.398180162,-0.486298103,-0.352555746,-0.727392115,-0.70993715,-0.315945741,1
RPS21,-0.471440669,-0.513945213,-0.599594307,-0.529600604,-0.633426469,-0.323953056,-0.812401867,-0.718309036,0.055422863,0
TMSB4X,-0.591790024,-0.556104835,-0.581923243,-0.456099571,-0.46601398,-0.306443348,-0.745438148,-0.68500883,-0.2250675,0
RPS4X,-0.38681127,-0.50041655,-0.558340281,-0.389931871,-0.563750885,-0.240088417,-0.70069326,-0.690490414,-0.146044275,0
RPL36A,-0.528257249,-0.403484136,-0.595357314,-0.386827098,-0.551575349,-0.331761531,-0.677901221,-0.643321094,-0.435503008,0
RPL39,-0.615165771,-0.492346034,-0.590628237,-0.540382167,-0.511728419,-0.259985033,-0.685189175,-0.648526253,-0.306992627,0
RPL10,-0.4534013,-0.41473267,-0.559709841,-0.342945087,-0.482948832,-0.312209505,-0.68174712,-0.613608755,-0.162134374,0
UBB,-0.376039212,-0.358266536,-0.542528135,-0.374789521,-0.441169819,-0.192778393,-0.671973713,-0.617794114,-0.435511388,0
HLA-E,-0.395005651,-0.5165623,-0.506046939,-0.406650906,-0.470643144,-0.176033512,-0.682133187,-0.591537209,-0.310066545,0
ZNF331,-0.373755842,-0.38674679,-0.492930159,-0.323943533,-0.481433719,-0.285308565,-0.644343857,-0.54378542,-0.3803921,0
IFITM2,-0.291654761,-0.333017503,-0.476928955,-0.255728536,-0.487228298,-0.200685692,-0.670065315,-0.561324079,-0.120379109,0
IFITM2,-0.291654761,-0.333017503,-0.476928955,-0.255728536,-0.487228298,-0.200685692,-0.670065315,-0.561324079,-0.120379109,0
IFITM2,-0.291654761,-0.333017503,-0.476928955,-0.255728536,-0.487228298,-0.200685692,-0.670065315,-0.561324079,-0.120379109,0
IFITM2,-0.291654761,-0.333017503,-0.476928955,-0.255728536,-0.487228298,-0.200685692,-0.670065315,-0.561324079,-0.120379109,0
EIF3K,-0.275520422,-0.530054361,-0.536057096,-0.254137045,-0.407646378,-0.249786122,-0.632246274,-0.536536452,-0.040404625,0
SSR4,-0.430349383,-0.431246445,-0.59100994,-0.308617151,-0.531011063,-0.206996611,-0.706010738,-0.655635795,-0.192706073,0
CNOT6L,-0.353314673,-0.339456578,-0.461351034,-0.267081788,-0.509947347,-0.301188712,-0.617345268,-0.535911495,0.056061132,0
PPIA,-0.295583631,-0.49338391,-0.641328819,-0.333283898,-0.387050191,-0.181408728,-0.603735345,-0.526585959,-0.315821046,0
SH3BGRL3,-0.332520516,-0.359965796,-0.452510683,-0.3451298,-0.402455345,-0.20505771,-0.643752927,-0.526236042,-0.127253012,0
UQCRB,-0.273415368,-0.333161352,-0.592966554,-0.324812885,-0.379760423,-0.206038203,-0.5964235,-0.548124356,-0.207103959,0
