DB,timepoint,CellType,ExperimentType,Pathway,p.value,padj,ES,NES,nMoreExtreme,size,celltype,Celltype,negative_log10_of_adjusted_p_value,info
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),HSIAO_HOUSEKEEPING_GENES,1.4e-05,9.69e-05,-0.665692494,-3.428796617,0,385,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),DACOSTA_UV_RESPONSE_VIA_ERCC3_UP,1.45e-05,9.69e-05,-0.626254884,-3.143300539,0,296,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_17,1.54e-05,9.69e-05,-0.656910239,-3.083536815,0,168,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),MARTENS_TRETINOIN_RESPONSE_DN,1.28e-05,9.69e-05,-0.567055214,-3.072013782,0,726,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),ENK_UV_RESPONSE_KERATINOCYTE_UP,1.36e-05,9.69e-05,-0.582701847,-3.056071859,0,473,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),KIM_BIPOLAR_DISORDER_OLIGODENDROCYTE_DENSITY_CORR_UP,1.3e-05,9.69e-05,-0.568599527,-3.054007786,0,639,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),KIM_ALL_DISORDERS_OLIGODENDROCYTE_NUMBER_CORR_UP,1.29e-05,9.69e-05,-0.562281017,-3.038549217,0,698,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_13,1.54e-05,9.69e-05,-0.638617237,-2.991869567,0,166,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),WONG_EMBRYONIC_STEM_CELL_CORE,1.42e-05,9.69e-05,-0.58509396,-2.970366289,0,329,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),REACTOME_TRANSLATION,1.55e-05,9.69e-05,-0.638863052,-2.969599794,0,157,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),CHAUHAN_RESPONSE_TO_METHOXYESTRADIOL_DN,1.62e-05,9.69e-05,-0.68237958,-2.950169931,0,98,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),MOOTHA_VOXPHOS,1.65e-05,9.69e-05,-0.688939381,-2.895543316,0,83,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),WONG_MITOCHONDRIA_GENE_MODULE,1.5e-05,9.69e-05,-0.597518903,-2.89162259,0,214,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),KEGG_OXIDATIVE_PHOSPHORYLATION,1.6e-05,9.69e-05,-0.655203324,-2.878376549,0,108,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),DANG_MYC_TARGETS_UP,1.57e-05,9.69e-05,-0.62972875,-2.870601661,0,137,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),KEGG_RIBOSOME,1.64e-05,9.69e-05,-0.676174155,-2.864668552,0,87,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,1.59e-05,9.69e-05,-0.639102204,-2.851889298,0,119,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),KEGG_PARKINSONS_DISEASE,1.61e-05,9.69e-05,-0.650913148,-2.843046846,0,104,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),BILANGES_SERUM_AND_RAPAMYCIN_SENSITIVE_GENES,1.68e-05,9.69e-05,-0.702600176,-2.837975873,0,67,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),STARK_PREFRONTAL_CORTEX_22Q11_DELETION_DN,1.36e-05,9.69e-05,-0.540946776,-2.835135205,0,468,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),KIM_ALL_DISORDERS_DURATION_CORR_DN,1.57e-05,9.69e-05,-0.620573997,-2.828869966,0,137,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),LOPEZ_MBD_TARGETS,1.24e-05,9.69e-05,-0.507701304,-2.782848497,0,870,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),SPIELMAN_LYMPHOBLAST_EUROPEAN_VS_ASIAN_UP,1.36e-05,9.69e-05,-0.530139769,-2.776051009,0,464,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),TAKAO_RESPONSE_TO_UVB_RADIATION_UP,1.65e-05,9.69e-05,-0.654349892,-2.750167155,0,83,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),MATTIOLI_MGUS_VS_PCL,1.62e-05,9.69e-05,-0.623329199,-2.713107939,0,102,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),ACEVEDO_LIVER_TUMOR_VS_NORMAL_ADJACENT_TISSUE_UP,1.26e-05,9.69e-05,-0.496535457,-2.707290617,0,794,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),PECE_MAMMARY_STEM_CELL_UP,1.58e-05,9.69e-05,-0.599192711,-2.703805628,0,128,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),MALONEY_RESPONSE_TO_17AAG_DN,1.66e-05,9.69e-05,-0.647299749,-2.690079709,0,78,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,1.69e-05,9.69e-05,-0.676623906,-2.676004511,0,60,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),ZHONG_SECRETOME_OF_LUNG_CANCER_AND_FIBROBLAST,1.59e-05,9.69e-05,-0.596254971,-2.674611193,0,123,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),WANG_TUMOR_INVASIVENESS_UP,1.41e-05,9.69e-05,-0.516967094,-2.645551495,0,358,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,1.68e-05,9.69e-05,-0.657027471,-2.638772836,0,65,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),BENPORATH_MYC_MAX_TARGETS,1.27e-05,9.69e-05,-0.484599605,-2.630533959,0,745,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),LEE_LIVER_CANCER_SURVIVAL_DN,1.54e-05,9.69e-05,-0.558528302,-2.609344718,0,163,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),REACTOME_METABOLISM_OF_RNA,1.47e-05,9.69e-05,-0.525423839,-2.604895897,0,263,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),CAIRO_HEPATOBLASTOMA_CLASSES_UP,1.32e-05,9.69e-05,-0.488403095,-2.601692326,0,574,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),TIEN_INTESTINE_PROBIOTICS_6HR_UP,1.7e-05,9.69e-05,-0.665940883,-2.587314853,0,55,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),MODY_HIPPOCAMPUS_PRENATAL,1.73e-05,9.69e-05,-0.699596359,-2.55948003,0,41,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),BILANGES_RAPAMYCIN_SENSITIVE_VIA_TSC1_AND_TSC2,1.66e-05,9.69e-05,-0.62323631,-2.553913359,0,72,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),LI_AMPLIFIED_IN_LUNG_CANCER,1.55e-05,9.69e-05,-0.544853669,-2.532620002,0,157,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),RUTELLA_RESPONSE_TO_HGF_VS_CSF2RB_AND_IL4_UP,1.4e-05,9.69e-05,-0.491638744,-2.53229423,0,385,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),LUI_THYROID_CANCER_PAX8_PPARG_DN,1.72e-05,9.69e-05,-0.681023143,-2.528809147,0,44,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),BENPORATH_MYC_TARGETS_WITH_EBOX,1.5e-05,9.69e-05,-0.520198637,-2.51744024,0,214,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),IRITANI_MAD1_TARGETS_DN,1.72e-05,9.69e-05,-0.665687567,-2.495066046,0,46,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),VERHAAK_AML_WITH_NPM1_MUTATED_UP,1.54e-05,9.69e-05,-0.530097352,-2.486059598,0,167,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),CHNG_MULTIPLE_MYELOMA_HYPERPLOID_UP,1.71e-05,9.69e-05,-0.645366941,-2.471283565,0,51,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),BOUDOUKHA_BOUND_BY_IGF2BP2,1.62e-05,9.69e-05,-0.546739056,-2.368227598,0,99,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),NATSUME_RESPONSE_TO_INTERFERON_BETA_DN,1.71e-05,9.69e-05,-0.617823214,-2.347203369,0,49,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),SANA_RESPONSE_TO_IFNG_DN,1.66e-05,9.69e-05,-0.563518947,-2.341899387,0,78,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),DAZARD_RESPONSE_TO_UV_NHEK_UP,1.5e-05,9.69e-05,-0.481921493,-2.327066019,0,210,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),ZHONG_SECRETOME_OF_LUNG_CANCER_AND_MACROPHAGE,1.66e-05,9.69e-05,-0.563674835,-2.316017285,0,73,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),CHEN_METABOLIC_SYNDROM_NETWORK,1.2e-05,9.69e-05,-0.415386989,-2.305397122,0,1083,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),JOHNSTONE_PARVB_TARGETS_2_UP,1.58e-05,9.69e-05,-0.506058154,-2.280885896,0,127,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),DAZARD_UV_RESPONSE_CLUSTER_G1,1.7e-05,9.69e-05,-0.575646458,-2.252493972,0,57,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),MUNSHI_MULTIPLE_MYELOMA_UP,1.66e-05,9.69e-05,-0.539653963,-2.242720126,0,78,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),HILLION_HMGA1B_TARGETS,1.65e-05,9.69e-05,-0.535862047,-2.241456481,0,81,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),ZHANG_RESPONSE_TO_CANTHARIDIN_DN,1.68e-05,9.69e-05,-0.553841866,-2.237104269,0,67,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),HILLION_HMGA1_TARGETS,1.66e-05,9.69e-05,-0.535117999,-2.218756993,0,77,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),DIRMEIER_LMP1_RESPONSE_EARLY,1.69e-05,9.69e-05,-0.552181557,-2.1902765,0,61,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),CHICAS_RB1_TARGETS_LOW_SERUM,1.65e-05,9.69e-05,-0.516840453,-2.167195356,0,82,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),FERNANDEZ_BOUND_BY_MYC,1.54e-05,9.69e-05,-0.459576776,-2.153079638,0,166,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),FULCHER_INFLAMMATORY_RESPONSE_LECTIN_VS_LPS_DN,1.38e-05,9.69e-05,-0.413283595,-2.148704371,0,425,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),OSMAN_BLADDER_CANCER_UP,1.4e-05,9.69e-05,-0.408240522,-2.102468476,0,384,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),TIEN_INTESTINE_PROBIOTICS_24HR_DN,1.51e-05,9.69e-05,-0.434433684,-2.09513216,0,208,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),BHATTACHARYA_EMBRYONIC_STEM_CELL,1.65e-05,9.69e-05,-0.500853468,-2.091127697,0,80,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),IVANOVA_HEMATOPOIESIS_LATE_PROGENITOR,1.35e-05,9.69e-05,-0.387670111,-2.040757923,0,494,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),BHATI_G2M_ARREST_BY_2METHOXYESTRADIOL_DN,1.6e-05,9.69e-05,-0.434718192,-1.929398379,0,115,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),ONKEN_UVEAL_MELANOMA_DN,1.35e-05,9.69e-05,-0.363403651,-1.911022552,0,488,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_8D_DN,1.53e-05,9.69e-05,-0.381605742,-1.809613953,0,182,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),MARTINEZ_RB1_TARGETS_DN,1.37e-05,9.69e-05,-0.345486689,-1.804130741,0,447,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),BRUINS_UVC_RESPONSE_LATE,1.22e-05,9.69e-05,-0.306298523,-1.693403705,0,1010,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),GRYDER_PAX3FOXO1_ENHANCERS_IN_TADS,1.23e-05,9.69e-05,-0.288146556,-1.584969564,0,920,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),GRAESSMANN_APOPTOSIS_BY_DOXORUBICIN_DN,1.14e-05,9.69e-05,-0.265524075,-1.502222136,0,1650,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),KRIGE_RESPONSE_TO_TOSEDOSTAT_6HR_UP,1.25e-05,9.69e-05,-0.271055557,-1.483875902,0,850,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01367622294923,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),LUI_TARGETS_OF_PAX8_PPARG_FUSION,1.75e-05,9.75e-05,-0.682466603,-2.391155173,0,34,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.01099538430146,C2
MSigDB,Post-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),LUI_THYROID_CANCER_CLUSTER_3,1.77e-05,9.8e-05,-0.718558778,-2.402207464,0,28,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,4.0087739243075,C2
MSigDB,In-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),HSIAO_HOUSEKEEPING_GENES,1.7e-05,0.000133147,-0.631737357,-3.157807942,0,385,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,3.8756686144156,C2
MSigDB,In-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_13,1.8e-05,0.000133147,-0.661852498,-3.007965104,0,166,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,3.8756686144156,C2
MSigDB,In-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),BILANGES_SERUM_AND_RAPAMYCIN_SENSITIVE_GENES,1.88e-05,0.000133147,-0.744254571,-2.926118295,0,67,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,3.8756686144156,C2
MSigDB,In-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),MOOTHA_VOXPHOS,1.86e-05,0.000133147,-0.706916912,-2.888689657,0,83,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,3.8756686144156,C2
MSigDB,In-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),KEGG_RIBOSOME,1.86e-05,0.000133147,-0.697004475,-2.877882025,0,88,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,3.8756686144156,C2
MSigDB,In-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),VERHAAK_AML_WITH_NPM1_MUTATED_UP,1.8e-05,0.000133147,-0.627530347,-2.8674554,0,173,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,3.8756686144156,C2
MSigDB,In-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),CHAUHAN_RESPONSE_TO_METHOXYESTRADIOL_DN,1.85e-05,0.000133147,-0.676019098,-2.843519983,0,98,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,3.8756686144156,C2
MSigDB,In-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),KEGG_OXIDATIVE_PHOSPHORYLATION,1.84e-05,0.000133147,-0.655241524,-2.810645348,0,111,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,3.8756686144156,C2
MSigDB,In-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),WONG_MITOCHONDRIA_GENE_MODULE,1.78e-05,0.000133147,-0.590764244,-2.777303685,0,216,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,3.8756686144156,C2
MSigDB,In-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),KIM_BIPOLAR_DISORDER_OLIGODENDROCYTE_DENSITY_CORR_UP,1.62e-05,0.000133147,-0.529217882,-2.76360637,0,649,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,3.8756686144156,C2
MSigDB,In-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,1.83e-05,0.000133147,-0.633505261,-2.762736529,0,124,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,3.8756686144156,C2
MSigDB,In-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),REACTOME_TRANSLATION,1.81e-05,0.000133147,-0.608581565,-2.756422397,0,162,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,3.8756686144156,C2
MSigDB,In-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),KEGG_PARKINSONS_DISEASE,1.84e-05,0.000133147,-0.641474255,-2.73996997,0,108,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,3.8756686144156,C2
MSigDB,In-flight vs Pre-flight,CD8,Multivariate (PolyA+ and Ribodepleted together),RUTELLA_RESPONSE_TO_HGF_VS_CSF2RB_AND_IL4_UP,1.7e-05,0.000133147,-0.542483266,-2.714534816,0,389,CD8;Multivariate (PolyA+ and Ribodepleted together),CD8_Multivariate,3.8756686144156,C2
