pathway,I4_Capsule_FD2_0,I4_Capsule_FD2_1,I4_Capsule_FD2_2,I4_Capsule_FD2_3,I4_Capsule_FD2_4,I4_Capsule_FD2_5,I4_Capsule_FD2_6,I4_Capsule_FD2_7,I4_Capsule_FD2_8,I4_Capsule_FD2_9,I4_Capsule_FD3_0,I4_Capsule_FD3_1,I4_Capsule_FD3_2,I4_Capsule_FD3_3,I4_Capsule_FD3_4,I4_Capsule_FD3_5,I4_Capsule_FD3_6,I4_Capsule_FD3_7,I4_Capsule_FD3_8,I4_Capsule_FD3_9,I4_Capsule_LM44_0,I4_Capsule_LM44_1,I4_Capsule_LM44_2,I4_Capsule_LM44_3,I4_Capsule_LM44_4,I4_Capsule_LM44_5,I4_Capsule_LM44_6,I4_Capsule_LM44_7,I4_Capsule_LM44_8,I4_Capsule_LM44_9,I4_Capsule_LM92_0,I4_Capsule_LM92_1,I4_Capsule_LM92_2,I4_Capsule_LM92_3,I4_Capsule_LM92_4,I4_Capsule_LM92_5,I4_Capsule_LM92_6,I4_Capsule_LM92_7,I4_Capsule_LM92_9
PWY-3781: aerobic respiration I (cytochrome c),8.86613,91.4106,175.13,0.0,0.0,160.801,0.0,0.0,0.0,124.404,108.289,0.0,0.0,82.3166,14.4816,112.851,48.3826,91.2593,10.2897,0.0,0,0.0,0.0,0.0,16.0176,18.7225,0.0,0.0,0.0,0.0,197.602,0.0,46.6587,83.1144,26.1175,0.0,0.0,64.8543,63.7629
PWY-3801: sucrose degradation II (sucrose synthase),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,26.8501,0.0,0.0,0.0,26.3626,0.0,0.0,0.0,34.8132,0.0,43.7243,9.12883,10.9601,0.0,0.0,0.0,0.0,0.0
PWY-3841: folate transformations II (plants),413.109,230.001,268.691,287.762,0.0,298.362,263.985,289.057,0.0,325.051,372.769,0.0,57.2045,122.297,380.28,319.343,331.104,293.192,354.518,318.643,0,382.549,326.164,342.85,371.741,360.544,420.656,405.353,359.19,384.49,284.489,361.183,168.356,307.716,339.673,287.026,336.298,272.094,205.058
PWY-3941: &beta;-alanine biosynthesis II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.52138,0.0,0.0,6.97883,1.6803,0.0,0.0,0.0,0.0
PWY-4041: &gamma;-glutamyl cycle,16.5504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.8335,0.0,0.0,0.0,0.0,0.714989,0.0,9.57609,0.0,0.0,0,0.0,0.0,0.0,0.0,4.31809,0.0,16.7279,0.0,12.4517,0.0,0.0,11.6992,0.0,11.3081,15.7161,0.0,17.2343,0.0
PWY-4702: phytate degradation I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.895899,0.0,0.0,0.0,0.0,0.0,0.0
PWY-4722: creatinine degradation II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.32259,4.68473,0.0,0.0,14.9265,24.6787,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.59418,0.0,0.0,0.0,0.0,0.0
PWY-4984: urea cycle,34.4082,146.607,52.2406,92.3226,0.0,103.477,0.0,0.0,0.0,0.0,87.6446,0.0,167.847,116.976,221.444,135.953,164.744,187.107,265.422,182.017,0,46.4459,0.0,12.4078,174.858,18.1474,0.0,0.0,0.0,16.8513,188.076,28.7313,36.5865,156.45,147.671,0.0,0.0,94.1415,28.5025
PWY-5004: superpathway of L-citrulline metabolism,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.04927,0.0,4.58912,0.0,0.0,0.0,0.0
PWY-5005: biotin biosynthesis II,226.426,147.19,192.15,0.0,0.0,133.595,0.0,215.586,0.0,0.0,139.773,0.0,0.0,0.0,111.895,219.738,137.154,102.418,77.9013,73.7163,0,174.22,78.528,138.124,86.4547,164.875,0.0,159.419,212.057,103.204,9.37449,176.795,56.0388,111.586,93.5912,117.081,0.0,0.0,89.3639
PWY-5022: 4-aminobutanoate degradation V,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.021,0.0,0.0,0.0,0.0,0.0,0.0,6.11282,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.9155,0.0,26.9379,47.163,64.8978,0.0,0.0,0.0,0.0
PWY-5028: L-histidine degradation II,438.634,177.194,270.769,278.933,0.0,141.41,327.258,354.353,83.9431,148.709,161.378,0.0,0.0,0.0,145.813,256.127,236.276,147.307,132.837,113.05,0,376.875,314.937,306.045,113.912,286.326,304.13,255.103,264.924,286.789,17.0913,304.654,67.1223,158.71,173.983,205.902,244.239,154.787,67.2062
PWY-5030: L-histidine degradation III,20.7195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.10256,0.0,0.0,0.0,3.19916,0.0,0.0,0.0,12.0147,0.0,0.0,8.70355,0.0,5.18544,0.0,0.0,0.0,0.0
PWY-5080: very long chain fatty acid biosynthesis I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5328,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-5097: L-lysine biosynthesis VI,325.439,171.555,175.937,123.157,0.0,182.08,0.0,248.96,0.0,128.016,327.803,396.505,147.166,115.882,196.488,245.41,244.249,229.242,229.554,218.488,0,307.014,237.126,275.613,171.797,271.472,236.162,350.912,429.404,292.696,219.86,247.845,120.422,240.574,225.516,207.389,225.981,229.841,182.807
PWY-5100: pyruvate fermentation to acetate and lactate II,132.108,8.2283,40.6288,0.0,0.0,71.0208,0.0,141.064,69.0157,23.0194,79.4653,0.0,0.0,0.0,24.2631,95.3779,11.3569,20.7171,3.23669,77.8738,0,100.797,90.1106,93.2059,220.496,82.2276,55.3124,123.291,141.772,101.169,66.119,72.4316,85.0747,102.661,119.019,94.3139,86.0244,80.5096,67.4406
PWY-5103: L-isoleucine biosynthesis III,198.937,273.499,302.111,84.2563,211.301,234.737,0.0,0.0,307.281,216.485,246.848,0.0,401.749,235.16,467.714,377.641,413.047,453.608,533.221,407.674,0,193.852,254.758,171.768,299.028,219.091,119.605,222.992,317.804,227.21,441.532,173.302,172.705,360.617,299.681,187.952,206.388,333.672,164.665
PWY-5104: L-isoleucine biosynthesis IV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.5303,0.0,6.42502,30.3915,12.315,0.0,42.2726,17.068,0.0
PWY-5109: propanoate fermentation to 2-methylbutanoate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13519,0.0,0.0,0.0,0.0,0.0,0.0
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP),221.665,61.1646,39.0031,66.229,0.0,0.0,0.0,0.0,0.0,0.0,112.295,0.0,0.0,0.0,76.3011,50.11,38.7306,67.3979,44.1767,45.1401,0,71.4549,0.0,51.2676,160.131,68.2591,0.0,59.123,211.07,112.63,50.8214,53.0118,64.2438,55.8456,104.794,96.5859,53.5534,0.0,0.0
PWY-5130: 2-oxobutanoate degradation I,0.0,0.0,30.9034,0.0,86.0272,87.3238,0.0,0.0,0.0,0.0,5.05051,0.0,136.225,55.802,120.304,60.4674,59.3154,115.977,161.5,86.8896,0,2.88747,0.0,0.0,0.0,15.3688,0.0,0.0,0.0,8.53089,143.628,0.0,31.3756,77.689,42.1911,0.0,44.8195,76.4331,0.0
PWY-5136: fatty acid &beta;-oxidation II (plant peroxisome),10.1653,13.1286,78.3267,0.0,0.0,92.9806,0.0,0.0,0.0,0.0,14.2842,0.0,240.5,0.0,246.211,166.964,152.296,176.487,301.675,124.021,0,5.69008,0.0,31.9599,53.8691,29.144,0.0,0.0,0.0,0.0,491.9,11.2969,55.1744,235.583,139.979,27.0228,77.0735,155.925,0.0
"PWY-5138: fatty acid &beta;-oxidation IV (unsaturated, even number)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.82511,0.0,0.0,0.0,0.0,210.45,0.0,28.023,112.822,45.5871,0.0,0.0,99.2792,29.2877
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline),66.6469,180.74,156.658,132.313,0.0,130.878,0.0,125.036,73.5788,170.538,91.9646,0.0,193.968,115.899,293.098,231.573,233.773,267.827,290.515,218.961,0,60.5821,22.8024,59.592,138.448,60.9438,0.0,47.6575,0.0,30.7115,267.05,44.9909,50.1469,268.724,145.298,102.172,0.0,158.049,35.6888
PWY-5156: superpathway of fatty acid biosynthesis II (plant),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.59351,0.0,0.0,0.0,0.0,0.0,0.0
PWY-5178: toluene degradation IV (aerobic) (via catechol),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.6234,0.0,0.0,8.42473,0.0,0.0,0.0,0.0,0.0
PWY-5179: toluene degradation V (aerobic) (via toluene-cis-diol),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.01359,0.0,2.16965,2.24874,0.0,0.0,0.0,0.0,0.0
PWY-5180: toluene degradation I (aerobic) (via o-cresol),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9199,0.0,0.0,0.0,0.0,0,10.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.6169,0.0,11.3222,22.8761,24.3504,0.0,0.0,0.0,0.0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate),422.925,144.063,177.188,217.272,123.216,191.992,483.983,226.965,0.0,75.8365,356.694,0.0,0.0,0.0,142.576,279.132,211.922,156.128,109.138,81.5516,0,379.132,308.912,341.664,246.909,302.804,216.902,353.784,348.67,285.16,152.795,325.248,128.944,242.997,295.957,260.998,221.398,182.809,91.1399
PWY-5189: tetrapyrrole biosynthesis II (from glycine),178.144,103.344,140.226,175.785,195.16,105.968,479.02,73.3453,47.9533,83.8525,145.473,0.0,59.8959,0.0,233.493,204.909,229.34,239.112,235.02,192.357,0,204.164,206.21,158.024,196.017,202.53,138.993,165.749,174.186,233.029,134.027,194.168,60.3102,105.901,176.53,182.601,107.864,23.6254,36.9497
PWY-5265: peptidoglycan biosynthesis II (staphylococci),125.296,84.9769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.3827,168.146,19.3506,0.0,0.0,155.939,0,138.803,0.0,120.433,224.021,120.956,0.0,136.005,0.0,107.852,0.0,72.3408,88.5644,116.951,200.327,125.177,0.0,0.0,58.6412
PWY-5280: L-lysine degradation IV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.62067,0.0,0.0,0.0,0.0
PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation),92.4485,45.0184,48.2788,0.0,0.0,72.7989,0.0,0.0,0.0,0.0,81.823,0.0,70.8408,0.0,156.844,169.513,99.7464,183.326,199.334,180.748,0,98.9922,68.4522,88.4376,208.527,73.9001,0.0,77.3754,0.0,64.1907,149.908,64.9192,70.8905,131.548,148.346,69.7177,35.2275,38.247,48.305
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration),0.0,0.0,36.3235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.7871,0.0,0.0,0.0,0.0,15.6527,11.864,39.1121,7.01007,99.4888,0,31.7985,55.8109,52.3494,105.318,50.6465,0.0,0.0,0.0,29.3555,76.7249,68.497,45.226,123.601,105.885,59.2435,37.3138,123.208,0.0
PWY-5367: petroselinate biosynthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0322,0.0,0.0,0.0,0.0,1.45383,0.0,0.0,0.0,14.7122,0,0.0,0.0,0.0,0.0,10.9768,0.0,0.0,0.0,0.0,0.0,0.0,2.31097,0.0,0.0,6.35784,0.0,0.0,0.0
PWY-5384: sucrose degradation IV (sucrose phosphorylase),32.5067,0.0,0.0,114.804,0.0,52.3494,0.0,0.0,0.0,36.1557,44.9608,0.0,0.0,87.4541,63.6957,75.4165,28.4602,51.7175,59.137,62.3965,0,66.819,0.0,46.3804,145.781,48.3031,40.0652,77.6152,0.0,58.9248,0.0,25.4945,26.6132,29.2868,72.5332,44.3777,27.3294,15.0485,0.0
PWY-5392: reductive TCA cycle II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.914689,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.7326,0.0,0.0,0.0,0.0,7.39794,0.0,2.22049,0.0,0.0,0.0,0.0,0.0,0.0
PWY-5415: catechol degradation I (meta-cleavage pathway),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58578,0.0,0.0,0.0,0.0,0,3.3951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.9428,0.0,6.21753,16.0035,8.56616,0.0,0.0,0.0,0.0
PWY-5417: catechol degradation III (ortho-cleavage pathway),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9455,7.63741,9.90693,0.0,15.9919,8.42087,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.6585,0.0,12.6168,60.5313,41.0832,0.0,0.0,31.2882,0.0
PWY-5419: catechol degradation to 2-hydroxypentadienoate II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57791,9.15107,24.7716,12.7153,20.5469,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5514,0.0,0.0,18.7832,2.86249,0.0,0.0,30.1078,16.6941
PWY-5420: catechol degradation II (meta-cleavage pathway),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54796,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5596,0.0,0.0,16.8161,4.06544,0.0,0.0,0.0,0.0
PWY-5430: meta cleavage pathway of aromatic compounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0241,0.0,0.0,13.1844,4.651,0.0,0.0,0.0,0.0
PWY-5431: aromatic compounds degradation via &beta;-ketoadipate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9455,7.63741,9.90693,0.0,15.9919,8.42087,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.6585,0.0,12.6168,60.5313,41.0832,0.0,0.0,31.2882,0.0
"PWY-5464: superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.59264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.3358,29.1709,25.436,0.0,0.0,0.0,0.0
PWY-5484: glycolysis II (from fructose 6-phosphate),80.7536,88.3668,145.575,0.0,0.0,111.069,0.0,0.0,0.0,0.0,101.065,0.0,0.0,0.0,171.08,141.521,152.908,158.738,163.166,174.714,0,91.5846,60.5844,122.053,225.851,88.4493,0.0,167.242,92.5913,59.1619,56.129,119.217,127.533,248.541,191.235,146.581,120.892,243.074,146.096
PWY-5494: pyruvate fermentation to propanoate II (acrylate pathway),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44744,0.0,0.0,0.0,0.0,0.0,0.0
PWY-5497: purine nucleobases degradation II (anaerobic),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.05015,0.0,0.0,0.0,3.4406,38.4731,0.0,10.7786,18.025,22.5536,0.0,0.0,0.0,0.0
PWY-5499: vitamin B6 degradation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.657,0.0,0.0,12.5462,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67242,0.0,0.0,0.0,0.0,0.0
PWY-5505: L-glutamate and L-glutamine biosynthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63948,0.0,0.0,0.0,7.89328,0,37.3521,0.0,65.8148,122.166,54.384,0.0,0.0,143.774,12.611,89.0223,0.0,42.6924,73.9441,119.596,47.914,51.6742,0.0,0.0
PWY-5514: UDP-N-acetyl-D-galactosamine biosynthesis II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93833,0.0,0.0,0.0,0.0,0.0,0.0
PWY-5517: L-arabinose degradation III,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5714,0.0,0.0,14.6056,4.09983,0.0,0.0,0.0,0.0
"PWY-5531: 3,8-divinyl-chlorophyllide a biosynthesis II (anaerobic)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6318,0.0,0.0,0.0,80.7805,39.1646,57.5227,63.3193,74.5214,52.1041,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73194,0.0,0.0,0.0,0.0,0.0,0.0
PWY-561: superpathway of glyoxylate cycle and fatty acid degradation,0.0,26.1077,46.2438,0.0,0.0,76.3091,0.0,0.0,0.0,0.0,0.0,0.0,166.407,0.0,192.313,94.1633,122.784,144.711,181.687,134.131,0,5.81342,0.0,23.9653,36.5502,22.3956,0.0,0.0,0.0,0.0,67.0748,0.0,42.3736,60.222,34.4855,24.4608,0.0,64.7844,0.0
PWY-5651: L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19292,0.0,0.0,0.0,0.0,0.0,0.0
PWY-5654: 2-amino-3-carboxymuconate semialdehyde degradation to 2-hydroxypentadienoate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-5659: GDP-mannose biosynthesis,142.878,177.374,181.699,106.954,0.0,163.924,238.843,23.3136,0.0,105.084,221.194,401.637,208.377,86.6301,155.37,180.339,208.834,169.353,174.22,177.395,0,100.182,20.566,91.9164,191.407,103.199,146.491,109.599,134.619,138.639,161.944,63.0291,77.4257,142.063,110.476,117.11,49.5523,135.268,66.1421
PWY-5667: CDP-diacylglycerol biosynthesis I,38.378,28.7303,61.9006,0.0,0.0,0.0,0.0,63.9329,0.0,93.8747,59.035,0.0,64.5165,0.0,89.0142,54.4695,46.5848,69.8337,51.7374,74.3854,0,58.0646,85.9602,34.633,141.648,63.0234,60.6585,19.7531,0.0,97.2698,122.567,54.2958,90.2299,80.359,113.883,40.0678,0.0,89.6034,49.1055
PWY-5675: nitrate reduction V (assimilatory),102.588,15.6288,44.0677,0.0,0.0,209.984,0.0,16.9569,0.0,0.0,0.0,0.0,0.0,0.0,58.6557,118.083,59.9081,117.882,48.3914,28.0939,0,71.8764,0.0,63.8493,122.833,31.1685,74.759,0.0,66.5533,31.1483,79.5371,61.131,41.3478,131.509,120.934,48.7895,36.6237,78.351,82.661
PWY-5676: acetyl-CoA fermentation to butanoate II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.2539,18.7977,17.0519,21.3927,0.0,55.5884,0,7.75404,0.0,53.404,46.8002,10.5841,0.0,0.0,0.0,0.0,106.449,0.0,26.1183,95.5556,81.8542,0.0,36.5863,29.3738,11.0476
PWY-5686: UMP biosynthesis I,472.339,265.849,297.242,194.207,0.0,219.043,0.0,287.022,119.9,130.097,398.334,418.971,131.707,101.316,272.944,340.468,322.363,237.492,249.804,213.532,0,450.406,368.443,368.945,307.391,415.533,389.389,461.024,566.513,408.903,266.609,432.795,167.424,294.367,321.826,308.788,288.321,232.826,177.103
PWY-5690: TCA cycle II (plants and fungi),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.67514,0.0,0.0,0.0,0.0,0.0,0,4.17223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.2724,0.0,21.816,18.5301,14.5765,0.0,0.0,45.9819,0.0
PWY-5692: allantoin degradation to glyoxylate II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.598129,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09777,0.0,0.0,0.0,0.0,0.0,0.0
PWY-5695: inosine 5'-phosphate degradation,60.7929,209.171,53.8823,132.924,0.0,229.469,0.0,156.209,0.0,125.766,153.739,0.0,115.815,81.5683,258.399,185.951,229.515,192.629,271.084,243.696,0,78.1528,91.1217,84.9988,188.302,96.0896,87.6167,65.7873,54.1119,55.1504,237.085,38.785,98.5393,202.719,165.24,71.161,134.298,104.862,81.0549
PWY-5705: allantoin degradation to glyoxylate III,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.737253,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.13168,0.0,0.0,0.0,0.0,0.0,0.0
PWY-5723: Rubisco shunt,0.0,181.799,0.0,0.0,0.0,148.986,0.0,0.0,0.0,126.186,108.819,0.0,292.858,115.549,241.14,144.011,170.765,209.895,291.582,267.884,0,51.4772,0.0,0.0,105.676,25.27,0.0,0.0,0.0,59.4755,315.701,26.6008,109.772,205.726,177.886,17.8556,63.0478,160.945,92.1173
PWY-5724: superpathway of atrazine degradation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.95372,0.0,0.0,0.0,0.0,0.0
PWY-5741: ethylmalonyl-CoA pathway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.95589,0.0,0.0,0.0,0.0,0.0,0.0
PWY-5747: 2-methylcitrate cycle II,0.0,0.0,0.0,0.0,0.0,32.5111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.87743,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.8376,0.0,6.23702,28.7965,6.12873,0.0,0.0,15.8576,0.0
"PWY-5837: 2-carboxy-1,4-naphthoquinol biosynthesis",62.2207,0.0,45.9402,0.0,0.0,0.0,0.0,73.0651,0.0,0.0,54.0709,0.0,0.0,0.0,14.3164,96.1832,24.723,0.0,0.0,8.95175,0,93.8317,54.4571,84.5144,200.818,73.9661,100.037,96.8202,102.52,83.8869,0.0,56.3045,38.9675,59.8539,109.017,76.3498,0.0,0.0,33.3338
PWY-5838: superpathway of menaquinol-8 biosynthesis I,26.7017,0.0,0.0,0.0,0.0,0.0,0.0,112.378,0.0,0.0,88.3892,0.0,0.0,0.0,27.8451,26.2451,17.8831,0.0,0.0,0.0,0,61.0132,109.211,39.396,0.0,48.8561,0.0,148.899,0.0,0.0,0.0,31.9786,61.9924,102.139,92.9365,0.0,0.0,0.0,58.6954
PWY-5840: superpathway of menaquinol-7 biosynthesis,86.7484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.2451,0.0,0.0,0.0,0.0,0,100.802,0.0,96.2741,206.626,134.017,0.0,37.8313,0.0,124.135,0.0,0.0,57.1846,60.0972,121.515,119.532,0.0,0.0,58.6954
PWY-5845: superpathway of menaquinol-9 biosynthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.2451,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,37.8313,0.0,0.0,0.0,0.0,38.9268,51.303,25.2271,0.0,0.0,0.0,58.6954
