taxid,domain,phylum,class,order,family,genus,species,C002_L-44,C002_L-92,C002_R+45,C002_R+82,C004_L-44,C004_L-92,C004_R+45,C004_R+82
2293099,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,Dorea sp. AM13-35,7.524085429672829,0.0,0.0,0.0,14.90002586961892,0.0,0.0,0.0
2293105,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Eubacterium sp. AF17-7,0.0,0.0,0.0,0.0,0.0,0.0,11.50367241645218,0.0
2293108,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Eubacterium sp. AF36-5BH,0.0,18.10787605618464,45.98330344626841,25.612801854677485,0.0,0.0,0.0,0.0
2293109,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium sp. OF04-11AC,42.093726426957424,33.092933442814584,22.528397153954685,32.13155893233796,46.70385415572328,13.506901251900551,11.88509606912964,0.0
2293112,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter,Odoribacter sp. OF09-27XD,0.0,0.0,25.09218006492953,22.199580338803425,12.742825366146691,11.449662800120214,14.203012329963288,10.817324894233485
2293113,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides sp. AF17-3,0.0,0.0,0.0,0.0,0.0,3.846789987632374,0.0,0.0
2293114,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides sp. AF19-14,0.0,9.995771882410512,4.755524958705914,0.0,0.0,0.0,0.0,0.0
2293117,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides sp. AF39-10AC,0.0,0.0,0.0,8.008050098755751,0.0,0.0,0.0,0.0
2293124,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides sp. OF04-13BH,0.0,0.0,0.0,8.14305990531008,0.0,0.0,0.0,0.0
2293127,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia sp. AF12-17LB,0.0,0.0,0.0,0.0,8.56002034245257,0.0,0.0,0.0
2293128,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia sp. AF15-21,0.0,0.0,0.0,0.0,0.0,21.967393490821344,0.0,0.0
2293129,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia sp. AF20-18LB,0.0,0.0,0.0,0.0,0.0,7.349430280640053,0.0,0.0
2293136,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia sp. AF34-16,0.0,0.0,0.0,4.375960790855615,0.0,0.0,0.0,0.0
2293137,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia sp. AF42-8,0.0,12.081377851474173,0.0,9.339547502087186,7.472861640731801,0.0,0.0,0.0
2293138,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia sp. AM59-24XD,157.7243130464498,0.0,0.0,0.0,74.12434272766734,33.49110021196389,7.594079976508223,24.67776438468687
2293144,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia sp. TF10-5,15.801964324690216,0.0,27.67409139373583,0.0,94.65143168536372,10.663265294089868,9.310486413556792,66.36755882863379
2293146,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus sp. AF12-5,0.0,21.15862306379809,0.0,5.186639652255312,0.0,0.0,108.20194885882351,17.395628402812424
2293147,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus sp. AF14-5,0.0,0.0,0.0,0.0,0.0,5.1220655057847955,12.643810300848736,0.0
2293148,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus sp. AF16-40,11.72993281540824,0.0,0.0,0.0,0.0,0.0,74.28299440779874,0.0
2293150,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus sp. AF17-11,0.0,0.0,0.0,0.0,8.030181622301498,0.0,0.0,0.0
2293151,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus sp. AF17-12,0.0,0.0,0.0,0.0,0.0,0.0,9.755234658725978,4.215426748662349
2293156,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus sp. AF18-29,0.0,7.348557378172182,0.0,0.0,0.0,0.0,0.0,0.0
2293157,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus sp. AF19-15,0.0,0.0,0.0,0.0,11.275326006392168,0.0,0.0,0.0
2293160,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus sp. AF20-12LB,6.882344774853125,17.70073136927547,0.0,9.240188964772232,8.2289889191928,4.95516432627528,0.0,7.113857250118786
2293163,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus sp. AF25-13,0.0,0.0,0.0,0.0,8.513851823269281,0.0,0.0,0.0
2293165,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus sp. AF25-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.834538591661753
2293166,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus sp. AF25-23LB,0.0,0.0,0.0,0.0,17.66511187567111,0.0,0.0,0.0
2293170,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus sp. AF27-11AA,0.0,0.0,0.0,0.0,16.535867585034957,0.0,0.0,0.0
2293173,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus sp. AF31-14BH,13.122049594641563,8.697105897550252,11.749501221897829,0.0,24.852639504987824,26.9538685858774,0.0,17.30214021850372
2293174,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus sp. AF31-8BH,12.247390176371324,4.961764105864772,77.34040340322208,0.0,0.0,0.0,0.0,0.0
2293176,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus sp. AF33-11BH,0.0,0.0,0.0,0.0,32.52163883435883,0.0,0.0,14.314673351038998
2293177,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus sp. AF34-12,0.0,8.340187762638328,0.0,0.0,0.0,0.0,0.0,0.0
2293179,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus sp. AF37-3AC,7.600885670594358,0.0,0.0,0.0,0.0,0.0,0.0,22.269479078106052
2293180,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus sp. AF42-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.97014321398267
2293181,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus sp. AF43-11,14.549958523625206,0.0,0.0,23.38583757136401,0.0,0.0,0.0,15.050262128210797
2293183,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus sp. AM12-48,0.0,0.0,9.057676152545849,0.0,0.0,0.0,0.0,0.0
2293189,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus sp. AM23-1LB,0.0,0.0,0.0,0.0,0.0,51.908148161206,0.0,0.0
2293194,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus sp. AM28-13,0.0,0.0,0.0,0.0,0.0,6.945212287109761,0.0,0.0
2293195,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus sp. AM28-29LB,15.470841974487556,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2293197,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus sp. AM29-10LB,0.0,0.0,0.0,0.0,0.0,0.0,3.6595414849766144,0.0
2293198,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus sp. AM29-12LB,0.0,17.71982433938401,0.0,11.777009279431402,0.0,0.0,0.0,0.0
2293202,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus sp. AM31-15AC,0.0,0.0,0.0,0.0,40.06579471899952,12.89116759287269,0.0,9.18276560826468
2293203,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus sp. AM31-32,0.0,90.28515136362208,49.62335909156127,43.76642815136716,15.149555723300024,15.99308379787926,18.06536964264069,0.0
2293204,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus sp. AM32-17LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.946751197048606
2293205,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus sp. AM33-14,16.616550486595607,0.0,7.128387865671992,3.4702635466570615,0.0,0.0,9.7888896869034,9.393188219930932
2293207,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus sp. AM34-9LB,0.0,0.0,6.002792769326049,11.072044181602372,0.0,7.86558763208615,6.671961726401377,0.0
2293208,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus sp. AM36-17,0.0,0.0,0.0,0.0,70.74210610804262,0.0,0.0,9.14908018312488
2293209,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus sp. AM36-18,0.0,0.0,0.0,21.81811175794211,0.0,0.0,0.0,0.0
2293210,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus sp. AM36-2AA,0.0,0.0,5.014222380733188,0.0,0.0,0.0,0.0,0.0
2293212,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus sp. AM40-10AC,0.0,9.12248351086938,0.0,32.197436277671585,0.0,0.0,0.0,0.0
2293214,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus sp. AM41-2AC,0.0,0.0,0.0,0.0,7.03959992499475,8.296681821994788,10.313790038653032,0.0
2293215,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus sp. AM42-10AC,0.0,0.0,11.080546272009116,8.344412073753332,0.0,6.657502604879587,17.23226008547676,0.0
2293216,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus sp. AM43-6,0.0,0.0,0.0,0.0,0.0,8.066621580996163,0.0,0.0
2293219,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus sp. AM45-9BH,17.47897942153408,7.413748690524771,0.0,0.0,0.0,0.0,0.0,0.0
2293221,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus sp. AM47-2BH,0.0,14.681289952290438,0.0,0.0,0.0,0.0,0.0,0.0
2293224,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus sp. AM50-15BH,11.189453368173597,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2293225,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus sp. AM54-14NS,80.70877964627252,0.0,0.0,11.730352618383352,6.730082403531275,0.0,23.701110764631935,0.0
2293228,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus sp. OF02-6,0.0,8.414495538195894,6.512674935720714,0.0,0.0,0.0,0.0,0.0
2293229,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus sp. OF03-6AA,0.0,0.0,7.55840700216051,0.0,0.0,0.0,44.43054158510652,0.0
2293232,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus sp. OM05-7,9.59535375391714,5.818367629653393,0.0,0.0,0.0,0.0,0.0,0.0
2293236,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus sp. OM08-9BH,0.0,0.0,10.842263734927178,13.564067901434674,0.0,0.0,0.0,0.0
2293237,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus sp. TF06-23,0.0,5.274475994669533,8.404726472454282,29.24473615705919,0.0,0.0,0.0,0.0
2293238,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus sp. TF08-4,0.0,0.0,0.0,0.0,0.0,0.0,3.2537622198023355,0.0
2293241,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus sp. TF11-2AC,0.0,18.493691659368952,0.0,0.0,0.0,0.0,0.0,0.0
2293253,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Virgibacillus,Virgibacillus sp. LJ137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.517165203919915
2293317,Bacteria,Firmicutes,Clostridia,Clostridiales,Syntrophomonadaceae,Candidatus Syntrophocurvum,Candidatus Syntrophocurvum alkaliphilum,0.0,0.0,0.0,0.0,0.0,3.992324591021107,0.0,0.0
2293831,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,Lachnospiraceae bacterium OF09-6,10.245008250892694,4.504048849478925,0.0,0.0,0.0,0.0,0.0,0.0
2293854,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanocalculaceae,Methanocalculus,Methanocalculus sp. MSAO_Arc1,0.0,0.0,0.0,0.0,2.7088671969786615,0.0,0.0,0.0
230148,Eukaryota,Chordata,Actinopteri,Perciformes,Liparidae,Liparis,Liparis tanakae,0.0,0.0,0.0,0.0,0.0,6.079261239799517,7.458574205162284,0.0
2301731,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,,Bacteroides phage crAss001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.716618975133592
2302925,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AF32-8BH,0.0,0.0,6.954126407778619,10.476822990823244,0.0,0.0,0.0,0.0
2302926,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AM56-10ce,0.0,0.0,0.0,0.0,0.0,0.0,13.00397814625624,8.884642176080266
2302930,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas,Dysgonomonas sp. 511,0.0,0.0,0.0,14.845498522312552,0.0,0.0,0.0,0.0
2302931,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas,Dysgonomonas sp. 520,0.0,6.717113294672578,0.0,0.0,0.0,0.0,0.0,0.0
2302932,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas,Dysgonomonas sp. 521,0.0,0.0,0.0,15.434519492354395,0.0,0.0,0.0,0.0
2302935,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. 214,0.0,0.0,0.0,0.0,10.37692431167246,9.873777025476013,0.0,0.0
2302938,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. 51,0.0,0.0,0.0,0.0,0.0,8.257308194300514,0.0,7.772577964636763
2302955,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium sp. AF10-46,16.330573008691086,9.564201954461586,3.806804425526347,17.11059416316031,8.245320640264442,12.067277792894558,0.0,20.69012233906239
2302956,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium sp. AF27-11BH,0.0,6.445683503399799,0.0,0.0,53.05124036452778,3.887373044163674,28.578875703767636,44.47871021521317
2302957,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium sp. AM43-5AT,16.554498769691794,0.0,0.0,0.0,13.59914147195102,12.513960176702634,28.356132556751273,9.431177069427802
2302958,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus sp. OM02-16LB,0.0,7.152811432374703,0.0,6.028009606304559,0.0,0.0,5.394989582704513,0.0
2302959,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Subdoligranulum,Subdoligranulum sp. AF14-43,0.0,6.329405595351383,38.249001795418906,6.936961966390185,5.267922260280938,24.3603156353672,33.00436429932604,0.0
2302960,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Subdoligranulum,Subdoligranulum sp. AM16-9,0.0,0.0,35.873689102259384,0.0,3.728029406160778,18.38089946511323,34.85657172726596,32.19376922127642
2302961,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Subdoligranulum,Subdoligranulum sp. AM23-21AC,0.0,15.078458132296046,21.72454064434721,0.0,11.502399743599767,0.0,0.0,0.0
2302962,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Subdoligranulum,Subdoligranulum sp. OF01-18,42.7056103136437,95.27460887658124,93.4096942795526,64.63497610339444,94.5996098781172,78.17868945416399,50.92419070607664,61.89362983066073
2302963,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Subdoligranulum,Subdoligranulum sp. TF05-17AC,0.0,0.0,0.0,0.0,0.0,0.0,20.407198686653025,12.858335191030116
2302969,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,Lachnospiraceae bacterium TF09-5,0.0,0.0,0.0,0.0,0.0,5.499944826864313,0.0,5.010669891059699
2302976,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,,Erysipelotrichaceae bacterium AF19-24AC,15.172634013251274,146.21224500381405,171.61879186696856,0.0,7.084355122162224,20.00489363127467,22.89855643041857,14.694116664177647
2302989,Bacteria,Firmicutes,Clostridia,Clostridiales,,,Clostridiales bacterium TF09-2AC,0.0,0.0,12.25383053958736,0.0,0.0,0.0,0.0,0.0
230361,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter millerae,0.0,0.0,0.0,0.0,0.0,0.0,35.82415378736687,33.455859709443885
2303985,Bacteria,Cyanobacteria,,Chroococcales,Microcystaceae,Microcystis,Microcystis aeruginosa,0.0,0.0,0.0,0.0,0.0,0.0,5.317937281350939,0.0
2304039,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,,,Thermoanaerobacterales bacterium,0.0,0.0,0.0,0.0,0.0,0.0,7.998678363500838,0.0
2304548,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,,Muribaculaceae bacterium Z82,0.0,0.0,9.213319235369076,5.320719425699048,0.0,0.0,0.0,0.0
2304567,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerotruncus,Anaerotruncus sp. X29,0.0,0.0,0.0,8.92165262439434,0.0,0.0,0.0,0.0
2304568,Bacteria,Firmicutes,Clostridia,Clostridiales,,Colidextribacter,Colidextribacter sp. OB.20,32.95287901685458,16.05237161657138,26.26464773710996,9.555005172707755,16.04905666847647,25.89104940009578,34.572127695257656,44.137404145514736
2304569,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XIII. Incertae Sedis,Emergencia,Emergencia sp. 1XD21-10,0.0,0.0,0.0,9.932753621126698,0.0,0.0,0.0,0.0
2304570,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XIII. Incertae Sedis,Emergencia,Emergencia sp. 1XD21-50,0.0,0.0,0.0,0.0,0.0,7.5747871872724675,0.0,0.0
2304571,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Enterorhabdus,Enterorhabdus sp. P55,0.0,0.0,18.59404052728989,0.0,17.67908806004972,18.59456522632107,0.0,13.192221563561194
2304572,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Neglecta,Neglecta sp. 524-5,0.0,3.634028643992409,0.0,0.0,0.0,11.368899830003288,0.0,0.0
2304575,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter,Odoribacter sp. Z80,0.0,0.0,0.0,2.70360625249207,13.188649944246544,0.0,25.56999809688786,12.75891124898753
2304576,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Pseudoflavonifractor,Pseudoflavonifractor sp. 60,7.000872547141854,0.0,6.814488594752534,0.0,4.185945739284823,0.0,16.74810003099454,19.946075107119803
2304577,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Pseudoflavonifractor,Pseudoflavonifractor sp. 524-17,0.0,16.23831306420502,9.771217211155166,0.0,8.674970533072186,11.027168993052644,4.461062550781028,11.796576526381294
2304686,Bacteria,Firmicutes,Clostridia,Clostridiales,Hungateiclostridiaceae,,,0.0,0.0,0.0,0.0,0.0,9.21410078536956,0.0,0.0
2305133,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,18.159030266790047,6.066060214845284,95.41606917198004,41.979369529363886,104.54405765295026,65.32541729818477,155.91577461827396,165.12862512628928
2305240,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium sp. AM25-23AC,5.0535277966561685,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2305242,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium sp. AM34-11AC,11.86968407347856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2305243,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfotomaculum,Desulfotomaculum sp. OF05-3,68.13890040205037,0.0,0.0,0.0,0.0,0.0,16.098321811533943,0.0
2305244,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,Lachnospiraceae bacterium OF11-28,47.03646043343173,0.0,0.0,5.004973184652933,0.0,0.0,0.0,0.0
2305245,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,,Clostridiaceae bacterium TF01-6,34.90040362738927,0.0,0.0,0.0,0.0,0.0,4.97031626662361,0.0
2306574,Bacteria,Firmicutes,Clostridia,Clostridiales,,,Clostridiales bacterium AM23-16LB,0.0,0.0,5.832777607501306,0.0,0.0,5.85605442887737,0.0,0.0
2306975,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium goeldii,0.0,10.481868580849596,0.0,0.0,0.0,0.0,0.0,0.0
2307010,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Candidatus Galacturonibacter,Candidatus Galacturonibacter soehngenii,0.0,5.296321104613541,0.0,9.126414914243098,0.0,0.0,0.0,0.0
2315254,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium diphtheriae,7.261489758137861,9.361919676554876,0.0,0.0,0.0,0.0,0.0,12.168748536295936
2316020,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Mediterraneibacter,,0.0,0.0,0.0,0.0,115.45239104256916,227.89119756991025,118.10257914366689,143.3730342739944
2316025,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Mediterraneibacter,Mediterraneibacter butyricigenes,0.0,0.0,0.0,0.0,0.0,29.788097874955664,0.0,44.67280949311124
2320081,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Acutalibacter,Acutalibacter sp. 1XD8-33,0.0,22.135288687908893,0.0,0.0,0.0,10.55092279322839,0.0,12.147379808453945
2320083,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Butyricicoccus,Butyricicoccus sp. 1XD8-22,0.0,0.0,0.0,10.805899706454518,21.818394172812653,86.40388059379241,20.99483319180356,20.831541767072217
2320086,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides sp. CH2-D42-20,5.3860890272507955,8.84056118647389,0.0,3.4963044737536477,0.0,0.0,0.0,0.0
2320088,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia sp. 1XD42-69,0.0,0.0,12.506321836591251,0.0,7.34299305105636,0.0,0.0,6.877317304423436
2320100,Bacteria,,,,,,bacterium 0.1xD8-82,0.0,6.889638060608318,0.0,5.709318260408233,0.0,0.0,8.85998138725199,2.9778212611471595
2320102,Bacteria,,,,,,bacterium 1XD42-8,0.0,0.0,0.0,5.054574950551193,0.0,4.780334668834152,0.0,2.797374226037031
2320107,Bacteria,,,,,,bacterium 1xD42-67,0.0,20.070151758871503,14.53882778174872,3.2228747392394865,7.243903474169778,26.16894927064786,12.557015754496431,0.0
2320110,Bacteria,,,,,,bacterium 1XD42-54,0.0,28.13770566905904,35.15034889887632,6.272298303353493,28.973729467324695,51.68924154170439,31.722078203811684,28.57473773092625
2320112,Bacteria,,,,,,bacterium D16-50,0.0,9.35159915217188,0.0,0.0,0.0,0.0,0.0,0.0
2320113,Bacteria,,,,,,bacterium 1xD42-87,0.0,0.0,0.0,0.0,25.644256869623728,13.50515429913596,0.0,29.21283168731897
2320115,Bacteria,,,,,,bacterium 1XD8-76,0.0,0.0,0.0,8.084932835898055,0.0,9.330474715687789,0.0,0.0
2320119,Bacteria,,,,,,bacterium D16-63,0.0,0.0,0.0,0.0,0.0,0.0,13.524302595051926,0.0
2320852,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Acutalibacter,Acutalibacter sp. 1XD8-36,0.0,5.8536294212952935,0.0,0.0,0.0,0.0,0.0,0.0
2320868,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium sp. CT4,0.0,0.0,22.89472184941376,0.0,0.0,6.771188915559983,0.0,0.0
2320883,Bacteria,,,,,,bacterium D16-29,0.0,23.87395302896419,7.7483470916918975,17.860200850297776,16.903802416485455,61.037992070929455,33.70373940241652,60.69801982911277
2320884,Bacteria,,,,,,bacterium 1XD8-92,19.1741603833266,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2320886,Bacteria,,,,,,bacterium D16-76,0.0,6.701116481878936,5.747198409810466,0.0,0.0,5.916525870728644,16.014331850863098,13.762351093900923
2320888,Bacteria,,,,,,bacterium 1XD21-13,0.0,12.701297349412764,0.0,0.0,4.840156796827611,4.665976453244299,0.0,7.350248801870787
2320889,Bacteria,,,,,,bacterium c-19,0.0,0.0,0.0,0.0,0.0,0.0,28.560424482179137,2.780308922552109
2340,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Solemya velum gill symbiont,0.0,0.0,0.0,0.0,0.0,9.412581495623629,0.0,0.0
