pathway,pval,padj,log2err,ES,NES,size,timepoint,celltype,sample,info
HP_GASTROINTESTINAL_CARCINOMA,3.47e-07,7.53e-05,0.6749629,-0.9230203,-1.801148,65,Immediately Post-flight,CD4_T,Inspiration4,C5
HP_HORSESHOE_KIDNEY,1.67e-07,4.05e-05,0.6901325,-0.8995071,-1.834082,81,Immediately Post-flight,CD4_T,Inspiration4,C5
HP_HYDROPS_FETALIS,2.09e-06,0.00034,0.6272567,-0.8741456,-1.854751,92,Immediately Post-flight,CD4_T,Inspiration4,C5
HP_INCREASED_BODY_WEIGHT,2.04e-06,0.000337,0.6272567,0.7153456,1.474961,415,Immediately Post-flight,CD4_T,Inspiration4,C5
HP_INCREASED_MEAN_CORPUSCULAR_VOLUME,5.1e-06,0.000701,0.6105269,-0.9534038,-1.664818,39,Immediately Post-flight,CD4_T,Inspiration4,C5
HP_INTELLECTUAL_DISABILITY_MODERATE,0.000204,0.0164,0.5188481,0.7257413,1.415095,217,Immediately Post-flight,CD4_T,Inspiration4,C5
HP_LETHARGY,1.68e-08,5.36e-06,0.733762,-0.8195541,-1.918558,185,Immediately Post-flight,CD4_T,Inspiration4,C5
HP_LEUKEMIA,2.92e-05,0.00314,0.5756103,-0.767715,-1.728093,143,Immediately Post-flight,CD4_T,Inspiration4,C5
HP_LEUKOPENIA,0.000568,0.0394,0.4772708,-0.6521981,-1.555715,217,Immediately Post-flight,CD4_T,Inspiration4,C5
HP_LOW_ANTERIOR_HAIRLINE,6.91e-05,0.00673,0.5384341,-0.7972791,-1.705925,104,Immediately Post-flight,CD4_T,Inspiration4,C5
HP_MACROCYTIC_ANEMIA,2.87e-07,6.43e-05,0.6749629,-0.9321014,-1.805046,59,Immediately Post-flight,CD4_T,Inspiration4,C5
HP_MALIGNANT_GENITOURINARY_TRACT_TUMOR,2.76e-06,0.00041,0.6272567,-0.9801292,-1.717116,26,Immediately Post-flight,CD4_T,Inspiration4,C5
HP_MYELODYSPLASIA,4.92e-07,9.97e-05,0.6594444,-0.8736087,-1.877623,102,Immediately Post-flight,CD4_T,Inspiration4,C5
HP_NEOPLASM_BY_HISTOLOGY,5.42e-05,0.00542,0.5573322,-0.6350195,-1.565528,309,Immediately Post-flight,CD4_T,Inspiration4,C5
HP_NEOPLASM_OF_THE_COLON,1.13e-06,0.000204,0.6435518,-0.8954228,-1.821026,78,Immediately Post-flight,CD4_T,Inspiration4,C5
HP_NEOPLASM_OF_THE_GASTROINTESTINAL_TRACT,2.65e-06,0.000397,0.6272567,-0.7149221,-1.731875,255,Immediately Post-flight,CD4_T,Inspiration4,C5
HP_NEOPLASM_OF_THE_GENITOURINARY_TRACT,1.14e-05,0.00143,0.5933255,-0.7284497,-1.715091,208,Immediately Post-flight,CD4_T,Inspiration4,C5
HP_NEOPLASM_OF_THE_LARGE_INTESTINE,8.02e-07,0.000148,0.6594444,-0.8638913,-1.847484,105,Immediately Post-flight,CD4_T,Inspiration4,C5
HP_NEOPLASM_OF_THE_SKELETAL_SYSTEM,2.95e-05,0.00316,0.5756103,-0.8407747,-1.783945,92,Immediately Post-flight,CD4_T,Inspiration4,C5
HP_NONIMMUNE_HYDROPS_FETALIS,1.6e-07,3.93e-05,0.6901325,-0.967194,-1.71198,40,Immediately Post-flight,CD4_T,Inspiration4,C5
HP_NORMOCHROMIC_ANEMIA,2.34e-06,0.000369,0.6272567,-0.971031,-1.721908,30,Immediately Post-flight,CD4_T,Inspiration4,C5
HP_OCULAR_ANTERIOR_SEGMENT_DYSGENESIS,7.67e-06,0.00102,0.5933255,-0.7020208,-1.718572,266,Immediately Post-flight,CD4_T,Inspiration4,C5
HP_ORAL_CLEFT,6.61e-05,0.00647,0.5384341,-0.5537153,-1.464718,554,Immediately Post-flight,CD4_T,Inspiration4,C5
HP_OSTEOSARCOMA,3.54e-05,0.00366,0.5573322,-0.958341,-1.687047,33,Immediately Post-flight,CD4_T,Inspiration4,C5
HP_PALLOR,1.3e-08,4.25e-06,0.7477397,-0.8613761,-1.930794,137,Immediately Post-flight,CD4_T,Inspiration4,C5
HP_PARTIAL_DUPLICATION_OF_THE_PHALANX_OF_HAND,4.37e-09,1.52e-06,0.7614608,-0.9813872,-1.718999,38,Immediately Post-flight,CD4_T,Inspiration4,C5
HP_PERSISTENCE_OF_HEMOGLOBIN_F,9.34e-07,0.000171,0.6594444,-0.9751774,-1.729261,30,Immediately Post-flight,CD4_T,Inspiration4,C5
HP_POLYDACTYLY,3e-05,0.00319,0.5756103,0.7447973,1.452252,217,Immediately Post-flight,CD4_T,Inspiration4,C5
HP_POSITIONAL_FOOT_DEFORMITY,0.000309,0.0232,0.4984931,0.6868234,1.405459,357,Immediately Post-flight,CD4_T,Inspiration4,C5
HP_PURE_RED_CELL_APLASIA,1.24e-07,3.14e-05,0.6901325,-0.9882016,-1.73378,25,Immediately Post-flight,CD4_T,Inspiration4,C5
HP_REDUCED_CONSCIOUSNESS_CONFUSION,1e-08,3.39e-06,0.7477397,-0.7248611,-1.826385,354,Immediately Post-flight,CD4_T,Inspiration4,C5
HP_RENAL_AGENESIS,5.41e-07,0.000107,0.6594444,-0.802292,-1.844572,167,Immediately Post-flight,CD4_T,Inspiration4,C5
HP_RENAL_HYPOPLASIA_APLASIA,7.78e-06,0.00102,0.5933255,-0.6873877,-1.681436,286,Immediately Post-flight,CD4_T,Inspiration4,C5
HP_RETICULOCYTOPENIA,2.58e-07,5.95e-05,0.6749629,-0.9738182,-1.715923,34,Immediately Post-flight,CD4_T,Inspiration4,C5
HP_SARCOMA,3.13e-06,0.000455,0.6272567,-0.7691285,-1.762888,161,Immediately Post-flight,CD4_T,Inspiration4,C5
HP_SHORT_THUMB,2.3e-06,0.000369,0.6272567,-0.8644524,-1.8322,95,Immediately Post-flight,CD4_T,Inspiration4,C5
HP_SMALL_FOR_GESTATIONAL_AGE,5.81e-07,0.000113,0.6594444,-0.7679616,-1.81028,207,Immediately Post-flight,CD4_T,Inspiration4,C5
HP_SPRENGEL_ANOMALY,5.29e-06,0.00072,0.6105269,-0.9350254,-1.728477,50,Immediately Post-flight,CD4_T,Inspiration4,C5
HP_THROMBOCYTOSIS,9.51e-06,0.00123,0.5933255,-0.9223802,-1.719645,49,Immediately Post-flight,CD4_T,Inspiration4,C5
HP_TRIANGULAR_SHAPED_PHALANGES_OF_THE_HAND,3.89e-06,0.000555,0.6105269,-0.766691,-1.794807,185,Immediately Post-flight,CD4_T,Inspiration4,C5
HP_TRIPHALANGEAL_THUMB,3.22e-10,1.21e-07,0.8140358,-0.9583759,-1.87014,65,Immediately Post-flight,CD4_T,Inspiration4,C5
HP_UPSLANTED_PALPEBRAL_FISSURE,0.000391,0.0287,0.4984931,0.7136931,1.405755,237,Immediately Post-flight,CD4_T,Inspiration4,C5
HP_WEBBED_NECK,1.81e-05,0.00207,0.5756103,-0.8236152,-1.770658,109,Immediately Post-flight,CD4_T,Inspiration4,C5
GOBP_AMIDE_BIOSYNTHETIC_PROCESS,7.91e-31,1.69e-27,1.4390257,-0.7949215,-2.195056,757,Immediately Post-flight,CD8_T,Inspiration4,C5
GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE,0.000115,0.00998,0.5384341,-0.9247383,-1.688339,35,Immediately Post-flight,CD8_T,Inspiration4,C5
GOBP_APPENDAGE_DEVELOPMENT,4.42e-05,0.00428,0.5573322,0.7613883,1.469029,147,Immediately Post-flight,CD8_T,Inspiration4,C5
GOBP_APPENDAGE_MORPHOGENESIS,0.000283,0.0207,0.4984931,0.7645162,1.433179,118,Immediately Post-flight,CD8_T,Inspiration4,C5
GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT,4.27e-07,8.65e-05,0.6749629,-0.8678098,-1.849485,95,Immediately Post-flight,CD8_T,Inspiration4,C5
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION,2.68e-26,1.75e-23,1.3267161,-0.7251086,-1.998091,963,Immediately Post-flight,CD8_T,Inspiration4,C5
GOBP_CELLULAR_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY,2.51e-06,0.000369,0.6272567,-0.5204282,-1.436128,971,Immediately Post-flight,CD8_T,Inspiration4,C5
GOBP_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,1.09e-29,1.36e-26,1.4172759,-0.9868234,-2.141158,103,Immediately Post-flight,CD8_T,Inspiration4,C5
GOBP_CYTOPLASMIC_TRANSLATION,1.46e-12,6.62e-10,0.9101197,-0.9358564,-2.012737,99,Immediately Post-flight,CD8_T,Inspiration4,C5
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM,3.21e-27,2.67e-24,1.3575741,-0.9781353,-2.191141,117,Immediately Post-flight,CD8_T,Inspiration4,C5
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE,5.52e-30,8.27e-27,1.4245627,-0.8984202,-2.301574,340,Immediately Post-flight,CD8_T,Inspiration4,C5
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ORGANELLE,6.02e-27,4.75e-24,1.3499257,-0.8164939,-2.208887,560,Immediately Post-flight,CD8_T,Inspiration4,C5
GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS,0.000205,0.016,0.5188481,0.7071428,1.444091,256,Immediately Post-flight,CD8_T,Inspiration4,C5
GOBP_HEART_DEVELOPMENT,3.84e-05,0.00389,0.5573322,0.6781107,1.456786,492,Immediately Post-flight,CD8_T,Inspiration4,C5
GOBP_LIPID_METABOLIC_PROCESS,0.000374,0.025,0.4984931,0.5936628,1.318758,1331,Immediately Post-flight,CD8_T,Inspiration4,C5
GOBP_MATURATION_OF_SSU_RRNA,0.000509,0.0326,0.4772708,-0.8642018,-1.619558,50,Immediately Post-flight,CD8_T,Inspiration4,C5
GOBP_MRNA_METABOLIC_PROCESS,1.23e-26,8.8e-24,1.3422338,-0.7503099,-2.049154,827,Immediately Post-flight,CD8_T,Inspiration4,C5
GOBP_MUSCLE_CELL_DEVELOPMENT,0.000789,0.0465,0.4772708,0.7372902,1.420749,145,Immediately Post-flight,CD8_T,Inspiration4,C5
GOBP_NCRNA_METABOLIC_PROCESS,1.96e-06,0.000306,0.6272567,-0.6094959,-1.62945,453,Immediately Post-flight,CD8_T,Inspiration4,C5
GOBP_NCRNA_PROCESSING,1.71e-06,0.000272,0.6435518,-0.6464205,-1.682658,378,Immediately Post-flight,CD8_T,Inspiration4,C5
GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION,2.75e-27,2.42e-24,1.3575741,-0.7120909,-1.991399,1079,Immediately Post-flight,CD8_T,Inspiration4,C5
GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS,2.02e-22,1.04e-19,1.2295041,-0.9202441,-2.238711,206,Immediately Post-flight,CD8_T,Inspiration4,C5
GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY,1.01e-23,5.63e-21,1.2627399,-0.9717457,-2.160073,120,Immediately Post-flight,CD8_T,Inspiration4,C5
GOBP_ORGANIC_CYCLIC_COMPOUND_CATABOLIC_PROCESS,1.39e-29,1.6e-26,1.4099514,-0.8119913,-2.24077,620,Immediately Post-flight,CD8_T,Inspiration4,C5
GOBP_OXIDATIVE_PHOSPHORYLATION,7.37e-08,2.05e-05,0.7049757,-0.8313366,-1.907285,140,Immediately Post-flight,CD8_T,Inspiration4,C5
GOBP_PARAXIAL_MESODERM_FORMATION,0.000135,0.0114,0.5188481,0.9926253,1.414892,7,Immediately Post-flight,CD8_T,Inspiration4,C5
GOBP_PATTERN_SPECIFICATION_PROCESS,0.000167,0.0138,0.5188481,0.681171,1.42917,366,Immediately Post-flight,CD8_T,Inspiration4,C5
GOBP_PEPTIDE_BIOSYNTHETIC_PROCESS,7.53e-32,3.27e-28,1.467524,-0.8257703,-2.288067,623,Immediately Post-flight,CD8_T,Inspiration4,C5
GOBP_PEPTIDE_METABOLIC_PROCESS,1.03e-31,3.27e-28,1.4604515,-0.7941867,-2.209411,768,Immediately Post-flight,CD8_T,Inspiration4,C5
GOBP_PEPTIDYL_AMINO_ACID_MODIFICATION,0.000218,0.0168,0.5188481,0.6020512,1.333974,1202,Immediately Post-flight,CD8_T,Inspiration4,C5
GOBP_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS,0.000239,0.0179,0.5188481,0.7032395,1.440663,263,Immediately Post-flight,CD8_T,Inspiration4,C5
GOBP_POSTTRANSCRIPTIONAL_REGULATION_OF_GENE_EXPRESSION,4.32e-05,0.00423,0.5573322,-0.5422411,-1.479836,598,Immediately Post-flight,CD8_T,Inspiration4,C5
GOBP_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM,1.96e-26,1.34e-23,1.3344975,-0.9666024,-2.220218,144,Immediately Post-flight,CD8_T,Inspiration4,C5
GOBP_PROTEIN_LOCALIZATION_TO_MEMBRANE,6.07e-29,6.5e-26,1.3951871,-0.8047838,-2.199629,644,Immediately Post-flight,CD8_T,Inspiration4,C5
GOBP_PROTEIN_LOCALIZATION_TO_ORGANELLE,1.24e-23,6.63e-21,1.2627399,-0.706954,-1.95415,977,Immediately Post-flight,CD8_T,Inspiration4,C5
GOBP_PROTEIN_TARGETING,4.47e-28,4.19e-25,1.372743,-0.8613015,-2.284754,426,Immediately Post-flight,CD8_T,Inspiration4,C5
GOBP_PROTEIN_TARGETING_TO_MEMBRANE,9.34e-29,9.33e-26,1.3951871,-0.9496727,-2.263039,199,Immediately Post-flight,CD8_T,Inspiration4,C5
GOBP_REGIONALIZATION,0.000757,0.045,0.4772708,0.6874643,1.412456,275,Immediately Post-flight,CD8_T,Inspiration4,C5
GOBP_REGULATION_OF_GTPASE_ACTIVITY,0.000169,0.0138,0.5188481,0.6632628,1.414216,457,Immediately Post-flight,CD8_T,Inspiration4,C5
GOBP_REGULATION_OF_SIGNALING_RECEPTOR_ACTIVITY,7.21e-05,0.00659,0.5384341,0.7486292,1.479608,174,Immediately Post-flight,CD8_T,Inspiration4,C5
GOBP_RESPIRATORY_ELECTRON_TRANSPORT_CHAIN,2.48e-05,0.00267,0.5756103,-0.7860855,-1.727042,112,Immediately Post-flight,CD8_T,Inspiration4,C5
GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS,2.23e-12,9.82e-10,0.8986712,-0.7298273,-1.948388,434,Immediately Post-flight,CD8_T,Inspiration4,C5
GOBP_RIBONUCLEOPROTEIN_COMPLEX_SUBUNIT_ORGANIZATION,3.51e-07,7.41e-05,0.6749629,-0.7626906,-1.818535,198,Immediately Post-flight,CD8_T,Inspiration4,C5
GOBP_RIBOSOMAL_LARGE_SUBUNIT_ASSEMBLY,0.000169,0.0138,0.5188481,-0.9518032,-1.690545,26,Immediately Post-flight,CD8_T,Inspiration4,C5
GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS,2.21e-07,5.02e-05,0.6901325,-0.9132881,-1.866938,70,Immediately Post-flight,CD8_T,Inspiration4,C5
GOBP_RIBOSOMAL_SMALL_SUBUNIT_ASSEMBLY,0.00071,0.0427,0.4772708,-0.9603098,-1.618909,19,Immediately Post-flight,CD8_T,Inspiration4,C5
GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS,8.46e-08,2.18e-05,0.7049757,-0.9131479,-1.85894,73,Immediately Post-flight,CD8_T,Inspiration4,C5
GOBP_RIBOSOME_ASSEMBLY,4.42e-07,8.83e-05,0.6749629,-0.9229799,-1.789234,59,Immediately Post-flight,CD8_T,Inspiration4,C5
GOBP_RIBOSOME_BIOGENESIS,4.22e-12,1.71e-09,0.887075,-0.7855615,-1.968814,297,Immediately Post-flight,CD8_T,Inspiration4,C5
GOBP_RNA_CATABOLIC_PROCESS,1.06e-25,6.6e-23,1.3110148,-0.8555613,-2.258805,407,Immediately Post-flight,CD8_T,Inspiration4,C5
GOBP_RRNA_METABOLIC_PROCESS,4.89e-09,1.79e-06,0.7614608,-0.7790762,-1.899578,232,Immediately Post-flight,CD8_T,Inspiration4,C5
GOBP_SKELETAL_SYSTEM_MORPHOGENESIS,0.000743,0.0444,0.4772708,0.7172248,1.430986,189,Immediately Post-flight,CD8_T,Inspiration4,C5
GOBP_STRIATED_MUSCLE_CELL_DEVELOPMENT,0.000609,0.0375,0.4772708,0.7687429,1.394594,93,Immediately Post-flight,CD8_T,Inspiration4,C5
GOBP_TRANSLATIONAL_ELONGATION,0.000312,0.0225,0.4984931,-0.7180128,-1.639424,132,Immediately Post-flight,CD8_T,Inspiration4,C5
GOBP_TRANSLATIONAL_INITIATION,6.64e-27,4.98e-24,1.3422338,-0.9497086,-2.269948,189,Immediately Post-flight,CD8_T,Inspiration4,C5
GOBP_VIRAL_GENE_EXPRESSION,1.61e-24,9.27e-22,1.2871037,-0.9349483,-2.229261,198,Immediately Post-flight,CD8_T,Inspiration4,C5
GOCC_ANCHORING_JUNCTION,2.3e-12,9.86e-10,0.8986712,-0.6383519,-1.761886,807,Immediately Post-flight,CD8_T,Inspiration4,C5
GOCC_CELL_SUBSTRATE_JUNCTION,6.81e-14,3.19e-11,0.9545416,-0.7471399,-1.985882,420,Immediately Post-flight,CD8_T,Inspiration4,C5
GOCC_CHROMATIN,0.000318,0.0227,0.4984931,0.6131063,1.355836,979,Immediately Post-flight,CD8_T,Inspiration4,C5
GOCC_CHROMOSOME,1.12e-05,0.00135,0.5933255,0.6126647,1.361244,1527,Immediately Post-flight,CD8_T,Inspiration4,C5
GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT,4.98e-19,2.41e-16,1.123915,-0.9928488,-1.9066,54,Immediately Post-flight,CD8_T,Inspiration4,C5
GOCC_CYTOSOLIC_RIBOSOME,3.56e-32,2.66e-28,1.4745625,-0.9891546,-2.146216,103,Immediately Post-flight,CD8_T,Inspiration4,C5
GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT,7.78e-12,3.07e-09,0.8753251,-0.9835496,-1.84469,45,Immediately Post-flight,CD8_T,Inspiration4,C5
GOCC_IMMUNOGLOBULIN_COMPLEX,2.51e-06,0.000369,0.6272567,-0.8221808,-1.844704,123,Immediately Post-flight,CD8_T,Inspiration4,C5
GOCC_IMMUNOGLOBULIN_COMPLEX_CIRCULATING,0.000368,0.0249,0.4984931,-0.8341505,-1.676471,64,Immediately Post-flight,CD8_T,Inspiration4,C5
GOCC_INNER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX,0.000371,0.025,0.4984931,-0.7238214,-1.666731,138,Immediately Post-flight,CD8_T,Inspiration4,C5
GOCC_LARGE_RIBOSOMAL_SUBUNIT,9.14e-20,4.56e-17,1.1512205,-0.9632953,-2.116375,112,Immediately Post-flight,CD8_T,Inspiration4,C5
GOCC_MITOCHONDRIAL_PROTEIN_CONTAINING_COMPLEX,0.000235,0.0177,0.5188481,-0.6176685,-1.535215,260,Immediately Post-flight,CD8_T,Inspiration4,C5
GOCC_NEURON_TO_NEURON_SYNAPSE,2.91e-05,0.00302,0.5756103,-0.6198085,-1.577758,336,Immediately Post-flight,CD8_T,Inspiration4,C5
GOCC_NUCLEOLUS,2.92e-05,0.00302,0.5756103,-0.4948564,-1.366215,915,Immediately Post-flight,CD8_T,Inspiration4,C5
GOCC_POLYSOMAL_RIBOSOME,1.28e-06,0.000213,0.6435518,-0.9703086,-1.719039,31,Immediately Post-flight,CD8_T,Inspiration4,C5
GOCC_POLYSOME,1.67e-07,3.96e-05,0.6901325,-0.9142293,-1.862664,66,Immediately Post-flight,CD8_T,Inspiration4,C5
GOCC_RESPIRASOME,3.07e-07,6.71e-05,0.6749629,-0.8675438,-1.849338,97,Immediately Post-flight,CD8_T,Inspiration4,C5
GOCC_RESPIRATORY_CHAIN_COMPLEX,1.41e-08,4.42e-06,0.7477397,-0.9041467,-1.869735,82,Immediately Post-flight,CD8_T,Inspiration4,C5
GOCC_RESPIRATORY_CHAIN_COMPLEX_IV,5.79e-05,0.00542,0.5573322,-0.9788932,-1.650237,19,Immediately Post-flight,CD8_T,Inspiration4,C5
GOCC_RIBONUCLEOPROTEIN_COMPLEX,7.78e-30,1.06e-26,1.4172759,-0.8062641,-2.207519,668,Immediately Post-flight,CD8_T,Inspiration4,C5
GOCC_RIBOSOMAL_SUBUNIT,1.69e-30,2.81e-27,1.4318124,-0.9623875,-2.286207,183,Immediately Post-flight,CD8_T,Inspiration4,C5
GOCC_RIBOSOME,4.41e-31,1.1e-27,1.4462029,-0.9453493,-2.297505,219,Immediately Post-flight,CD8_T,Inspiration4,C5
GOCC_SMALL_RIBOSOMAL_SUBUNIT,2.82e-12,1.17e-09,0.8986712,-0.9571513,-1.94852,73,Immediately Post-flight,CD8_T,Inspiration4,C5
GOMF_ADENYL_NUCLEOTIDE_BINDING,6.2e-07,0.000119,0.6594444,0.6262185,1.391584,1484,Immediately Post-flight,CD8_T,Inspiration4,C5
GOMF_CIS_REGULATORY_REGION_SEQUENCE_SPECIFIC_DNA_BINDING,1.54e-05,0.00177,0.5756103,0.6297418,1.392693,1077,Immediately Post-flight,CD8_T,Inspiration4,C5
GOMF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,4.29e-06,0.000589,0.6105269,0.6264761,1.389466,1266,Immediately Post-flight,CD8_T,Inspiration4,C5
GOMF_GTPASE_ACTIVATOR_ACTIVITY,6.57e-05,0.00607,0.5384341,0.7133406,1.461277,262,Immediately Post-flight,CD8_T,Inspiration4,C5
GOMF_IMMUNOGLOBULIN_RECEPTOR_BINDING,0.000222,0.0169,0.5188481,-0.831786,-1.694692,66,Immediately Post-flight,CD8_T,Inspiration4,C5
GOMF_KINASE_ACTIVITY,1.72e-07,4.02e-05,0.6901325,0.6817865,1.491399,707,Immediately Post-flight,CD8_T,Inspiration4,C5
GOMF_MRNA_BINDING,1.27e-05,0.0015,0.5933255,-0.6626584,-1.644076,279,Immediately Post-flight,CD8_T,Inspiration4,C5
GOMF_PROTEIN_KINASE_ACTIVITY,5.46e-06,0.000737,0.6105269,0.6787138,1.469855,550,Immediately Post-flight,CD8_T,Inspiration4,C5
GOMF_PROTEIN_SERINE_KINASE_ACTIVITY,2.66e-05,0.0028,0.5756103,0.7267627,1.477708,242,Immediately Post-flight,CD8_T,Inspiration4,C5
GOMF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY,1.61e-06,0.000259,0.6435518,0.7052462,1.494696,421,Immediately Post-flight,CD8_T,Inspiration4,C5
GOMF_RIBONUCLEOTIDE_BINDING,2.43e-06,0.000364,0.6272567,0.6066075,1.34982,1824,Immediately Post-flight,CD8_T,Inspiration4,C5
GOMF_RRNA_BINDING,7.38e-09,2.46e-06,0.7614608,-0.9448342,-1.882356,63,Immediately Post-flight,CD8_T,Inspiration4,C5
GOMF_STRUCTURAL_CONSTITUENT_OF_RIBOSOME,1.67e-30,2.81e-27,1.4318124,-0.9694328,-2.270644,158,Immediately Post-flight,CD8_T,Inspiration4,C5
GOMF_STRUCTURAL_MOLECULE_ACTIVITY,6.49e-41,9.72e-37,1.6657926,-0.8627289,-2.367209,610,Immediately Post-flight,CD8_T,Inspiration4,C5
GOMF_TRANSCRIPTION_REGULATOR_ACTIVITY,1.16e-06,0.000195,0.6435518,0.6114161,1.358182,1727,Immediately Post-flight,CD8_T,Inspiration4,C5
GOMF_TRANSFERASE_ACTIVITY_TRANSFERRING_PHOSPHORUS_CONTAINING_GROUPS,4.52e-08,1.3e-05,0.7195128,0.6721662,1.477257,848,Immediately Post-flight,CD8_T,Inspiration4,C5
GOMF_TRANSLATION_REGULATOR_ACTIVITY,7.1e-05,0.00653,0.5384341,-0.7517796,-1.713692,131,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_ABNORMALITY_OF_FLUID_REGULATION,0.000314,0.0225,0.4984931,-0.5240314,-1.424844,542,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_ABNORMALITY_OF_NEUTROPHILS,4.08e-05,0.00405,0.5573322,-0.6664955,-1.648795,248,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_ABNORMALITY_OF_THE_CEREBRAL_VENTRICLES,0.000195,0.0154,0.5188481,0.631313,1.385156,763,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_ABNORMALITY_OF_THE_CERVICAL_SPINE,0.000414,0.0272,0.4984931,-0.5775244,-1.488674,356,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_ABNORMALITY_OF_THE_FRONTAL_HAIRLINE,0.000299,0.0218,0.4984931,-0.704783,-1.629505,147,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_ABNORMALITY_OF_THE_HAIRLINE,0.000219,0.0168,0.5188481,-0.6642863,-1.615957,212,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_ABNORMALITY_OF_THE_METACARPAL_BONES,8.5e-06,0.00106,0.5933255,0.7618189,1.514073,183,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_ABNORMALITY_OF_THE_MUSCULATURE_OF_THE_HAND,1.96e-07,4.51e-05,0.6901325,-0.8826096,-1.837899,86,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_ABNORMALITY_OF_THE_MUSCULATURE_OF_THE_UPPER_LIMBS,2.13e-06,0.000323,0.6272567,-0.7302528,-1.745745,195,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_ABNORMALITY_OF_THE_NASAL_ALAE,7.95e-06,0.00101,0.5933255,0.6710865,1.459802,594,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_ABNORMALITY_OF_THE_THENAR_EMINENCE,3.74e-08,1.12e-05,0.7195128,-0.9854934,-1.701554,28,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_ABNORMALITY_OF_THE_URETHRA,2.67e-05,0.0028,0.5756103,-0.6162382,-1.585578,353,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_ABNORMAL_AORTIC_MORPHOLOGY,4.19e-05,0.00413,0.5573322,-0.6283415,-1.571106,305,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_ABNORMAL_CARDIAC_ATRIUM_MORPHOLOGY,0.000411,0.0272,0.4984931,-0.5552841,-1.471982,410,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_ABNORMAL_CARDIAC_VENTRICLE_MORPHOLOGY,0.000101,0.00881,0.5384341,-0.5441834,-1.481302,528,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_ABNORMAL_ENZYME_COENZYME_ACTIVITY,2.98e-06,0.000434,0.6272567,-0.6143437,-1.644037,439,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_ABNORMAL_ERYTHROCYTE_ENZYME_LEVEL,7.86e-07,0.000145,0.6594444,-0.9765896,-1.721538,29,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_ABNORMAL_ERYTHROCYTE_MORPHOLOGY,7.98e-05,0.00716,0.5384341,-0.5475801,-1.480583,558,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_ABNORMAL_HAIR_PATTERN,0.000241,0.018,0.5188481,-0.6085152,-1.513725,281,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_ABNORMAL_HAND_MORPHOLOGY,3.98e-05,0.00397,0.5573322,-0.6103752,-1.576196,358,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_ABNORMAL_HEMOGLOBIN,3.09e-07,6.71e-05,0.6749629,-0.9407029,-1.785138,52,Immediately Post-flight,CD8_T,Inspiration4,C5
HP_ABNORMAL_LARGE_INTESTINE_MORPHOLOGY,7.46e-05,0.00677,0.5384341,-0.663005,-1.616568,232,Immediately Post-flight,CD8_T,Inspiration4,C5
