taxid,domain,phylum,class,order,family,genus,species,C001_L-44_DEL,C001_R+1_DEL,C002_L-44_DEL,C002_R+1_DEL,C003_L-44_DEL,C003_R+1_DEL,C004_L-44_DEL,C004_R+1_DEL
2070,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,,,0.0,0.0,0.0,0.0,0.0,0.0,30.48931405165816,0.0
2078785,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. JV241A,0.0,0.0,0.0,0.0,932.8536329638392,0.0,0.0,0.0
2079234,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium geronticis,104.69416473502368,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2079398,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pahexavirus,,0.0,0.0,0.0,0.0,0.0,84.96991100314254,0.0,0.0
2080547,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Rathayibacter,Rathayibacter sp. AY1D7,0.0,0.0,0.0,0.0,0.0,0.0,49.45880105968012,0.0
2100421,Viruses,Uroviricota,Caudoviricetes,Caudovirales,,,uncultured Caudovirales phage,0.0,0.0,0.0,0.0,542.0887708216513,0.0,0.0,0.0
210409,Eukaryota,Arthropoda,Malacostraca,Decapoda,Portunidae,Portunus,Portunus trituberculatus,0.0,86.21594712025603,0.0,0.0,0.0,0.0,0.0,0.0
211460,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Afipia,Afipia massiliensis,0.0,0.0,0.0,0.0,64.9752308699932,0.0,0.0,0.0
2126335,Bacteria,Proteobacteria,Gammaproteobacteria,,,Candidatus Kentron,Candidatus Kentron sp. LPFa,0.0,0.0,0.0,0.0,0.0,0.0,25.822968003855635,0.0
2161816,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Tessaracoccus,Tessaracoccus timonensis,0.0,0.0,0.0,0.0,0.0,0.0,12.98149637359496,0.0
2161818,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Acidipropionibacterium,Acidipropionibacterium timonense,0.0,0.0,0.0,0.0,62.640125596285515,46.15927890074087,0.0,0.0
2163413,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia aff. pulcherrima,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.44799386507137
218284,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus vietnamensis,0.0,45.670373931293106,0.0,0.0,0.0,0.0,0.0,0.0
2185272,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium sp. NCC-Tsukiji,0.0,0.0,0.0,0.0,0.0,0.0,98.1706603136599,0.0
2201154,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,,,Chthoniobacterales bacterium,0.0,0.0,0.0,0.0,42.98961091457235,0.0,0.0,0.0
2202144,Bacteria,Spirochaetes,,,,,Spirochaetes bacterium,0.0,0.0,0.0,0.0,0.0,61.78508548491409,0.0,0.0
220685,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Neobacillus,Neobacillus bataviensis,0.0,0.0,0.0,0.0,0.0,42.545115878511645,0.0,0.0
225148,Bacteria,Chlamydiae,Chlamydiia,Parachlamydiales,Rhabdochlamydiaceae,Candidatus Rhabdochlamydia,Candidatus Rhabdochlamydia porcellionis,0.0,71.73990663859556,0.0,0.0,0.0,0.0,0.0,0.0
227605,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocella,Methylocella tundrae,0.0,0.0,0.0,0.0,0.0,0.0,20.41741157789883,0.0
2292257,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,Sphingorhabdus sp. GY_G,0.0,0.0,0.0,0.0,0.0,0.0,30.26853884284276,0.0
2293568,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces triticagri,0.0,0.0,0.0,0.0,0.0,0.0,44.41232649086275,0.0
230148,Eukaryota,Chordata,Actinopteri,Perciformes,Liparidae,Liparis,Liparis tanakae,0.0,163.8731118131193,0.0,0.0,0.0,0.0,0.0,69.97042872914508
2306055,Bacteria,Chloroflexi,Caldilineae,Caldilineales,,,Caldilineales bacterium,111.50650931582923,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2306585,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Amnibacterium,Amnibacterium setariae,0.0,73.83243216735222,0.0,0.0,0.0,0.0,0.0,0.0
231916,Eukaryota,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Gymnopilus,Gymnopilus dilepis,0.0,78.25607252308333,0.0,0.0,0.0,0.0,0.0,0.0
2320857,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus sp. K2S05-167,1866.3611632868465,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2340872,Eukaryota,Mucoromycota,Endogonomycetes,Endogonales,Endogonaceae,Endogone,Endogone sp. FLAS-F59071,0.0,204.85082378201744,0.0,0.0,0.0,0.0,0.0,128.10603459201494
2341086,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium attenuatum,0.0,0.0,0.0,0.0,0.0,0.0,12.96560399475027,0.0
2358193,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium sp. CECT 8783,0.0,0.0,0.0,0.0,0.0,0.0,28.13079912635591,0.0
239,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium sp.,0.0,0.0,0.0,0.0,0.0,0.0,59.431483546598294,0.0
2420509,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia insulae,145.00625251101496,0.0,0.0,0.0,0.0,0.0,28.72096476237217,0.0
243230,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus radiodurans,94.66260568033958,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245042,Eukaryota,Chordata,Aves,Passeriformes,Sturnidae,Lamprotornis,Lamprotornis superbus,102.45509597381056,77.66325115455248,0.0,0.0,0.0,0.0,0.0,0.0
246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,0.0,0.0,0.0,0.0,0.0,0.0,110.66249960933744,60.94301587170415
246432,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus equorum,0.0,0.0,0.0,0.0,0.0,33.91304770544447,39.19103575475383,0.0
2478468,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Pigmentiphaga,Pigmentiphaga humi,0.0,0.0,0.0,0.0,34.160928200257175,0.0,0.0,0.0
2479203,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus sp. DB0503,131.07623579105663,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2482794,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfurellales,,,Desulfurellales bacterium,0.0,0.0,0.0,0.0,39.45048566614698,0.0,0.0,0.0
249058,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia otitidis,65.61002474803762,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249582,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces libani,0.0,0.0,0.0,0.0,0.0,0.0,117.81192247068437,165.56476498973183
2498093,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,,Muribaculaceae bacterium,0.0,0.0,0.0,0.0,0.0,0.0,23.91760063750328,0.0
2510795,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus sp. RIT622,0.0,62.21215951027765,0.0,0.0,0.0,0.0,0.0,0.0
2511166,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium ivorense,0.0,0.0,0.0,0.0,80.85346847103675,0.0,0.0,0.0
2512144,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora,Micromonospora sp. CNZ303,184.92229946857032,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2517927,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Gordonia phage Walrus,0.0,0.0,0.0,0.0,0.0,69.43037212929892,0.0,0.0
252740,Eukaryota,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,Valsa,Valsa sordida,0.0,39.38914546800955,0.0,0.0,0.0,0.0,0.0,0.0
253628,Eukaryota,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,Verruconis,Verruconis gallopava,102.51040893727928,0.0,0.0,0.0,0.0,0.0,0.0,56.42930944298369
2562797,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus sp. AB022,0.0,0.0,0.0,0.0,46.812105312956106,0.0,0.0,0.0
2563858,Bacteria,Cyanobacteria,,Oscillatoriales,Microcoleaceae,Microcoleus,Microcoleus sp. IPMA8,0.0,0.0,0.0,0.0,0.0,0.0,81.35093968719643,0.0
256818,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Gulosibacter,,0.0,0.0,0.0,0.0,0.0,0.0,32.19065763554492,0.0
2568653,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus sp. Arct2-2,135.14063234673696,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2569762,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides sp. GY 10127,0.0,0.0,0.0,0.0,0.0,29.49901652691368,0.0,0.0
257758,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pseudopneumoniae,0.0,0.0,0.0,0.0,0.0,0.0,113.28431259495844,0.0
258224,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium resistens,0.0,0.0,0.0,0.0,0.0,64.47376245685304,0.0,0.0
2583228,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium sp. B2,0.0,0.0,0.0,0.0,0.0,0.0,38.80145771118268,0.0
2584084,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium symbioticum,0.0,0.0,0.0,0.0,0.0,0.0,27.69311442249814,0.0
2585199,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,Nocardia sp. RB56,0.0,0.0,264.9053542971172,0.0,0.0,0.0,0.0,0.0
2585753,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. 6-11-2,59.38178506146158,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2587410,Eukaryota,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Thermothielavioides,Thermothielavioides terrestris,0.0,91.39430872545142,0.0,0.0,0.0,0.0,34.41258400753336,0.0
259315,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,uncultured Faecalibacterium sp.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.72577955564535
2593658,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,,0.0,0.0,0.0,0.0,0.0,0.0,49.96907527772038,0.0
2593676,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,,79.97148258305185,234.36529380542305,94.50342984847607,0.0,859.7993921939776,628.114442175459,417.3106741788757,92.58315272247108
2594913,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium sanguinis,0.0,0.0,0.0,0.0,0.0,0.0,22.82746935350818,0.0
2594946,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium uaiense,0.0,0.0,0.0,0.0,0.0,0.0,33.01362514544824,0.0
2605781,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium sp. WCA-380-WT-3A,0.0,0.0,0.0,0.0,0.0,295.64322697101784,0.0,0.0
2608905,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium,,0.0,0.0,1470.7670345770894,0.0,553.8360362154956,26.705910221417852,608.2692031391242,91.3948829854568
2608996,Eukaryota,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxiaceae,Trebouxia,Trebouxia sp. A1-2,0.0,219.885601446749,0.0,0.0,0.0,0.0,37.984074010062635,0.0
2609257,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Rathayibacter,Rathayibacter sp. VKM Ac-2804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.97124955347205
260936,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. RD6.2,0.0,92.30606068649784,0.0,0.0,0.0,0.0,0.0,0.0
2614127,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcus sp. Marseille-P9784,0.0,0.0,0.0,0.0,0.0,30.88913743810193,0.0,0.0
2614943,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,,0.0,0.0,0.0,0.0,0.0,52.59152046040344,16.843773956606764,0.0
2615069,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,,0.0,0.0,0.0,0.0,0.0,0.0,31.537781531655025,0.0
261658,Eukaryota,Evosea,Eumycetozoa,Acytosteliales,Cavenderiaceae,Cavenderia,Cavenderia fasciculata,0.0,97.50146438442306,121.2121954360374,0.0,0.0,0.0,30.279706460409297,0.0
2619320,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.23444020315623
2619637,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Finegoldia,,0.0,0.0,0.0,0.0,0.0,0.0,28.09686674990374,0.0
2621081,Bacteria,Cyanobacteria,,Oscillatoriales,Microcoleaceae,Planktothricoides,,0.0,0.0,0.0,0.0,0.0,0.0,40.14243086667233,0.0
2624378,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,,5825.1232338532045,4936.5038770505325,4563.703975780856,0.0,0.0,0.0,3476.6142189214897,2340.644644090455
2626865,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,,0.0,0.0,0.0,0.0,40.71667946279646,0.0,0.0,0.0
2630086,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,,67.28268876333122,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2631580,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,,104.0702345070967,24.93745083310599,2786.4180272546146,0.0,277.20437638376063,203.744656706667,6048.713695897547,129.99646371908307
2632575,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,,0.0,0.0,0.0,0.0,0.0,0.0,58.28293703225514,0.0
2636767,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,,0.0,0.0,0.0,0.0,0.0,0.0,26.63949265747057,0.0
2636909,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,,0.0,106.64211254930603,0.0,0.0,0.0,0.0,0.0,0.0
263909,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia araii,0.0,0.0,0.0,0.0,0.0,0.0,40.61404794698226,0.0
2642155,Bacteria,Cyanobacteria,,Oscillatoriales,Microcoleaceae,Microcoleus,,0.0,0.0,0.0,0.0,0.0,0.0,222.75831998096473,0.0
2642494,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,,0.0,0.0,194.9186169581014,0.0,42.33319883302319,0.0,33.44143080299715,0.0
2644732,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,0.0,0.0,0.0,0.0,0.0,0.0,19.137001271520028,0.0
2648921,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,,0.0,0.0,0.0,0.0,0.0,0.0,70.27051544242826,0.0
2651047,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium sp. 321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.8941373191907
2653137,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,Enhydrobacter,Enhydrobacter sp. 8BJ,0.0,0.0,0.0,0.0,0.0,57.11225117539452,0.0,0.0
2653154,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Micrococcus,Micrococcus sp. 116,0.0,92.49595829120172,0.0,0.0,0.0,0.0,21.79575329986112,0.0
2653157,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides sp. AX2bis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.96218020745945
2653161,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Plantibacter,Plantibacter sp. T3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.98773528372983
2653170,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. 8AM,111.03745538561463,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2653185,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,,Moraxellaceae bacterium 17A,0.0,0.0,0.0,0.0,0.0,0.0,24.707065294706982,0.0
2663121,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. WAY2,0.0,0.0,176.2257382133436,0.0,0.0,0.0,0.0,0.0
2663864,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas sp. F1,100.729331513587,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2676077,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium sp. CAP-1,0.0,0.0,0.0,0.0,102.81039281633522,0.0,0.0,0.0
2689616,Bacteria,Proteobacteria,Gammaproteobacteria,Nevskiales,Steroidobacteraceae,,Steroidobacteraceae bacterium,0.0,0.0,0.0,0.0,0.0,0.0,34.82621538124782,0.0
2692786,Bacteria,Cyanobacteria,,Oscillatoriales,Coleofasciculaceae,Coleofasciculus,Coleofasciculus sp. FACHB-501,0.0,0.0,0.0,0.0,0.0,0.0,124.15641781973544,0.0
2692829,Bacteria,Cyanobacteria,,Oscillatoriales,Microcoleaceae,Microcoleus,Microcoleus sp. FACHB-DQ6,0.0,0.0,0.0,0.0,0.0,0.0,80.38966552896909,0.0
269621,Eukaryota,Basidiomycota,Microbotryomycetes,Microbotryales,Microbotryaceae,Microbotryum,Microbotryum intermedium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.33094764614643
2707006,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium sp. 2C,0.0,0.0,0.0,0.0,0.0,0.0,33.90961169328661,0.0
2708079,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium sp. HY82,0.0,0.0,0.0,0.0,0.0,0.0,44.14731033553377,0.0
2709393,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium sp. MC1482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.35956988720811
2711218,Bacteria,Actinobacteria,Actinobacteria,Geodermatophilales,Geodermatophilaceae,Modestobacter,Modestobacter sp. KNN46-3,0.0,0.0,0.0,0.0,0.0,0.0,16.80211015260853,0.0
2713641,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium sp. BL,0.0,0.0,0.0,0.0,0.0,0.0,37.13447602750065,0.0
2714763,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Akanthomyces,Akanthomyces lecanii,0.0,0.0,0.0,0.0,0.0,0.0,49.811869584283734,0.0
2719119,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium rouxii,192.56876353848392,0.0,0.0,0.0,0.0,0.0,0.0,492.0467854399227
2720022,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. C1-2,100.9350957376906,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272239,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Gulosibacter,Gulosibacter bifidus,0.0,0.0,0.0,0.0,0.0,0.0,330.51251426172416,0.0
27337,Eukaryota,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Verticillium,Verticillium dahliae,0.0,0.0,0.0,0.0,0.0,0.0,50.01030955796606,0.0
2735136,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium sp. zg-913,0.0,0.0,0.0,0.0,0.0,0.0,151.6644075048806,0.0
2735137,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium sp. zg-915,0.0,0.0,0.0,0.0,0.0,0.0,77.66605541399156,0.0
2736603,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium sp. Marseille-P4321,0.0,0.0,0.0,0.0,0.0,0.0,22.585647480817386,60.21262279988237
2736606,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium sp. Marseille-Q2823,0.0,87.11552615792397,0.0,0.0,0.0,0.0,26.72797455049775,0.0
2740518,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. BML-PP048,0.0,0.0,0.0,0.0,0.0,0.0,56.39432109225259,0.0
2744521,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sp. L-2-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.07244369925202
2754726,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium haemomassiliense,113.4491005928501,0.0,0.0,0.0,0.0,0.0,9148.77861523427,3626.642201665843
2758579,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella sp. Kps,0.0,79.38815439727978,90.35379968279888,0.0,0.0,0.0,0.0,0.0
2759,Eukaryota,,,,,,,171.71577631078264,124.0725215349179,0.0,0.0,0.0,0.0,70.77391728042755,247.76774323266517
2759389,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Gordonia phage Archimedes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.56058031126508
2762507,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,,Roseiflexaceae bacterium,68.81596411068368,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2766784,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium sp. Nx66,0.0,0.0,140.5695361539492,0.0,0.0,0.0,97.27510328957408,62.772067429711626
2768432,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Dermacoccaceae,Dermacoccus,Dermacoccus sp. SAI-028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.34592387611153
2768444,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. SLBN-31,0.0,0.0,0.0,0.0,0.0,0.0,26.758900260682008,0.0
2768886,Bacteria,Cyanobacteria,,Oscillatoriales,Coleofasciculaceae,Coleofasciculus,Coleofasciculus sp. Co-bin14,0.0,0.0,0.0,0.0,0.0,0.0,19.089753658738523,0.0
2769068,Bacteria,Cyanobacteria,,Oscillatoriales,Microcoleaceae,Microcoleus,Microcoleus sp. C1-bin4,0.0,0.0,0.0,0.0,0.0,0.0,24.1486844163801,0.0
278992,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces ambofaciens,0.0,0.0,182.6325847878232,0.0,0.0,0.0,19.770548806544763,0.0
28005,Eukaryota,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,Strigomonas,Strigomonas culicis,0.0,83.3407026182646,0.0,0.0,0.0,0.0,55.07482412439091,64.96324664517697
28026,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pseudocatenulatum,0.0,0.0,0.0,0.0,0.0,0.0,22.112741829249767,80.6415328860303
28028,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium flavescens,0.0,0.0,0.0,0.0,0.0,0.0,75.88439088837625,66.7702022783226
28037,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis,0.0,0.0,0.0,0.0,0.0,25.79555885715031,124.89004438910646,0.0
28047,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium confluentis,0.0,0.0,0.0,0.0,115.77243903869314,0.0,0.0,0.0
280871,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium llatzerense,147.45329801487043,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28105,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium,,0.0,0.0,0.0,0.0,81.76096714115663,0.0,0.0,0.0
28112,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Tannerella,Tannerella forsythia,0.0,0.0,0.0,0.0,0.0,0.0,36.95579414643605,0.0
28144,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,75.7544222481979,0.0,0.0,0.0,45.58178102895958,75.00447699147237,0.0,104.39956231802807
28211,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,0.0,0.0,361.6497147217205,0.0,676.1152048494356,0.0,442.68822605132743,0.0
