gene,Pre vs Flight Pval,Pre vs Flight Fold Change,Pre vs Post Pval,Pre vs Post Fold Change,Flight vs Post Pval,Flight vs Post Fold Change
OR1A1,0.829268292682917,-1.68598872230814,0.850000000000009,-1.68598872230814,1.0,1.0
OR1A2,0.181756312790787,5.71875138070142,0.274464238450434,4.04822505800968,0.763551204200184,-1.41265648494184
OR1C1,1.0,1.0,0.0840023780532419,11.5384816812936,0.0284648394276971,11.5384816812936
OR1D2,0.0018978798456101,-31.3602546998562,0.327169203108432,-2.84591432694008,0.0160059366538069,11.0193952091224
OR1D5,1.0,1.0,0.0412066188026753,17.8791281478625,0.0104270407545144,17.8791281478625
OR1E1,1.0,1.0,0.00680316290404488,33.9454146110262,0.000856528782182235,33.9454146110262
OR1E2,0.00108131973563304,-52.0567408374474,0.0384244243242677,-13.7725512219583,0.138236543516825,3.77974566937539
OR1E3,0.19804928910554,-3.25686590069592,0.132922474614724,7.94247912653457,0.0024809795454682,25.8675894341995
OR1F2P,1.0,1.0,0.492051274285541,2.027815044942,0.320967814235648,2.027815044942
OR1G1,0.829268292682934,-1.3776613467377,0.0520522441580755,17.2137924387084,0.00466777414001764,23.7147764735743
OR1I1,0.0715655408721639,-7.46696292379683,0.734429998344728,1.60049396147584,0.0279408531038386,11.9508290701008
OR1J1,0.154507721705864,-4.52981762971777,0.10753776919941,7.36558247016922,0.0019812377090992,33.3647453265127
OR1J2,0.00367886992832181,-25.2121228999705,0.559784249869453,2.12663074798422,0.00067270617632131,53.6168757810344
OR1J4,0.0258065411983063,-8.91172518542119,0.306351227334672,4.06593083576888,0.00142770204597989,36.2344582313021
OR1L1,0.00107450734361503,-42.6720253600666,0.00141895283349694,-42.6720253600666,1.0,1.0
OR1L3,0.187600337099308,7.22166234269477,1.0,1.0,0.0914093956336678,-7.22166234269477
OR1L4,0.0109803505082773,-13.3840261644376,0.361348750431345,3.48190076307536,0.0008430744221944,46.6018509149758
OR1L6,0.0453720081204865,-7.51250452105669,0.354308758948289,4.00035769060041,0.00431680966280529,30.0527052364794
OR1L8,0.784288265469257,1.57495593087686,0.010722589333067,23.4280538926375,0.0101763682772224,14.8753710712362
OR1M1,0.186118191032334,-2.99842847982951,0.272720348769685,3.79402331038276,0.00987863064929256,11.3761075469887
OR1N1,1.0,1.0,0.041583345855239,14.8235972691165,0.0107997428744264,14.8235972691165
OR1N2,0.866974683383382,-1.21909455736072,0.0998912322226856,15.3681462113152,0.0223229558642569,18.7352234029381
OR1R1P,0.00161945196264514,-22.6282241775052,0.963285603164479,1.13446182895847,0.000987735926041362,25.6708565864947
OR1S1,0.125951530604467,-4.05566843467777,0.569711148566628,-2.10004869207102,0.592338891887858,1.93122590442327
OR1S2,0.00826735363959591,-24.241280930843,0.0100906277128265,-24.241280930843,1.0,1.0
OR1X1P,0.829268292682968,-1.5200900136952,0.850000000000023,-1.5200900136952,1.0,1.0
OR2A1-AS1,0.323497867919645,-2.68367748356536,0.980032021960028,1.11787919662938,0.261043578808453,3.00002722934039
OR2A12,0.0110174130110277,-24.1515926468764,0.0133093662645215,-24.1515926468764,1.0,1.0
OR2A14,0.0053431822264775,-23.7529274258879,0.0170073693573177,-16.1271784903086,0.978723404255321,1.47285078044878
OR2A2,1.0,1.0,0.0391998836001876,11.5120691770783,0.00972049114564441,11.5120691770783
OR2A25,0.0370932128730057,-6.48654352611923,0.124533533931073,7.18859328715123,0.000287217347034597,46.629123248675
OR2A42,0.829268292683087,-1.40217851836338,0.849999999999931,-1.40217851836338,1.0,1.0
OR2A5,0.013992044511345,-17.5802742931139,0.796730338142036,-1.3204411007739,0.0205375028064682,13.3139405330615
OR2A9P,0.720397748058993,1.56906356950444,1.0,1.0,0.553312958740031,-1.56906356950444
OR2AE1,1.0,1.0,0.0340214910401133,20.2614167289443,0.00770864099248703,20.2614167289443
OR2AG1,1.0,1.0,0.0507894053306567,13.4611211076601,0.0135999265325565,13.4611211076601
OR2AG2,0.0121701617241867,-20.4144723046285,0.355459381844434,-3.19042016049313,0.0702304176684567,6.39867831748943
OR2AJ1,0.157143735691138,-3.59822687296677,0.170430597846875,-3.59822687296677,1.0,1.0
OR2AT4,0.00100193832968311,-32.5704774561533,0.746395135922855,1.5389772530963,0.000339075441060803,50.1252239275059
OR2B11,0.034274085195768,-5.43284836123845,0.535402775656274,2.0507542594366,0.00458072095119235,11.1414369176829
OR2B2,0.294013015997158,-2.59267136320767,0.311746431772155,-2.59267136320767,1.0,1.0
OR2B3,1.0,1.0,0.775495666742021,1.71016565320599,0.581959283291846,1.71016565320599
OR2B6,0.347033054272675,-2.9378208238672,0.268236120344139,-3.89833838539581,0.823761373461893,-1.32694899352788
OR2C1,1.0,1.30857942887481,0.0452901578827679,8.40262210386178,0.0411482436145362,6.42117850735803
OR2D2,0.127500767867748,8.55643547927936,0.291128845807962,4.18259952588324,0.558346232576443,-2.04572190723244
OR2D3,1.0,1.0,0.0729580917453178,8.76792519631936,0.0228954612900567,8.76792519631936
OR2F2,0.294655760803029,-2.46333883592649,0.184498437279703,6.15841374254405,0.00912425550340379,15.1702597397122
OR2G6,0.106739999045536,-4.72419643775864,0.815029461438546,1.48942764130904,0.0472217177902338,7.03634875737142
OR2H1,0.0337757020036925,-6.51835180339584,0.420179235120374,2.57574558456801,0.0034731501667144,16.7896158762577
OR2H2,1.0,1.38004055810974,1.0,1.0,1.0,-1.38004055810974
OR2J1,0.829268292682917,-1.52659774076193,0.160488672345305,5.19725755011066,0.0218948732336682,7.93412163415681
OR2J2,1.0,1.0,0.103430717152685,9.01596395706652,0.0363677031819821,9.01596395706652
OR2J3,0.00291440644899563,-29.8128342604592,0.818124965451879,-1.27545272963004,0.0042726739561593,23.3743153061476
OR2K2,1.0,1.0,0.175273893515012,5.40100965877336,0.0765099701223192,5.40100965877336
OR2L13,0.821538497059242,1.39347985349491,0.203586658870941,-4.06516695022517,0.106394376177934,-5.66472824623213
OR2M2,0.00413922318632949,-21.8142940792577,0.885472519956079,-1.10251381304359,0.00432590183497687,19.7859598865589
OR2M3,0.000351843393692651,-51.3855397342101,0.856442149805067,1.31429948715335,0.000166258376726622,67.5359885197707
OR2M4,0.101525387995197,-5.11593338731964,0.720432957852868,-1.68429356095691,0.247482694505975,3.03743569761858
OR2M5,0.00320386675500553,-26.0921716807568,0.874625070296962,1.32226379513772,0.00167941598593063,34.5007339499826
OR2M7,0.00863610379221109,-12.135024118426,0.282809678868254,3.95281376187803,0.000355385192442877,47.9674903360359
OR2S2,0.678372350848608,2.09720913059371,0.969794761542579,1.19368489570796,0.692385921961901,-1.75692022085098
OR2T1,0.14240739404282,-4.00281239659831,0.320053995129585,5.23505829764706,0.00976323329404096,20.9549562507365
OR2T10,0.0656090304350345,-5.29789616323599,0.582878662795964,2.13183378821934,0.0113140204471705,11.2942340472641
OR2T11,0.120692528124415,7.54943941073682,0.122718210172125,7.34837548666678,1.0,-1.02736168346798
OR2T12,0.0226563698250828,-9.47588319413853,0.116899892344713,-5.16852572809274,0.582719094690456,1.83338222399355
OR2T2,0.0162128439474183,-13.4525099312609,0.561701377404413,2.41026230770216,0.0032424010529114,32.4240776313072
OR2T27,0.829268292682928,-1.52876618353233,0.0775047885405629,12.08576569568,0.0088009452450408,18.4763098976507
OR2T3,0.0482730865862276,-5.2539331394719,0.0136655477422371,20.185940710367,1.61952123467019e-05,106.055582849612
OR2T33,0.213858604529544,-3.2570713864449,0.640130718428959,-2.01281173492156,0.591787982886231,1.61816991124201
OR2T34,0.000579634039366245,-26.8264150395785,0.699584768922508,-1.44280429169954,0.00130657053748,18.5932459405001
OR2T4,1.0,1.02048717729183,0.535873491490286,2.7304466042118,0.429724842357798,2.67563048803597
OR2T6,0.00780708502388942,-16.2136251238668,0.946967749470619,-1.02810360390906,0.00761234777659,15.7704195007383
OR2T7,0.0131573367388082,-10.5309361354591,0.82429919479632,-1.23318385747701,0.018984267403702,8.53963184127675
OR2V1,0.452391654686643,-2.18933777862815,0.0727700530875849,8.41981463070238,0.00947902024239468,18.4338182600427
OR2V2,0.00550339969015152,-12.6891559516649,0.27578373182956,3.6426120397696,0.000189711408824574,46.2216722440488
OR2W3,0.583834120298487,1.29668091485458,0.900940619832269,-1.04855615818761,0.460948945184626,-1.35964275847511
OR2Y1,8.95427862314251e-05,-58.5368044713256,0.33201133379456,2.96726177865612,4.2666572109769e-06,173.694022552431
OR2Z1,0.00405217721015539,-21.7012212988926,0.798516016366912,1.47658507187035,0.00164722718635223,32.0436994112998
OR3A2,0.108819494958343,6.4812439841191,0.0222179375331845,19.3866554554954,0.29734349855495,2.99119358922427
OR3A3,0.00355023085843051,-22.5069217105387,0.46467671533202,2.64494303037715,0.000445431497797448,59.5295257135336
OR4A15,1.0,1.0,0.0545652509294089,14.5644525278716,0.014903521527984,14.5644525278716
OR4A16,0.067952044064522,-6.07345958727592,0.520871863868791,-2.33006541152192,0.304248793511709,2.60656184038582
OR4A5,0.0166569073936743,-12.5509803450413,0.199997767350226,-4.85645909239705,0.293869400861785,2.58438918278757
OR4A8P,1.0,1.0,0.775488617702692,1.71015196958443,0.581952698294493,1.71015196958443
OR4B1,1.0,1.0,0.055178193361058,11.7821241177355,0.0162626540628413,11.7821241177355
OR4C11,1.0,1.0,0.0719619192849743,12.2166557242496,0.0229897146166672,12.2166557242496
OR4C13,0.314936597104733,-2.59409910684055,0.340802471927155,3.91428554769941,0.0287861675424784,10.1540446432059
OR4C15,1.0,1.0,1.0,1.46403037947949,0.97872340425533,1.46403037947949
OR4C16,0.222041869237953,-3.26739171752132,0.86376874334786,1.59792306377842,0.0826574806995387,5.2210405838259
OR4C3,1.0,1.0,0.30024701584193,3.34853112678086,0.161665744342314,3.34853112678086
OR4C46,0.244085843830863,4.70036135832798,0.0307939520316453,32.1900527665749,0.137337453749979,6.8484208580137
OR4C4P,1.0,1.0,0.0277667011383204,18.060166232485,0.00589902236951028,18.060166232485
OR4C5,0.461396836941683,-1.87054343724395,0.481837923492949,-1.87054343724395,1.0,1.0
OR4D1,0.317691856172726,3.22750689252839,0.575685408811332,1.96417455041444,0.765116932623132,-1.64318741012472
OR4D11,0.0454712912857331,-6.85261393944192,0.163382534849131,7.19478236348998,0.000895324538928711,49.3030659153024
OR4D2,0.0175414538644813,-14.1146926274372,0.928445991719718,1.25308572847446,0.0117482820098838,17.6869198932453
OR4D5,0.297615859288017,-2.66455280717797,0.21084409363789,6.27586152952451,0.0079363622555743,16.7223644559548
OR4D6,0.010421912051849,-14.2952727716124,0.934786177744005,-1.09355182567214,0.0112144000459885,13.0723322260707
OR4D9,1.0,1.0,0.0222801623902368,20.8387321974267,0.00433208453173631,20.8387321974267
OR4E1,0.0206993712363509,41.4725232393468,0.0477785245719959,19.2407349002695,0.559719267107251,-2.15545422013823
OR4E2,1.0,1.0,0.0427278893896233,14.2008197052737,0.0107331177269434,14.2008197052737
OR4F13P,0.173026775494704,7.89652488215933,1.0,1.0,0.0819730285472581,-7.89652488215933
OR4F15,0.586662070880482,2.48351428792754,1.0,1.0,0.415410842938425,-2.48351428792754
OR4F28P,0.0694841871547189,-6.20638253221127,0.656640260478033,2.14613236891671,0.0187140124255718,13.3197184462579
OR4F6,1.0,1.0,0.449890291530804,2.53687906844195,0.280003109257885,2.53687906844195
OR4K1,1.0,1.0,0.367452467459323,2.93064854007544,0.212615679661705,2.93064854007544
OR4K14,1.0,1.0,0.0276001785289541,13.9101409024484,0.00597580497749024,13.9101409024484
OR4K15,1.0,1.0,0.0369076916445096,29.085961436007,0.00846111421305267,29.085961436007
OR4K17,1.0,1.0,0.54799295430091,2.13060649365873,0.367048883043446,2.13060649365873
OR4K2,0.225982465530824,-3.12138429397542,0.242031815857414,-3.12138429397542,1.0,1.0
OR4K3,1.0,1.0,0.755016219790925,1.79483921229417,0.562950870712418,1.79483921229417
OR4L1,0.448977532390668,-2.0584441742952,0.46916668887376,-2.0584441742952,1.0,1.0
OR4N2,0.252194244621464,4.35208948458555,0.0505873487209261,17.2025020504401,0.249420586493014,3.9526995277484
OR4N5,1.0,1.0,0.170715838999628,5.56844581636726,0.0734449251807373,5.56844581636726
OR4Q2,0.0406568999220026,-8.44729920102817,0.0465166916070032,-8.44729920102817,1.0,1.0
OR4S1,1.0,1.0,0.478154565726203,2.6032541387356,0.302656094813855,2.6032541387356
OR4S2,1.0,1.0,0.138418027994364,6.39092304084553,0.0550542263531333,6.39092304084553
OR4X1,1.0,1.0,0.0284892119484253,27.2007339587276,0.00595756669360469,27.2007339587276
OR4X2,0.0137174562621167,-12.6675949648708,0.484508485237512,2.65747282535146,0.00206610683314414,33.663789381703
OR51A9P,0.276502393720719,-2.81443415556342,0.0591562627117999,14.6743044089608,0.000582357938312931,41.2998635377142
OR51D1,0.00594951663748033,-20.378615001311,0.69504458121517,1.8041906811211,0.00171525477428562,36.76690727952
OR51E1,0.0484824088487159,12.5045220158302,0.0245447408865544,21.026519840712,0.645303475843046,1.68151328088298
OR51E2,0.066871238217483,-5.57029683823536,0.341927950436602,3.74730955037851,0.00542540794535786,20.8736265403626
OR51L1,0.113260009455798,-5.15130857285051,0.124639451738997,-5.15130857285051,1.0,1.0
OR51Q1,0.829268292682971,-1.50508997980779,0.85,-1.50508997980779,1.0,1.0
OR51S1,1.0,1.0,1.0,1.45693880915488,0.978723404255328,1.45693880915488
OR51T1,1.0,1.0,1.0,1.47982315305932,0.9787234042553,1.47982315305932
OR51V1,0.0546948859325771,22.2383073930274,0.0804727529517614,14.8157532725677,0.793822090106426,-1.50099066742715
OR52A1,0.586661284564922,2.48351341995341,1.0,1.0,0.415410140674302,-2.48351341995341
OR52A4,0.829268292682922,-1.68599983838641,0.850000000000015,-1.68599983838641,1.0,1.0
OR52B3P,0.020246920511426,-10.9665721177641,0.497343211610173,-2.25065309648944,0.0874156917678581,4.87261770144395
OR52B4,0.869929956646603,-1.16631678987872,0.712377766772305,-1.61805682100864,0.850609321802195,-1.38732189663229
OR52E2,1.0,1.0,0.0446246877511014,16.063865917839,0.0117525571169361,16.063865917839
OR52I1,0.00799429351857769,-22.0650201531844,0.609262473581164,-1.8462678639403,0.0203865237980362,11.9511478177892
OR52I2,0.178974102663727,-3.03801260958416,0.523837294725523,2.20543924193258,0.0270688680384682,6.70015222666292
OR52J1P,0.829268292682925,-1.52009449510237,0.84999999999998,-1.52009449510237,1.0,1.0
OR52J3,0.137886627101937,10.1366133741957,1.0,1.0,0.060426417190978,-10.1366133741957
OR52K1,0.230460764956619,-3.27719980157587,0.246694379924081,-3.27719980157587,1.0,1.0
OR52K2,0.282464112488738,-2.45814458502521,0.0595273801805526,12.4718615238002,0.00144137333367208,30.6576388699138
OR52L1,0.102953352092298,-4.23597477444429,0.0544847145667188,14.0560364869243,0.00030545178402386,59.5410159872799
OR52M1,0.829268292682936,-1.64780691079318,0.849999999999988,-1.64780691079318,1.0,1.0
OR52W1,0.060124251043412,-9.07931640733079,0.642800052041181,-1.73077622918154,0.133275964411494,5.24580604600992
OR56A1,0.673568302183883,1.6652147672949,0.0869403256480049,7.79974847314622,0.110451561619937,4.6839294404149
OR56A3,0.00330425625530985,-32.3479354858904,0.466221789109602,2.96641110570406,0.000452229811934427,95.9572750719439
OR56A4,0.00202452636511026,-17.3142995470009,0.105413944637774,5.3245688475855,9.13929797204903e-06,92.1911799857246
OR56B4,0.183383345938561,-3.25672922090785,0.562448417892692,2.20710675568971,0.0259323376514429,7.18794906491781
OR5A1,0.424712551485055,-1.78569792856048,0.251757108506708,3.62786770867624,0.0170485043305563,6.47827585247464
OR5A2,1.0,1.0,0.123777154342109,6.78164674737963,0.0472378484026569,6.78164674737963
OR5AC1,0.829268292682941,-1.69526813467647,0.849999999999998,-1.69526813467647,1.0,1.0
OR5AC2,0.829268292682892,-1.68652798557858,0.850000000000022,-1.68652798557858,1.0,1.0
OR5AN1,1.0,1.0,0.287620293827394,3.74265852163065,0.151162302135032,3.74265852163065
OR5AP2,1.0,1.0,0.297219950456729,3.40782963239606,0.159568138346754,3.40782963239606
OR5AR1,0.113765778985526,-4.03438255493702,0.325027665530092,3.73500848867773,0.0081331194599325,15.0684530892631
OR5AU1,0.00562845073911216,-17.8051120940215,0.520754215041438,-2.03534019626154,0.0222899594630642,8.74797841005916
OR5AZ1P,0.00567749843160076,-11.8439534763998,0.119668884322139,6.04976879801613,4.0486451821483e-05,71.6531801866784
OR5B12,0.0904903321732594,-5.25643816121335,0.100275671707664,-5.25643816121335,1.0,1.0
OR5B17,0.236932718729201,4.57639419642708,1.0,1.0,0.126312921316487,-4.57639419642708
OR5B2,1.0,1.0,1.0,1.38651992882984,0.978723404255296,1.38651992882984
OR5B21,0.0132566066508623,-11.6865054085434,0.563302098243727,-1.9507746016841,0.0475731357705722,5.99070000114542
OR5B3,1.0,1.0,0.0780268959092615,12.0631002870687,0.0244437180464348,12.0631002870687
OR5BS1P,0.188990346082673,-5.58511276205165,0.952566135380003,-1.01242220364088,0.187491676317991,5.51658462444466
OR5C1,0.121448840081329,-5.12308210984959,0.394257156691346,2.77331180953645,0.0130977781771492,14.2079041164708
OR5D14,0.31352839656285,-2.59402173889348,0.459211826806349,2.87502388444841,0.0508020991903058,7.45787445609716
OR5D16,0.829268292682924,-1.70548507072064,0.103721566465827,9.51617726636126,0.00571245683019007,16.2296982581103
OR5D18,0.0285221715396139,-9.04761476661912,0.351364211628441,-2.71815477815526,0.169217011874335,3.32858703975625
OR5F1,0.0581445247616188,-8.84271020453929,0.648431028865568,2.04779164530194,0.0178439130711713,18.1080280786817
OR5F2P,1.0,1.0,0.766748607725968,1.94783988184354,0.573810533390467,1.94783988184354
OR5G5P,1.0,1.0,0.768096123251258,1.64604457356169,0.575062951389836,1.64604457356169
OR5J2,0.825985849609262,1.8211804040074,1.0,1.0,0.652704760994571,-1.8211804040074
OR5L1,0.0127817881691316,-11.6603011829677,0.747237061545377,1.58009966014405,0.00463865225332417,18.4244379363846
OR5L2,0.021939527230914,-11.1055654794155,0.873035793793716,1.3621089491307,0.0123954582061395,15.1269901246688
OR5M1,0.0483148302135287,-9.68412371153841,0.0550192058173355,-9.68412371153841,1.0,1.0
OR5M10,0.102051101426926,-5.36086564271948,0.112669373988346,-5.36086564271948,1.0,1.0
OR5M11,1.0,1.0,0.0214791935418331,15.5844597329141,0.00445490007056292,15.5844597329141
OR5M12P,1.0,1.29648711849324,1.0,1.0,1.0,-1.29648711849324
OR5M14P,0.278773580439887,4.73862562541481,1.0,1.0,0.155539689942304,-4.73862562541481
OR5M9,0.308123727367786,-2.47811343765133,0.326315152242605,-2.47811343765133,1.0,1.0
OR5R1,0.252895136964971,7.32179986992282,0.320658512908961,5.63020579436762,0.888157536552348,-1.30044977703079
OR6A2,1.0,1.0,0.0145088893631526,26.8952927460671,0.00237974141125051,26.8952927460671
OR6B1,0.0517804384743851,-7.31061917307463,0.645412167555749,2.1218324054116,0.0135177656444031,15.5119086650531
OR6B2,0.289411606992866,4.04025118750133,0.350661528632157,3.49410503619979,0.984467311609611,-1.15630501820733
OR6B3,0.313298891572417,-2.84923208492911,0.968466941449492,-1.03003342601293,0.344703137775299,2.76615497417203
OR6J1,0.0711188216027492,-5.66995379745069,0.388437181651414,3.6795960768774,0.00657319326980093,20.8631397491757
OR6K2,0.483523943129045,-2.3513947281217,0.715286936270238,1.85527702331172,0.24170500248714,4.3624886118205
OR6K3,1.0,1.0,0.048134458098324,9.36097867628902,0.0130584633607071,9.36097867628902
OR6K4P,1.0,1.0,0.768100964230388,1.64605211692848,0.575067452645615,1.64605211692848
OR6K5P,0.0338134649671665,-8.39109325729999,0.593739960780795,2.36674596151399,0.00613644185295111,19.8595860794021
OR6K6,1.0,1.0,0.752019780297031,1.75471242532806,0.560190126950413,1.75471242532806
OR6M1,0.829268292682936,-1.52447140479457,0.22262205603973,3.70128030022755,0.0333704715635684,5.64249597882636
OR6N1,1.0,1.0,0.0138647534349141,27.9450078052246,0.00223126859522143,27.9450078052246
OR6N2,1.0,1.0,0.109007785989596,7.87631424457012,0.0393935699375495,7.87631424457012
OR6P1,0.0060577069916678,-22.3802315309265,0.780002769096549,1.61101618684384,0.00243011186854424,36.0549152616355
OR6S1,1.0,1.0,0.0329573445625683,16.655883644062,0.00747054941262715,16.655883644062
OR6T1,0.0127450642676206,-18.4945424784124,0.420189814830116,-2.64114405079082,0.0631303387594064,7.00247397444101
OR6V1,0.220654792598491,-5.18549904485465,0.711065373723193,1.93931108305316,0.0937307720485482,10.0562957688482
OR6W1P,0.0261886198560696,-8.06930945265431,0.181996188961748,5.88409282142975,0.000641270603446732,47.4805658242585
OR6X1,1.0,1.0,0.0453677603428869,13.9547881941816,0.0116584579955841,13.9547881941816
OR6Y1,0.0202595428996775,-11.171629074643,0.468834982665326,2.86356060589195,0.00294182317290494,31.990636921785
OR7A10,0.104955586705277,-4.10575750172001,0.312016064828276,3.57297318238834,0.00653324555685718,14.6697614470354
OR7A11P,1.0,1.0,0.181397876679001,4.57553624602766,0.081323813934969,4.57553624602766
OR7A15P,0.0649478731594814,-7.34056123377734,0.0730223286329602,-7.34056123377734,1.0,1.0
OR7A17,0.260841609533835,-3.66591880103649,0.431888175014264,2.77489380224627,0.0429027286788599,10.1725353605342
OR7A5,0.00619236254064045,-24.0989757252774,0.70716491424032,-1.50924671105243,0.0112975355196398,15.9675522555705
OR7C1,1.0,1.0,0.750948812504413,1.74137607619546,0.559204657356984,1.74137607619546
OR7C2,0.00355646209063153,-20.2465016197232,0.772401893811054,-1.34231170985698,0.00607272723656626,15.083308497607
OR7D2,0.000724816896114141,-63.6933405796983,1.0,1.05030763308667,0.000602152680744744,66.8976017876458
OR7D4,0.0955971120159991,-4.11223566976373,0.0442527059432916,14.6668963716552,0.000181676442394548,60.3137344242485
OR7E14P,0.0883569957681432,-4.18683550775368,0.257674251608248,3.95879854675571,0.00264379441424093,16.5748383236005
OR7E154P,1.0,1.52039443494978,1.0,1.0,1.0,-1.52039443494978
OR7E161P,1.0,1.0,0.449890088126562,2.53687898161844,0.280002948035614,2.53687898161844
OR7E24,0.291774094436093,-3.272799979392,0.142166662228731,-6.4076170192169,0.614516359216588,-1.95783948287829
OR7E47P,0.00354345996598922,-21.3683559873138,0.955916718675739,-1.04033427085307,0.00342191031592087,20.5398943262648
OR7E5P,0.377396838785771,-2.69662060946573,0.383144931037767,3.44684481257753,0.0535807056805405,9.29483275922662
OR7G1,0.829268292682903,-1.65506829494411,0.618896722481407,2.16314951984819,0.07797493182598,3.5801601875243
OR7G2,0.115009437336344,-4.88305342454849,0.137915211930704,10.8928919329353,0.00212236718587623,53.1905732563561
OR7G3,0.60280232517835,-1.74247414604454,0.268511488879831,4.71765195074428,0.0396641704376017,8.22038655420853
OR8A1,0.128839391358364,-4.19173842308989,0.534204496575752,2.45363019285064,0.0227567626489243,10.2849759554255
OR8B12,1.0,1.0,0.0250146312904534,20.9051944960786,0.00506804955135912,20.9051944960786
OR8B4,1.0,1.0,0.577960094390086,2.20129716827573,0.39247975776817,2.20129716827573
OR8B8,0.0606035506434822,-6.85228699893527,0.068233187897144,-6.85228699893527,1.0,1.0
OR8D1,0.0274121920429868,-9.52267441624943,0.352934317671913,3.9637197991645,0.0019257482133831,37.7452131246851
OR8F1P,1.0,1.0,0.236473516282115,3.91750243649946,0.115994358729215,3.91750243649946
OR8G1,1.0,1.0,0.0279856849721672,26.2878029515313,0.00582696095868146,26.2878029515313
OR8G2P,0.457197835241135,-1.86212652471292,0.350941329138952,3.60363993315084,0.0398315060318025,6.71043350503489
OR8G3P,0.12664374956127,-4.19166280998426,0.263743902727843,4.69005308950065,0.00724722075419395,19.6591211121116
OR8G7P,1.0,1.0,0.20897388052701,4.00503765055861,0.0987626876205906,4.00503765055861
OR8H1,0.444799524036887,3.23193696460433,1.0,1.0,0.288263338108042,-3.23193696460433
OR8H3,1.0,1.0,0.343860419257736,3.54098986862484,0.192670263901089,3.54098986862484
OR8I2,0.0232139649014571,-11.4760572261424,1.0,1.06577745581642,0.0194605445390726,12.2309230732817
OR8J1,0.125219991317395,11.7579686946414,1.0,1.0,0.0529644678686435,-11.7579686946414
OR8J2,0.225994775846725,5.91076798497656,1.0,1.0,0.117154243705531,-5.91076798497656
OR8J3,0.0881524765313958,-4.99800771110902,0.0977629904003422,-4.99800771110902,1.0,1.0
OR8S1,0.00451608169087332,-16.7635347265044,0.473993869928985,2.44355632645553,0.000560689609467821,40.9626413347068
OR8U1,0.264104780755889,-2.3924697782417,0.976091578312101,-1.07101328212689,0.361385186522396,2.23383763597271
OR9A2,1.0,1.0,0.0333500075364113,20.201511630209,0.0077474985705891,20.201511630209
OR9G1,0.472333726704148,-2.11970387389595,0.815237163438429,1.4347686621163,0.299931417312671,3.04128469123242
OR9G3P,0.0355140140437152,-9.17170854463624,0.415318009880169,2.67979241407457,0.00360409150061655,24.5782749820191
OR9K2,1.0,1.0,0.369160471059734,2.97332427825516,0.213884884560323,2.97332427825516
OR9P1P,1.0,1.0,0.583642779485622,2.29022293682397,0.397360610124225,2.29022293682397
OR9Q1,0.0460946614344261,17.5131716229859,0.0394271958318317,20.2533032254362,0.901428934862954,1.15646118598266
OR9Q2,0.0353992144752369,-7.12189432053674,0.301134601738673,3.86547120640755,0.00213196318734263,27.5294774311122
OR9S24P,1.0,1.0,0.0325927587276005,15.8611754853664,0.00739598906755823,15.8611754853664
ORAI1,0.726185540697566,1.18353206487746,0.424981030255825,-1.41472333674004,0.2117670448476,-1.67437043196227
ORAI2,0.853853992859115,-1.04857879916409,0.371328642419326,-1.27945895596423,0.439387758301658,-1.22018388792926
ORAI3,0.796302193791179,-1.23902871780581,0.543211667762457,-1.78411969844149,0.711568947849305,-1.43993409741219
ORAOV1,0.16923077416122,2.17579180161398,0.0565990437543044,2.97283705326567,0.51413355314447,1.36632422783304
ORC1,0.00693318020764493,-10.5639681525877,0.945048249408695,-1.02922985064988,0.00622999349052461,10.2639543012839
ORC2,0.992294798674078,1.00128543289802,0.581638589108767,-1.20573382416994,0.55596973369263,-1.20728371409378
ORC3,0.539155491583795,-1.26414019403441,0.0767359934340254,-2.00773728498366,0.209409598712634,-1.58822359613146
ORC4,0.0273187993482125,1.65190549594078,0.00973304999065539,-1.77436755605218,2.94827520175289e-07,-2.93108751766162
ORC5,1.0,1.01603616117392,0.0932426509263785,-2.43243011178615,0.0721536980311338,-2.47143695310305
ORC6,0.155344838655698,-3.77879801148797,0.897330071750262,-1.0880078767449,0.171249800948862,3.47313479273089
ORM1,0.88767845652985,1.25653334477036,0.0183729538209212,18.6275124207784,0.00882231751167084,14.8245269401766
ORM2,1.0,1.10238572218838,0.0899099515523339,7.96050457660311,0.0804546930182954,7.22116081184401
ORMDL1,0.811079610638058,-1.12913827496124,0.907973076966615,-1.0515965092987,0.897318541288873,1.07373718434482
ORMDL2,0.899063744351738,1.25949564634711,0.795358953124147,-1.25520831844649,0.646346994877307,-1.58092941234202
ORMDL3,0.360359405088578,-1.33831457807961,0.423497772868322,-1.29462382295783,0.911824851414848,1.0337478380569
OS9,0.884388142984303,1.04726012824676,0.0604276419255796,-1.69163559912414,0.0286446743718842,-1.77158251448553
OSBP,0.931275921614348,1.02660757908535,0.893883370053096,-1.03180973337028,0.808433945445583,-1.05926369245196
OSBP2,0.957821404485791,1.01973315053204,0.090605358491572,1.65501502256861,0.0681907751165034,1.62298834916284
OSBPL10,0.624674159288863,1.25860385297064,0.497843450552389,-1.34158215252429,0.203717530085953,-1.68852046624372
OSBPL10-AS1,1.0,-1.15561561226962,1.0,-1.07144255303861,1.0,1.07856049677353
OSBPL11,0.283660086501153,1.33626433554337,0.145064692057481,1.4883379121318,0.659452509763181,1.1138050103886
