gene,mean_abs_log2fc,max_abs_log2fc,mean_base_expr,mean_lfcSE,mean_abs_wald,n_cell_types,n_contrasts,n_total_deg_entries,direction_consistency,label
PAX6,2.63919875734338,2.63919875734338,2.46470421875192,0.881195660811636,2.99502014673167,1,1,1,1.0,1
PAX8,0.883562117875976,0.883562117875976,29.5207872715942,0.231489081677552,3.81686303074421,1,1,1,1.0,0
PAX9,4.921638080928857,6.7226138706096,3.5451444461314168,0.6557113372860778,3.9607222961499198,1,2,3,1.0,1
PAXBP1,0.5555619935457471,1.09109356169894,1842.1891845810799,0.16229403195542627,3.307594235418493,3,5,6,0.6666666666666666,0
PAXIP1,0.2729521174689215,0.387147107660944,457.83523747157153,0.10486416347671196,2.692279285217385,2,2,2,0.5,0
PBDC1,0.8514585314373635,1.43709220921069,179.99423248748525,0.1335844491511308,3.38097366097386,2,3,4,1.0,0
PBK,2.16580271316129,2.40345473726818,4.531463817410787,0.6891305551008137,3.145876545816257,3,2,3,1.0,0
PBLD,1.1341944058188496,1.41400117739463,102.93338518704874,0.30383628540377,3.792493481289464,2,4,5,1.0,0
PBX1,1.2691731917280336,2.44141987426563,159.62772074099829,0.2569811624010511,3.8157979478842656,4,6,10,0.7,1
PBX2,0.6879299466563372,1.26086108594446,2106.295396756565,0.12551910607538758,3.585643779897135,3,4,6,0.6666666666666666,0
PBX3,0.46230034505813905,0.567072685242248,254.41755590301534,0.15379041996107568,2.9891890895785167,2,3,3,1.0,0
PBX4,0.8805615668565857,1.64526810644437,166.94392527769034,0.20260682065778837,3.363883595153986,5,6,14,0.7142857142857143,0
PBXIP1,0.660395007959112,1.15092381725035,2731.001940575314,0.08617662771336554,3.2361948704993666,2,3,3,0.6666666666666666,0
PC,1.25501073708105,1.25501073708105,58.2948204453987,0.431742795409908,2.90684812907997,1,1,1,1.0,1
PCBD2,0.9232535057016564,1.3025861048538,295.08350145015896,0.24310648514821998,3.3992511251525204,2,6,12,1.0,0
PCBP1,0.5790878403950058,1.07995131997829,4159.265708327178,0.17400411459310108,3.3089127829970413,4,6,12,0.8333333333333334,0
PCBP2,0.7294711625782333,1.23592438375112,5587.976679069738,0.17333028283134225,4.069856565756686,2,3,4,1.0,0
PCBP3,0.8571115489082383,1.05854313638516,54.422206328737346,0.258223242210513,3.326793836959765,2,3,4,0.5,0
PCBP4,0.8605811872200098,1.58299550570287,132.0792027302893,0.24461033414973107,3.484415373631881,3,6,10,0.9,0
PCCA,0.820543638968255,0.852083466475992,158.8137261922395,0.22398581591608802,3.7393187502583096,1,1,2,1.0,0
PCDH10,3.50230447187087,3.73510968360929,5.301182892123503,0.5372005729870767,3.7861555393192163,1,2,3,1.0,0
PCDH11X,0.9464778564880235,1.02472458936752,14.55329746000085,0.345584529966391,2.73722295183638,1,2,2,1.0,0
PCDH11Y,1.7395545476943912,2.40679662837857,8.668540479810877,0.46179345190207566,3.7073625433337796,1,2,3,1.0,0
PCDH12,1.0691565663448763,1.25916025673734,116.01996481356781,0.30020850026760754,3.547605161026013,1,5,6,1.0,0
PCDH15,3.465350173372715,4.81220515958841,81.76275939116327,0.2413374485640104,4.392003047376202,1,4,6,1.0,0
PCDH17,3.1840651508712097,4.62638459332735,15.434038355992492,0.41945353777522104,4.383974924312899,2,4,6,1.0,0
PCDH19,1.43356104202137,1.43356104202137,7.91515923544799,0.472423223569047,3.03448469613994,1,1,1,1.0,0
PCDH20,4.32937083182743,4.46836027267516,5.048067278412135,1.1762117571399449,3.686624291115845,1,1,2,1.0,0
PCDH7,3.2775645909038897,4.92515932606239,39.62781295414308,0.33025213284461014,4.714471233360284,1,6,9,1.0,1
PCDH9,1.8240646006389278,2.78045756235307,465.9475990718988,0.27228103908456724,4.241760133731224,2,4,8,1.0,0
PCDHA10,1.25785709336338,2.40586663324385,56.28798967656013,0.22880717000404327,3.7070230895654905,3,6,12,1.0,0
PCDHA5,2.5324597286967467,2.74925571057255,16.534677628054766,0.33727056145796647,4.453557667061793,1,2,3,1.0,0
PCDHA9,1.369366542063975,2.0561040531859,30.0424909657265,0.32990480924252225,4.002639609506782,1,3,4,1.0,0
PCDHB1,1.5818691643846685,2.71260734911951,167.1065338492404,0.2512602539890514,4.599533551661502,2,4,7,1.0,0
PCDHB11,1.528519029006296,2.08721854725465,23.68225454593383,0.35749344558841334,4.144299422721463,1,2,3,1.0,0
PCDHB13,1.8399733201952317,2.71480370935946,35.37717657290677,0.33419126104645364,5.130086458838087,2,2,3,1.0,0
PCDHB14,2.106458220950635,2.58711334638686,28.06608776763835,0.32206578740508623,4.087574379276255,2,3,4,1.0,0
PCDHB16,1.4021986560958455,2.26623839901767,45.642883500556266,0.23739467110663764,4.000967038230327,2,5,10,1.0,0
PCDHB2,2.1916404475098568,2.84250237586039,9.712683505799989,0.6009899659615976,3.6019516300947196,2,2,3,1.0,0
PCDHB5,3.55925285930144,3.55925285930144,0.567737772705766,1.22202033850975,2.91259707153641,1,1,1,1.0,0
PCDHB9,3.33278802752588,3.54673657691603,27.0922060304692,0.583628538295184,5.75210381407559,1,1,2,1.0,0
PCDHGA1,1.685522643804501,2.26016121503918,40.4795416269801,0.23781822676736064,4.163228361348832,2,3,4,0.75,0
PCDHGA10,2.3877184031600587,3.74912852508667,57.526366812537994,0.28772297164912425,4.960002721540983,2,4,8,1.0,0
PCDHGA5,1.542554032491575,1.64053888423003,15.267438085653449,0.36969437291445,4.34507276161787,1,1,2,1.0,0
PCDHGA6,1.329406470030861,2.24137416782781,45.692776957270674,0.21124437206240598,3.7095544428613385,3,5,8,0.875,0
PCDHGA8,1.4578930117505204,2.85062672030753,45.31783066790102,0.2693099381849889,3.9066363803170745,3,11,20,0.9,0
PCDHGB1,1.02020651108051,1.02020651108051,5.39803622749435,0.354447682037626,2.87829928867248,1,1,1,1.0,0
PCDHGB2,1.18323919045263,1.18323919045263,16.0703066065804,0.398224181220469,2.97128915382853,1,1,1,1.0,0
PCDHGB6,1.78653090365237,2.19738342425938,43.56933750342457,0.2101859073001339,4.252458462397843,1,2,3,1.0,0
PCED1A,0.563567064286187,0.706546417421993,355.79959960838664,0.16970652212462467,3.30366479199384,2,3,3,0.6666666666666666,0
PCED1B,0.8220429749686133,1.30689423602533,559.60640737991,0.1871375663038255,4.396024447869171,2,4,10,0.9,0
PCF11,0.42602366316248735,0.884393836068246,2629.232774020858,0.1155408077182656,3.53506266778994,2,4,6,0.8333333333333334,0
PCGF1,0.6204676176031323,0.701876810703862,101.78600900815604,0.2054647321691855,3.0280770656460625,1,3,4,0.75,0
PCGF5,0.8722959395057083,1.40478988672421,1518.05079670414,0.23024642037392465,3.6407451795827033,1,2,3,1.0,1
PCGF6,0.9555810308926409,1.24829503683647,100.97913774147902,0.26047457996131324,3.638895614676785,2,2,4,0.5,0
PCID2,0.6769209438865547,1.50869402189913,729.6183847320391,0.09867435999503145,3.949350802768148,3,3,6,1.0,0
PCIF1,0.514857886439015,0.882555430430106,755.7033744745377,0.1743453045661302,3.003223917518178,3,4,5,0.8,0
PCK1,3.96254012850207,5.22327012731627,4.843323668176,0.33088137123580114,3.974105904312767,1,2,4,1.0,0
PCK2,0.510772935034037,0.510772935034037,198.682186979799,0.214091468559738,2.38576968279105,1,1,1,1.0,0
PCLO,2.44447060668037,2.44760021614102,7.89596357200636,0.959019416013678,2.5504654447526303,1,1,2,1.0,1
PCM1,0.23373663196349898,0.24825598667191,4208.677686907668,0.08273327583260218,2.8324585153682778,3,3,5,0.6,0
PCMT1,0.6921814285934665,1.31910772888888,475.50810472628547,0.08939081672693316,3.0346929305749613,3,4,6,1.0,0
PCMTD1,0.249284594865583,0.249284594865583,1167.85153596524,0.0827332240613555,3.01311350662113,1,1,1,1.0,0
PCMTD2,0.34919517896466323,0.665067583101618,1598.0148199611276,0.1234957175689791,2.9920841203377426,3,4,4,1.0,0
PCNA,0.7026233709064158,1.16237170917254,330.49738667490044,0.15869826571635365,3.6740982956973953,3,7,10,0.7,0
PCNP,0.3621974139465745,0.446012780057132,1269.808926943282,0.1215982720665171,3.01248683957232,2,2,2,1.0,1
PCNT,0.284258278396033,0.284258278396033,1355.49181402248,0.0951173151068976,2.98850191551948,1,1,1,1.0,0
PCOLCE,0.75969351944845,0.75969351944845,37.915472272619,0.283982076951256,2.67514600781953,1,1,1,1.0,0
PCOLCE2,2.242114892766512,5.27348648600896,14.160087836648293,0.2912561751030031,3.528646696865105,2,4,7,1.0,0
PCP2,1.9697514514902037,3.49063055146455,16.999778660415732,0.2662339633413797,3.17917518254837,2,2,3,0.6666666666666666,0
PCSK1,9.22728140546548,16.0790078653698,4.93858528056992,1.916881631274564,4.105041253832185,2,2,2,1.0,0
PCSK2,3.3108219735096767,4.4317289791404,42.5124409316932,0.22630922200515122,4.308093917375028,2,4,6,1.0,0
PCSK5,2.6884982261949584,5.11815605977725,2375.2523858001123,0.26991567951207895,4.015732512944362,2,6,9,1.0,0
PCSK6,1.2864074455469305,2.35120058992032,227.290676982369,0.28096729422132666,3.941583508904058,2,10,15,0.9333333333333333,0
PCSK7,0.4862545451013249,0.723021226306772,4340.20406026282,0.11703829516913515,3.1956291913742803,3,6,6,0.6666666666666666,0
PCTP,0.8002387498317473,0.977540630859393,126.25974387431489,0.23250217901756953,3.5540201705859213,3,5,11,0.5454545454545454,0
PCYOX1L,1.048950070349653,1.25931922473524,367.511965986013,0.1039038846338882,4.21469805476613,1,2,2,1.0,0
PCYT1A,0.9559400587082341,1.1397311706454,1074.318591935945,0.09032370210123007,3.5460730492224597,1,2,2,1.0,0
PCYT1B,1.8923597694200438,2.86931314469932,85.87745962217801,0.1951847914807812,3.6416859369521584,2,3,5,1.0,0
PCYT2,0.44379174102448066,0.534462200806806,303.7760919261543,0.15422346895917702,2.881400025045437,3,2,3,0.6666666666666666,0
PDAP1,0.520400941216515,0.520400941216515,1342.1710090972,0.150103746855114,3.46694171277968,1,1,1,1.0,0
PDCD1,2.5087442127037733,4.41031498168101,26.238876676233033,0.5690872282033487,3.3647983152974796,2,3,6,0.5,0
PDCD10,0.242013156555874,0.242013156555874,633.448205025284,0.0872967745500667,2.77230353358674,1,1,1,1.0,0
PDCD11,0.6046654227274109,1.2905287997356,566.6600385822366,0.1108542890399834,3.053935321597934,3,4,5,0.8,0
PDCD1LG2,1.23518775140632,1.23518775140632,7.36038044515466,0.4442415574542,2.78044170042255,1,1,1,1.0,0
PDCD2,0.6322331381589498,0.938652750232266,703.784644249979,0.1350366756015099,3.6489356884064783,2,5,6,0.6666666666666666,0
PDCD2L,0.610232273614989,0.610232273614989,29.7751285054812,0.261616638098156,2.33254382462493,1,1,1,1.0,0
PDCD4,0.6808685747672807,1.22934329182342,2547.793368750985,0.07498536704417642,3.0915892190845313,2,4,6,1.0,0
PDCD5,0.6134486363634298,1.23491207219853,241.77867185204582,0.10918219723654558,3.26545011983681,3,4,5,1.0,0
PDCD6IP,0.741268528152338,0.741268528152338,1701.08940084323,0.273923920123377,2.7061109808098,1,1,1,1.0,0
PDCD7,0.311711598620822,0.311711598620822,839.331857559173,0.0968978857767433,3.21690815152581,1,1,1,1.0,0
PDCL,0.963884630426556,1.11654356278996,325.127046062195,0.08813268521372819,3.469695662521423,1,2,3,1.0,0
PDCL2,6.274345572791627,8.52845980268304,3.472339560499497,0.961897871642003,3.3127771803840234,1,2,3,1.0,0
PDCL3,0.70766475069473,0.70766475069473,130.145718397402,0.196634106384244,3.5988911776672,1,1,1,1.0,0
PDDC1,1.1909500608805763,1.77606674520472,420.7314629988377,0.23065973377209215,2.8217913731693134,3,3,3,1.0,0
PDE10A,6.399640214658617,8.70814824350843,91.46437890950949,0.5225669477951205,4.446025958725666,2,4,7,0.7142857142857143,0
PDE11A,1.9136848608056927,4.62105182507096,87.01079128468075,0.374314426061467,4.520300969339675,2,6,8,0.875,0
PDE12,1.47519881595103,1.70208929066903,623.95996775272,0.338333932207148,4.3348546920653,1,1,2,1.0,0
PDE1A,2.8564196450850403,2.92781458708181,7.019641196566787,0.8068400867219023,3.6478354490072404,1,2,3,1.0,0
PDE1B,0.9166468603759029,1.36449152741817,253.34934243419633,0.19186552768117426,3.980655654611547,3,5,9,0.7777777777777778,1
PDE1C,4.3318962022765115,6.40346275950855,47.32864717955261,0.31828576661114194,4.229176702286884,1,5,8,1.0,0
PDE3A,1.898042110828803,3.32703186815693,71.59108106415061,0.2505706472327573,3.312807899180456,1,4,6,0.8333333333333334,0
PDE3B,0.7291192272977811,1.20910196434428,2102.6839343988395,0.14149785482776137,3.9698874288375507,4,7,21,0.9047619047619048,0
PDE4A,0.9706703956745613,1.78842748881998,233.5411121612147,0.1624837712111735,3.8028283218518015,3,5,13,0.5384615384615384,0
PDE4B,1.2630739570585046,2.39808276103306,2256.164039408309,0.17283764511754895,4.196869491967339,3,7,20,0.9,0
PDE4C,2.153168685097602,2.97460915348429,48.58495660782866,0.15346859512895764,4.2531518482474215,2,5,8,1.0,0
PDE4D,0.6706684428213444,1.33684977217625,1473.9801200518345,0.1334983722644278,3.768449654858609,4,7,13,0.8461538461538461,0
PDE4DIP,1.3061294415881712,2.592020723771,1790.0641962617326,0.1454033056579867,4.035473634503669,2,7,10,0.9,0
PDE5A,0.8475244945447075,1.3548463127211,227.77897643426147,0.21268759535891976,3.4479073742535067,3,7,13,0.7692307692307693,1
PDE6A,1.1001685112274762,2.30897622098329,105.21613891027994,0.1923537451302775,3.606332605359849,3,8,12,0.9166666666666666,0
PDE6B,1.324106750174334,2.35206884064934,142.258868154679,0.18627916175790796,3.4138306214837417,3,3,6,0.8333333333333334,0
PDE6C,1.5160547265772157,2.0695189430803,51.65496220756704,0.447361468163998,3.3606908734026213,1,5,8,0.75,0
PDE6D,1.376247291042533,2.06527027171129,152.34978960856938,0.23460768276369864,3.5281146983879674,2,4,4,1.0,0
PDE6G,2.14099012719265,3.03488667917515,24.191050179651793,0.3774521423289367,3.2370291768084933,3,3,3,0.6666666666666666,0
PDE7A,0.6219230842458263,1.30421697658855,3053.929902993841,0.12055394622285853,3.7465237256422363,4,9,20,0.6,0
PDE7B,2.074795961840207,2.39897052000658,40.27702428228124,0.2893167366012726,4.185542714492796,1,2,3,1.0,0
PDE8A,0.6883870444037835,1.38844996917597,572.0705195416919,0.15690829556745323,3.7508133195567694,5,7,20,0.65,0
PDE8B,2.098754699731381,3.16928402683895,48.06300173527393,0.29952542052056425,4.367443841844649,2,5,8,1.0,0
PDE9A,2.37380835995575,2.49648685011728,17.3647783813743,0.645320741928088,3.802671409113585,1,1,2,1.0,0
PDF,1.2071266079780874,1.89476087783827,69.7846591384602,0.385869403313755,3.0448437638702504,2,2,3,0.6666666666666666,0
PDGFA,2.605208180154015,4.08131254728005,385.9127454036783,0.206571105237847,5.642027550180677,2,5,10,0.9,0
PDGFB,1.7676407937456617,3.0383464256647,47.718421549558904,0.47690780636348484,3.7213668771260093,3,5,13,1.0,0
PDGFC,1.9005449834860542,3.31259487974625,39.27575163535617,0.5067214892102233,3.5516329082076057,4,7,14,0.5714285714285714,0
PDGFD,2.0628156600542495,4.11687212443123,86.98776948749338,0.4457516965660017,4.065432472737059,5,9,22,1.0,0
PDGFRA,3.4226850925457697,5.8579201569021,22.13448082496949,0.2927792366251548,3.6414251019046815,2,4,5,0.8,0
PDGFRB,3.79340515930042,3.79340515930042,8.52599407657588,1.15535900619274,3.28331292608422,1,1,1,1.0,0
PDGFRL,3.30648485841183,3.44221677860362,4.139533911244875,1.074012597037005,3.0788926535594,1,1,2,1.0,0
PDHA1,0.741800908050053,0.741800908050053,517.972269028367,0.200433894726398,3.70097537176857,1,1,1,1.0,0
PDHB,0.302828833496049,0.310872863791824,667.2653268349067,0.08286176784860123,3.6960011817841067,2,1,3,1.0,0
PDIA3,0.9247820189798068,1.36095000666289,1651.418868570547,0.1807810272904488,4.049253403418057,2,5,7,1.0,0
PDIA4,0.5802679107073014,1.04881158508932,1096.5500827147705,0.14321697207853537,4.074396151027184,4,4,15,0.5333333333333333,0
PDIA5,1.089378481612358,2.16501928202834,72.35031400066042,0.1864696150549403,3.47123220230533,2,4,9,1.0,0
PDIA6,0.4926702336419619,1.18448618158013,1121.1115957414795,0.1313850713744358,3.7596151133085534,4,7,20,0.7,0
PDIK1L,0.4379920152621774,0.796826702610956,244.22237319065562,0.16017399686753722,2.8999966443323624,4,3,5,1.0,0
PDK1,0.5309111622213266,0.783393363526489,1188.2852308871377,0.15800647013554708,3.431768824489902,4,7,13,0.6923076923076923,0
PDK2,0.559948788269457,0.691667414683352,252.1054122633935,0.1749096541221275,3.176333536610685,1,1,2,1.0,0
PDK4,1.4979684037794996,2.69115598264932,429.69292226335693,0.3928518369458911,3.875010898800882,4,9,19,0.8947368421052632,0
PDLIM1,0.950791880979466,1.29271333985734,275.09216242268326,0.18744810443359655,3.2216384528769875,2,3,4,0.75,0
PDLIM2,1.8719608753144452,3.2238230823133,861.8365517003643,0.18489926190452777,3.8793958152662333,3,2,3,0.6666666666666666,0
PDLIM3,1.7820741363669665,1.89358980231453,20.41786100932143,0.27713458865498947,3.7741938714088197,1,2,3,1.0,0
PDLIM7,1.3780929296532283,2.50680749393565,227.48969551772402,0.32599403417756867,3.641071536878968,5,7,20,0.7,0
PDP1,0.344485730236336,0.497889321382436,827.2733896831228,0.1142491798535229,3.054298162173495,1,3,4,0.5,0
PDP2,1.61866188269901,1.7045610597101,243.71946315128,0.3298519104677855,5.00009638893036,1,1,2,1.0,0
PDPN,2.8558397286007753,3.38991511509386,7.254273971603517,0.8946716255145817,3.2202548605080836,2,4,6,0.6666666666666666,0
PDPR,0.5095513738547981,0.763618399065525,2714.752064517826,0.11745396805392117,3.0645699766209242,4,4,5,1.0,0
PDRG1,0.6543781363129185,0.988390506717915,146.7635548839234,0.2246596986131055,2.9187321294377346,2,3,4,1.0,0
PDS5A,0.4013308316483077,0.500151554814274,3337.9593406281288,0.11286558980988011,3.674567811994566,1,4,7,1.0,0
PDSS1,1.037018590016481,1.21529625284615,104.49598346936085,0.30387235273171254,3.450016231155665,2,2,2,0.5,0
PDSS2,0.862772140633735,0.862772140633735,106.168416369603,0.252199585884375,3.42098952148672,1,1,1,1.0,0
PDXDC1,0.199489564675714,0.199489564675714,1669.92587761275,0.0706967952217694,2.8217624865446,1,1,1,1.0,0
PDXK,0.3735401015965089,0.685342335588746,1116.879747761071,0.1220024342152733,3.2597032293517123,5,4,9,0.8888888888888888,1
PDXP,0.8593536542507536,1.0243708277378,124.30451408049144,0.31530353945991696,2.70024906341719,2,2,2,0.5,0
PDZD11,1.01167480441294,1.01167480441294,73.3097897887671,0.336833873061989,3.00348297876431,1,1,1,1.0,0
PDZD2,1.4125134073497703,1.9981943909333,87.43295450884882,0.35376127441878197,3.240870069459114,3,4,7,0.5714285714285714,1
PDZD3,1.25224195569703,1.25224195569703,7.6474372689515,0.523491847333111,2.39209447496935,1,1,1,1.0,0
PDZD4,1.4367126413610587,2.97697684228311,422.7672387277804,0.29399239536242616,4.192313316306485,3,6,11,0.7272727272727273,0
PDZD7,1.2352325942370672,2.66505019969086,97.37361160746133,0.20047587918573664,4.049097084321149,3,8,13,1.0,0
PDZD8,1.0948878141576468,1.56920056354717,2391.00843817728,0.1099792408199781,3.9496373778205,1,2,4,1.0,0
PDZD9,0.994084857900235,0.994084857900235,8.71258248733121,0.391872169616332,2.53675799144785,1,1,1,1.0,0
PDZK1,0.615172459362238,0.73180429455274,72.3878024726889,0.186117962288125,3.27777038409952,2,2,2,1.0,0
PDZK1IP1,2.395950612882264,3.40626782169402,55.85392556431212,0.32041678233393733,3.5113474883452676,4,5,7,0.8571428571428571,0
PDZRN4,4.421123868118395,4.51343078560032,2.039931751750845,1.369829557627385,3.24991540500663,1,1,2,1.0,0
PEA15,0.8334770062312394,1.24808364933654,550.8182328953093,0.19968045889589572,3.9408425766657076,3,9,24,0.7916666666666666,0
PEAK1,1.2046236778596462,1.70727811459844,846.0090925006134,0.21965966484920532,5.215643098915724,1,2,3,1.0,0
PEAR1,1.647310847403463,2.21178785879672,107.55079695498164,0.4046743989317742,3.816193609722665,3,9,16,0.75,0
PEBP1,0.5699824344813839,1.02301780835082,812.8166720602242,0.15728562396877555,3.534959188530091,3,6,9,1.0,0
PEBP4,1.02934502756529,1.02934502756529,7.92589634674369,0.305424840239668,3.37020730454522,1,1,1,1.0,0
PECR,0.3192547620989935,0.387772978958127,176.16648795517696,0.1303027137373186,2.50959728438744,2,2,2,1.0,0
PEF1,0.653882977996688,0.925717004603315,303.2812968091,0.20417870684237402,3.211484191692747,1,2,3,1.0,0
PELI1,0.8772670056706994,1.31356325130888,3787.9480359887757,0.16357204256994132,3.8025941878973737,3,5,9,0.6666666666666666,0
PELI2,0.6418765699197417,0.842197233899648,593.3733698009303,0.20181113608779117,3.216166180738096,2,6,8,0.5,0
PELI3,0.6866650718519486,0.851673402087213,118.2865297593512,0.24611879740469367,2.80264182303057,2,2,3,0.6666666666666666,0
PELO,0.7160062937786239,0.864031328465085,190.13841375391166,0.20467210253556545,3.6047772759426757,2,5,9,0.8888888888888888,0
PELP1,0.8716654112551222,1.9710140202604,544.4111291068835,0.10546728369332685,3.1843919456023086,4,4,6,0.6666666666666666,0
PEMT,1.4548224840130048,1.52145121383839,80.63036038364694,0.458921506027412,3.18482608806407,1,2,2,1.0,0
PENK,12.673000707394777,17.7700826395425,1.0230084987799921,2.23674527286462,5.045886973388867,2,3,3,0.6666666666666666,0
PEPD,0.90260866603947,0.90260866603947,185.38445304735,0.348795138610983,2.58779027034022,1,1,1,1.0,0
PER1,1.3038835525603365,2.17273987299942,4648.841562942739,0.12449592775860381,4.428965592607814,3,3,5,0.8,0
PER2,0.7277728383335516,0.902409521919496,679.9537574164574,0.20239823730158302,3.544606899983085,2,1,2,1.0,0
PER3,0.7573316197133539,0.841408174979888,209.06813728464726,0.192000515992962,3.9716409802232926,2,2,4,1.0,0
PERP,1.6018505400246528,2.23906727447322,47.81261649063502,0.31983304103027216,5.102808151716876,4,6,13,1.0,0
PES1,0.3717304689265755,0.387177824835834,497.15170188547654,0.0934083331866174,4.00737507215157,1,2,2,1.0,0
PET100,0.47509560473928,0.47509560473928,153.431849990767,0.20233634261696,2.34804879140608,1,1,1,1.0,0
PET117,0.6770290695091035,0.949809771996857,80.94721583431692,0.22428971455080776,3.031348118450565,2,3,4,1.0,0
PEX1,0.401618306037136,0.794847721293465,888.0346075925833,0.08572398487372863,3.366354474914897,5,4,7,1.0,0
PEX10,1.5293803414224822,2.50973743486987,84.40224739181124,0.25101858408631084,3.7946853683292474,2,3,4,0.75,0
PEX11A,1.1893477993957648,1.23356050076881,49.1711146693329,0.30111334327606354,3.9966907203316397,1,1,2,1.0,0
PEX11B,0.46861658395044437,0.779582365415645,332.019097456417,0.1335981736794775,3.4595204783834816,2,4,6,1.0,0
PEX11G,1.0001421018302208,1.37980720984848,75.92472816302575,0.311520226758934,3.1979158263172724,3,3,4,1.0,0
PEX12,1.1762346206043048,1.34363805227667,59.60128998472875,0.33360489430682,3.627252524026105,2,2,2,0.5,0
PEX13,0.360446820115971,0.360446820115971,375.360225820514,0.124746973703156,2.88942336167351,1,1,1,1.0,0
PEX14,1.4671037464878738,2.93955154416529,106.47864212564365,0.13977124636132002,3.4573374603978997,2,5,7,0.8571428571428571,1
PEX16,0.703139749795878,0.703139749795878,203.040497652588,0.288063337944952,2.44092064895202,1,1,1,1.0,0
PEX19,0.5496920193306665,0.878786668253402,511.6802489745145,0.1889788994645265,2.9874560158211376,2,3,4,1.0,0
PEX2,0.7196951763729759,1.15451446336451,465.55076253338285,0.14587793450649586,3.506366585821485,3,5,6,1.0,0
PEX3,0.470018200967497,0.626182001634576,275.9221940314652,0.141990619293872,3.2749356439226878,3,2,5,1.0,0
PEX5L,0.866251531234788,0.866251531234788,24.145403193144,0.269255043169949,3.21721562217138,1,1,1,1.0,0
PEX6,0.48418788649325506,0.626910716015131,738.6225489657979,0.162086357910234,2.9951570654099147,1,1,2,1.0,1
PF4,2.426633996986429,4.14044894288111,247.0845801286791,0.31482326746845574,4.031659659657301,4,9,19,0.8421052631578947,0
PF4V1,3.20586160789668,4.57029122355358,27.30614741289536,0.14175224914049064,4.190877690850224,1,4,5,1.0,0
PFAS,0.6273860501520194,0.852596590988763,252.8921526314175,0.06527834791282328,3.0582825822349653,1,2,2,1.0,0
PFDN1,0.621760573727168,0.833997710159962,331.716092237137,0.21187069407236966,2.9110404059360238,2,3,3,1.0,0
PFDN2,0.7145137345745204,0.997180960651055,283.61591998544736,0.26001924832036033,2.748047908154593,3,3,3,0.6666666666666666,0
PFDN5,0.9692889852222306,1.92891205389808,2029.940810741674,0.1183558819447863,3.729151047907606,2,6,12,1.0,0
PFDN6,0.7190289484846735,1.03614737613079,219.328288422677,0.230664024479579,3.31117223761297,2,2,2,1.0,0
PFKFB1,1.19057655946522,1.27951155265234,7.37020672286294,0.4353631463784075,2.7592382881925603,1,2,2,0.5,0
PFKFB2,0.624412666103523,0.624412666103523,282.187636559275,0.188948185969196,3.30467669165832,1,1,1,1.0,0
PFKFB3,0.582137781026807,0.678192788004274,715.343122228591,0.156076678469976,3.758999614809995,1,2,2,1.0,0
PFKFB4,1.2297956633064653,2.06787826957669,174.89295048318553,0.3260030312780324,3.7806786982653002,4,7,17,0.5294117647058824,0
PFKL,1.3004355718208107,2.73999587714785,1940.1345245747088,0.31297190531889474,3.0455013234925703,4,6,8,0.625,0
PFKM,0.431049085369746,0.431049085369746,568.965090440008,0.12124683139519,3.55513690881366,1,1,1,1.0,0
PFKP,0.5081230451860578,0.665642445752624,537.9903273070304,0.15137175279351228,3.4065376429053544,2,3,5,0.8,0
PFN1,0.7326831872563496,1.24603111785751,4835.087664336687,0.13216702004541556,3.8325077504442837,3,4,10,0.6,0
PGA3,1.2989737215485435,1.77860656154491,18.849280379002657,0.35477921894573256,3.73758701956807,2,4,7,1.0,0
PGA4,2.7903920041916424,3.54113546680037,3.7033757961821347,0.7924850627466608,3.422173512882245,3,3,4,0.75,0
PGA5,2.107078203326624,2.83359970322676,6.052237709836765,0.6196852644580874,3.4439013909308995,2,3,5,1.0,0
PGAM1,0.5919244830134075,1.00741144696616,1538.8808727048884,0.14984312483071727,4.092885567204417,3,6,23,0.782608695652174,0
PGAM5,0.68535572849838,0.68535572849838,576.591383708667,0.223967131980998,3.06007279923791,1,1,1,1.0,0
PGAP1,1.4347278531705787,1.7880909307827,118.80109610420911,0.19272520216331585,3.941527644550885,3,6,8,0.625,0
PGAP2,0.631302361118358,0.750214060062041,130.7914475002935,0.07284595372006772,3.212593058770055,1,2,2,1.0,0
PGBD2,1.245951342910792,1.91278433745298,324.55286420287666,0.1615448296180785,3.873438974508712,2,4,6,1.0,0
PGBD3,13.851241356225358,16.1929198744306,14.49833718495794,2.234797948489813,5.1313177486933235,2,3,3,1.0,0
PGBD4,1.6107251397153837,2.3647548904349,261.2209504640216,0.23738658752094127,4.275165844627688,1,4,8,1.0,0
PGBD5,2.126377675512102,3.20537419152318,27.2955268502582,0.4344486164276516,4.783367102268566,1,3,5,1.0,1
PGC,5.030371767901504,6.6861681048016,49.5686089614846,0.6025509953393163,4.477557773912864,1,3,5,1.0,0
PGD,1.0222261551716294,1.85633158061604,952.9442793108116,0.21492023693755707,4.389857995016721,5,11,23,0.6521739130434783,0
PGF,1.712957257004495,1.84919305293273,17.329449137536002,0.534872484517735,3.2847561793051847,1,1,2,1.0,0
PGK1,0.6137117474568725,1.10784977609576,2751.271702525585,0.1669731470664483,3.4853874085559475,2,3,4,1.0,0
PGLS,1.0433888654088739,2.42702311967567,330.51315995270744,0.22098276929792884,3.4801006347712997,3,6,9,0.5555555555555556,0
