metabolite_name,metabolite_id,annotation_confidence,Formula,Mass,RT,CAS ID,C001_June_Pre,C002_June_Pre,C003_June_Pre,C004_June_Pre,C001_Aug_Pre,C002_Aug_Pre,C003_Aug_Pre,C004_Aug_Pre,C001_Sept_Pre,C002_Sept_Pre,C003_Sept_Pre,C004_Sept_Pre,C001_Sept_Post,C002_Sept_Post,C003_Sept_Post,C004_Sept_Post,C001_Nov_Post,C002_Nov_Post,C003_Nov_Post,C004_Nov_Post,C001_Dec_Post,C002_Dec_Post,C003_Dec_Post,C004_Dec_Post
PC (38:2) [M+H]+,PC (38:2) [M+H]+,2.0,,813.6254,8.17,RPPOS,572084.189005127,508565.397826782,219532.207130493,344163.233612915,418477.593042237,539310.939594239,513770.114421875,312798.571643311,398488.369757446,649985.475217041,500137.013539306,280619.355088134,315221.043582031,306773.211328125,324830.741622803,264575.91130188,372944.632636597,523315.412047607,497447.14118628,303242.719770996,466356.942971558,669629.132268799,652928.214960205,291727.06774939
PC (38:3) [M+H]+,PC (38:3) [M+H]+,2.0,,811.611,7.61,RPPOS,6173697.12568262,4692659.64882031,2681640.66489941,3531453.00908789,4764413.36767383,5146440.4668125,4945623.94566797,4852886.62106836,5283832.57886915,6739007.07860351,5189542.47922852,4131035.77235156,2973763.99435938,3199256.42878125,3013290.77900977,3358340.50701953,4545226.38120312,4989465.28621582,4715049.13018066,4636205.48760547,5535799.59251758,7014181.06344727,6987501.39620703,4314036.29819824
PC (38:4) [M+HAc-H]-,PC (38:4) [M+HAc-H]-,2.0,,869.591,5.98,RPNEG,,,57059.0622291775,50323.6738041948,68307.4659251404,61915.2285997849,67701.1220721053,56912.2330407715,,57663.5366784859,49668.7408957062,49809.0366780472,77939.1686966706,98589.6160304455,96997.1321159744,71309.0852268895,69267.0816645551,,75092.3088610953,38234.4372994232,60387.1789751891,56687.9035675049,,56112.1787563181
PC (38:4)  [M+H]+,PC (38:4)  [M+H]+,2.0,,809.5957,7.22,RPPOS,39080911.5661094,27171098.6056387,35333507.9879297,38299432.7667363,54770467.2013848,33482165.5306074,35279244.047375,40915526.6094102,48481201.3944472,37022071.3192676,36989626.3115977,38337011.4675605,42113424.3422441,38766946.1981191,36076203.9091934,32418701.145707,46715339.2281035,28962730.8323203,46432104.4309844,44920304.7310371,48976709.8690879,37713291.4685938,42576308.2761113,52133362.0624082
PC (38:5)  [M+H]+,PC (38:5)  [M+H]+,2.0,,807.5626,5.43,RPPOS,19481.4136766548,,14777.2266784521,15159.6576831666,13506.8987046662,16370.5868100389,14359.484367691,13718.4987547035,14562.5793323688,,21434.5429880098,16260.9804308968,17531.091798378,15482.382441143,27052.2682551785,,12227.5323211079,17835.6524616623,,23680.4930593453,14975.3519255248,,25234.4562708507,
PC (38:5) [M+H]+,PC (38:5) [M+H]+,2.0,,807.5708,6.14,RPPOS,4550920.73649805,2565809.00205078,1945134.4424126,1632518.77478613,2298845.28119141,3224374.93508203,4093526.10134473,2087450.48992188,2274697.46645898,3731000.95068848,3862431.2958252,2707975.57320215,2292674.60707129,4694477.73068653,3343536.87097754,2055170.68352441,2001201.70320312,2768734.44958789,3729727.25278125,1923507.60887598,2049800.68320703,3507118.63861035,3588097.6895625,2330956.85706934
PC (40:4) [M+H]+,PC (40:4) [M+H]+,2.0,,837.6252,7.84,RPPOS,473879.035911438,296435.896768494,288252.506344299,443766.611062683,583646.70686615,375046.775649292,437821.399163635,370141.649028015,525506.521268982,407694.588425293,424299.269535828,327093.681689148,476787.91925412,321253.773215393,355549.207713867,321744.965003296,537003.933696899,300000.913222778,556341.470893249,433539.444519531,515341.541595398,374035.868559753,685173.235231567,422695.745988892
PC (40:5) [M+H]+,PC (40:5) [M+H]+,2.0,,835.6092,7.28,RPPOS,982304.796832031,962318.14925293,665318.199682618,1150047.69751953,1833403.58225391,1138406.75235156,786374.940564454,1151737.32266895,1802446.01120117,1352301.24878223,793267.16071875,1037851.81018457,1297816.13462598,1098028.58787207,672860.813122071,789354.531376953,1820766.54391211,1003678.03733301,1255124.69163281,1157702.41954883,1764937.8360332,1262522.0176748,1332043.35181641,1170015.37585742
PC (40:6) [M+H]+,PC (40:6) [M+H]+,2.0,,833.5951,7.02,RPPOS,3929231.0945127,3411259.60582568,2704829.3865249,3075512.03627978,3831978.41824121,4696306.4524917,3298869.34849756,3169776.98958985,4165706.33336914,5343210.06985059,2932826.5784043,3589243.37707715,3470789.4304873,5495076.890333,2419850.32540332,2482289.07938232,3757431.01247021,3675742.30996875,3979047.80314454,2978555.96092871,3703332.47247754,4337161.37434766,3882867.37295313,3127013.75803808
PC (o-32:0) [M+H]+,PC (o-32:0) [M+H]+,2.0,,719.5834,7.7,RPPOS,346108.135963287,252355.552532227,213666.850799683,248744.327692932,222948.64599881,219871.629435059,349055.976111908,240402.840179352,235544.229408813,262359.516253418,294222.868360138,202175.73926944,276796.245656067,307956.068621643,329881.322406952,292730.915583252,202880.818456116,255622.841871979,371329.282851013,221263.865849792,261384.321616333,309180.124028626,433572.826310028,241274.908758667
PC (o-34:0) [M+H]+,PC (o-34:0) [M+H]+,2.0,,747.6035,7.77,RPPOS,119315.719890534,90138.7031582642,70772.0129536133,73393.398710083,64238.4373536988,100780.066973877,107618.357064087,73855.7105134278,69478.8314647827,109896.49057782,95727.6736416626,56308.7780353089,76546.5868231201,113990.953138306,101491.621084778,85256.9984230347,57703.4720581054,101484.799624268,132477.204727661,73705.2347732544,68859.0601769104,137856.930019775,111499.575960754,72122.5510613708
PC (p-34:1) or PC (o-34:2) [M+H]+,PC (p-34:1) or PC (o-34:2) [M+H]+,2.0,,743.5829,7.14,RPPOS,2371106.79389975,2250233.00292914,1168413.0261843,1873638.94168506,1519607.0226413,1902029.04010428,1757282.67141211,982887.591741821,1506736.18447748,2451554.28787235,2172504.86334183,929666.75842398,1585800.95684128,1232948.40343243,1503079.06639862,1011067.7165268,1677140.5071879,2511014.21716553,1962528.29777722,935499.763093995,2322642.23215973,2692003.41173819,2336968.71167224,825780.482660645
PC (p-34:2) or PC (o-34:3) [M+H]+,PC (p-34:2) or PC (o-34:3) [M+H]+,2.0,,741.5686,6.96,RPPOS,3389851.28555225,1944689.28540686,1017958.18768921,2329357.73981482,1944472.84523377,1966162.4547395,2590731.62224854,1020796.18433221,1965878.19439563,2573397.02168054,2855957.9957555,865532.703747315,2024370.1193833,1878521.27136462,2445129.86517578,995247.305212463,1874089.47720013,2274768.31130042,3183096.62490076,1293115.87544714,1847280.1216427,2828760.07589209,3318973.64869605,989178.988097961
PC (p-38:4) or PC (o-38:5) [M+H]+,PC (p-38:4) or PC (o-38:5) [M+H]+,2.0,,793.5992,7.03,RPPOS,4629910.57208496,3274883.85544482,3390529.33843359,3488111.01597217,3600916.82823975,3917753.72553272,3714357.45283399,3264920.24826074,3535714.80997754,3850567.75489209,3783460.73668945,3305743.50615479,3880637.27708008,3708144.67991113,3485294.35370117,3563740.39373437,3347466.46079443,4194792.68086719,4465494.624375,3914395.72163916,3794887.98042871,4500491.43351123,4308612.91952441,3846729.64295068
PE (34:1) [M-H]-,PE (34:1) [M-H]-,2.0,,717.5303,7.07,RPNEG,252376.51439685,60903.3365671081,100306.281837692,61671.8909883117,77496.1166754377,118951.474501267,374400.989366639,133761.029376633,70407.9585517806,119823.299229721,254721.943423935,92255.6747204743,115041.172794052,110613.098225838,506876.722216339,197674.526510315,57218.0022687835,73413.3723915558,101869.219660614,134206.683369751,70635.6691414643,85374.7231606522,209407.161090729,109836.131139443
PE (36:1) [M+H]+,PE (36:1) [M+H]+,2.0,,745.563,6.76,RPPOS,1119116.87347839,404902.552015137,342238.684709259,398187.29847937,552994.504022949,559084.74584668,1121748.31550317,653545.009420471,388285.07989978,627932.472814087,871249.2204552,409787.403124878,321537.482535766,324096.76592627,582080.774833985,431807.207062134,278336.544788391,485354.45245935,840208.411425781,558841.822992676,425858.421825562,641495.676607666,1011474.42955127,536583.004038818
PE (36:2) [M+H]+,PE (36:2) [M+H]+,2.0,,743.5477,6.13,RPPOS,3742729.1364906,1697847.75446106,947999.022033019,1885996.97327753,1810020.16341302,2136730.92080487,4244307.98033636,1401526.45748523,1294133.15585046,2949307.66597925,3455348.58249524,924875.094070679,1192722.86085626,1485586.6591814,2637651.00195905,1372819.64314114,1080828.95809802,2813902.7583454,2978674.7756131,1362545.7341629,1688576.85922821,2640740.96684235,2575601.8479758,1124645.47506036
PE (36:4) [M-H]-,PE (36:4) [M-H]-,2.0,,739.5146,6.39,RPNEG,810199.693981384,177443.933742935,280832.047569427,171390.876851685,197954.186425476,280682.592033768,950222.821645202,349436.554796874,172417.553864121,275194.366714966,817301.604367004,305304.939187072,290217.151506622,372337.84141449,1170804.30505402,435019.1453349,230491.150632751,181385.457504028,366375.646620026,374469.609350953,195239.072525482,253672.584043549,566912.631012633,376731.443229462
PE (38:6) [M-H]-,PE (38:6) [M-H]-,2.0,,763.5431,5.42,RPNEG,,12642.206103171,5181.62843085288,9763.21983925852,,,,,,4324.67999481201,,,,,2340.79147981721,,,4016.02282348506,,,,,,
PE (p-34:2) or PE (o-34:3) [M-H]-,PE (p-34:2) or PE (o-34:3) [M-H]-,2.0,,699.5198,6.89,RPNEG,358683.948191116,242501.898032486,179232.885199577,287801.397618743,241254.415869065,212535.741055039,299201.626872215,207335.131581329,189680.892753883,297472.956841065,363567.29533129,117412.131273743,164345.318966316,145136.686465309,281967.625451812,158667.868048622,253626.069844674,258038.547547317,332624.08961174,187408.34447509,263490.714633331,300773.125456215,492919.135426254,107832.005056595
PE (p-36:2) or PE (o-36:3) [M-H]-,PE (p-36:2) or PE (o-36:3) [M-H]-,2.0,,727.5481,6.92,RPNEG,139905.108507717,94561.0010357056,75059.7156791077,93804.5239565581,86306.4120109024,103967.526269524,102150.535186226,72881.5959508209,83919.5424029807,122337.634254021,134716.315673805,49801.2426551436,76969.6275246353,70294.4523923111,105436.956344055,62986.1446273193,85093.0661571255,110493.890170136,130507.054086945,64744.5777255173,87078.999926178,125188.089071312,143761.4547017,50782.5925460053
SM (d32:2) [M+H]+,SM (d32:2) [M+H]+,2.0,,672.5224,3.42,RPPOS,38146.4186706543,27956.3444470215,34424.6139025269,14078.7285583801,27576.2653462219,33722.0661915894,12894.5311721802,29550.2851807861,31941.1606535644,41304.1226996155,15033.3158136597,28923.0156148682,33921.9088331604,11027.1428735962,26490.0707025146,30180.6923464966,13050.2146982422,31232.417564209,35938.004072876,43039.1543337403,26380.9682226868,30224.6191659546,27889.0480287476,45252.7110657654
SM (d33:1) [M+H]+,SM (d33:1) [M+H]+,2.0,,688.5529,5.64,RPPOS,918771.089749877,483470.482541748,406354.21951709,595597.036800476,652350.352558105,543931.094306275,876017.428817139,515221.055215576,643745.512993409,614330.152582458,822007.952591675,425621.057973511,702304.345474975,765254.023208862,831588.370177795,528674.134460144,529912.188549805,572730.74722345,849830.067715577,449967.551311035,615319.576002808,645144.635667847,862913.877328125,525453.897704163
SM (d34:1) [M+H]+,SM (d34:1) [M+H]+,2.0,,702.5704,6.05,RPPOS,64075459.9636102,39897569.1384567,32448664.3911955,43606787.4901491,45948305.2472992,44627899.0841438,68448612.3329295,39378645.6869219,45982478.715162,49024283.5986262,57121290.9879685,31728361.6005901,55075635.099918,71243097.0936186,72283436.6566935,46174869.2712822,39763202.039896,45821466.9250654,64417686.5870885,37279208.2185692,47253429.3512209,56035244.8133496,63929871.8300633,40249213.605327
SM (d34:2) [M+H]+,SM (d34:2) [M+H]+,2.0,,700.5538,5.4,RPPOS,2702888.75237292,1622991.45965772,1373312.12616699,1730593.29552624,1792126.40131494,1741528.53537219,2393246.68383936,1580822.83272754,1692665.5521759,1947161.51975098,2359746.98435547,1357700.70916101,1864838.2774386,2494275.82436719,2377612.1577818,1679133.73434875,1518789.10219849,1908722.33730469,2657120.06232153,1698520.30978686,1686474.05480518,2352529.9513158,2484695.62198682,1769072.12751147
SM (d36:0) [M+H]+,SM (d36:0) [M+H]+,2.0,,732.6124,7.18,RPPOS,173129.205235108,93604.8451474914,134698.699295319,100977.538398743,86348.2472503662,106377.621307373,198939.449171448,105147.671766358,91125.3726965027,80452.1407424317,165921.294314392,133601.999354858,130124.207372498,328571.143705322,311777.060627258,163977.437887787,72534.5736719361,93173.8364430542,161311.103667053,112884.164701904,83614.7861188355,120271.76485083,119864.766862518,132355.281133911
SM (d36:1) [M+H]+,SM (d36:1) [M+H]+,2.0,,730.6,6.88,RPPOS,2476239.74503186,1479824.78613513,1600484.05169366,1829341.26212897,1707410.59224585,1745525.11680225,2556135.8103219,2025501.17084851,1878372.82868726,1936658.96496973,2409307.88304309,1634546.58376025,2264629.64803674,3330666.65188281,3307433.28612195,2201176.70828638,1539650.80268414,1731089.53433319,2458603.08288025,1574242.28993597,1848296.44501392,2174212.90573358,2493877.83983411,2168840.61767419
SM (d36:3) [M+H]+,SM (d36:3) [M+H]+,2.0,,726.5571,6.04,RPPOS,1287684.61338892,819455.114126586,669290.682155091,887498.760896973,915407.85186554,868991.004133606,1290237.75248193,821451.959910401,934147.944202881,922616.498410827,1122611.19694348,685793.839522278,1144744.16331341,1489181.02913476,1460881.07554828,994873.103488098,802424.459054901,908440.872652709,1296572.24289416,716670.699420227,939437.841807068,1073689.1930412,1245201.70721637,816160.419903809
SM (d38:1) [M+H]+,SM (d38:1) [M+H]+,2.0,,758.6307,7.76,RPPOS,1322439.26139661,1097566.52856397,1002210.17650269,1012832.44069409,1114087.42302808,1257882.81678979,1478105.28720911,1163428.76380896,1183176.92452393,1513527.39044678,1270781.267896,960932.712541565,1217906.95577319,1726977.10175232,1362326.42529443,1280207.58104163,1038493.04463501,1254483.98504175,1217047.13638538,846443.556322388,1213367.62079981,1612292.95823511,1400692.30402673,1131267.74380365
SM (d38:2) [M+H]+,SM (d38:2) [M+H]+,2.0,,756.6147,7.05,RPPOS,1047811.18462256,722781.927288971,651233.467734863,694150.608809082,686287.925879334,814114.57138562,950641.346777832,774621.019361389,740209.511785919,891288.967013336,926763.1004711,626459.119647095,778007.01043988,1171446.99462262,962532.249821472,832820.808112336,664248.517648193,863612.737858215,920217.233846558,775762.178899506,723914.369743042,1105377.91907129,863873.7868797,868569.658098663
SM (d39:1) [M+H]+,SM (d39:1) [M+H]+,2.0,,772.6454,8.2,RPPOS,470272.392473042,357815.59290387,285465.997099921,321748.38353451,375976.155302164,416843.543019798,493394.10063957,342200.434930252,410341.962284048,471053.431853959,424451.73314504,285582.706970104,377537.396101249,515072.638033998,411643.305811241,367324.621476804,354743.062510132,403243.407358959,451345.289120407,251431.78155894,396724.783442852,530482.079700115,490423.456242408,315018.364758587
SM (d40:1) [M+H]+,SM (d40:1) [M+H]+,2.0,,786.6623,8.59,RPPOS,2032100.01258081,1821745.60515436,1604045.40289624,1714049.61488788,1830593.07580334,2077860.86382135,2462736.37534961,1718672.54296869,1900066.21867926,2270795.29615936,2054085.3258371,1377637.80731433,1967447.18559759,3095416.9387525,2292747.29139233,1964616.20868384,1648105.64256055,1886323.67794128,1761812.8600741,1160629.11736377,2057846.02087848,2496927.93690339,2137333.77710907,1501361.67479498
SM (d40:2) [M+H]+,SM (d40:2) [M+H]+,2.0,,784.6467,7.89,RPPOS,2564654.29946387,1885437.54936908,1597912.30179395,1701756.25306848,1886262.22824909,2055523.88863354,2490232.3272301,1634513.06692404,1977901.9183623,2490130.69612933,2239660.4289884,1361122.56266718,2019983.6637793,2936910.64847229,2219337.49754309,1969549.59705347,1787056.30804868,2016566.80215357,2294966.07130432,1607856.35406213,1875338.26452466,2786384.75681085,2325429.15923279,1778388.84891418
SM (d41:2) [M+H]+,SM (d41:2) [M+H]+,2.0,,798.6612,8.32,RPPOS,1175194.13725332,739601.215518899,546696.953979173,723159.419805347,730067.480549729,817637.195689884,1036561.44240129,646237.508359926,762044.679501678,889751.592634926,930413.952954037,537274.404669724,770271.51209906,1087010.04961843,972402.210154202,685027.714571541,714730.890818952,850554.036780681,1017364.22045778,602760.545499893,758127.550490475,1055741.09417754,1045693.36579085,716337.324543423
SM (d42:3) [M+H]+,SM (d42:3) [M+H]+,2.0,,810.6622,7.89,RPPOS,3170557.26994311,1729234.71217065,1441264.00202295,1784356.92664313,1809069.85874097,1960144.12932324,2915959.81129089,1705995.7978645,1843932.35455993,1988616.89350073,2545536.98668006,1395800.02595947,1983315.91752612,2762231.86372705,2937252.80958398,1968599.8666311,1721715.10017334,1951334.47164624,2792884.31246777,1807143.88379028,1725596.42749951,2328172.31563513,2674156.58630786,1975493.88226672
TG (58:1) [M+Na]+,967.8566@11.27,2.0,,967.8566,11.27,RPPOS,80594.5107913817,60058.6339024658,71895.8874398191,63890.9904673462,58889.9356262206,139004.699049987,84565.9111762084,95851.3912131347,135883.923966248,146417.481198975,197872.789811524,135974.088056152,53297.1905482178,70265.1020154416,122810.350701843,121953.453532471,124122.956808228,78163.6079168705,56816.252461731,71373.3289379882,168746.481219116,46927.7803085938,63812.1543111572,119112.355468872
TG (58:2) [M+Na]+,965.8405@11.1,2.0,,965.8405,11.1,RPPOS,53034.2770299683,50423.1691484376,50925.3055882568,46397.9973332519,30802.3645911865,61556.9500037232,50760.5380404053,72977.2191169433,102421.174191101,102714.509860229,137618.522738464,123757.513702026,35667.3750765991,43990.1814613038,75521.8309079591,81070.1696263428,102844.19645813,57480.3261973267,33591.8502128906,52569.4376071168,136025.002509522,30046.496217041,43635.9792479248,77330.3455906373
TG (58:3) [M+Na]+,963.8213@10.95,2.0,,963.8213,10.95,RPPOS,16762.8569135741,26097.0550829468,17448.2319623413,18440.4051400757,6038.60124755859,12539.5415534668,13677.9679364625,27117.4551743164,31158.6680770265,35191.8191330567,44241.9850137328,46575.2411184082,2551.25043328854,9290.89366528315,19798.9021907959,23720.6072906494,37863.5249788818,19430.4943001708,2355.77140734866,16367.1734144898,46870.2398043212,3808.4676156005,13269.6720977172,23033.3667038574
TG (58:4) [M+NH4]+,955.8572@11.25,2.0,,955.8572,11.25,RPPOS,139303.732118896,85041.1257453613,101895.863104187,103970.367849793,78486.6220266722,142544.021199829,172162.570959228,115254.753969726,187152.546835877,154619.549601074,287202.4534209,177732.208800171,111787.30566864,98092.5322588496,237593.924840697,151023.62521991,184977.896162292,98945.6546436769,96540.7180490725,98316.6683724366,214214.724928345,75550.1312833866,133386.018618531,147443.006548584
TG (60:3) [M+NH4]+,985.9021@11.58,2.0,,985.9021,11.58,RPPOS,26313.8030103151,19489.7387708739,20763.0165950316,16213.1616669922,25271.5546594238,89010.7527544552,34837.657998169,29267.2491641847,30122.5257828979,37107.1954433594,37243.8820123901,28620.5835100099,17987.4727384644,24880.4150311279,32647.7779760743,37494.7727431031,27468.6204417725,20242.7507443847,26917.4811942751,22762.6475625,28991.9268133544,22598.7891544189,25185.1175332641,38292.0685910646
"PS(DiMe(13,5)/DiMe(13,5))",977.615@7.55,3.0,C54 H92 N O12 P,977.615,7.55,RPNEG,98690.7141112671,90344.3078411255,116777.960876526,139842.766804993,105039.322140564,136601.93295813,131681.012826233,135584.690847717,116291.67431543,118000.582508087,80704.4278008117,91038.009400818,77736.620581726,104198.278609009,117233.272604309,100693.765340912,132961.417043701,116118.030748413,125588.906192383,144413.505903626,134567.967037598,131736.884619568,,
"PS(DiMe(11,3)/DiMe(11,5))",893.5387@5.86,3.0,C48 H80 N O12 P,893.5387,5.86,RPNEG,705639.279050599,529100.92969043,705559.257427857,650163.896822387,570399.755402405,1309024.01943897,562722.349744446,895036.6426062,608803.276583313,1067692.95307977,355560.168696259,551333.770825927,458931.365193421,575554.419931519,683644.75275,705000.85164691,838965.425206726,925025.602300658,717809.27180011,804489.915628662,1246596.43800073,1188939.45680163,,
"PS(DiMe(11,3)/DiMe(9,3))",837.4651@5.22,3.0,C44 H72 N O12 P,837.4651,5.22,RPNEG,9942.6503742981,14254.6951565247,12486.8502255554,15715.7399181824,20430.8603996887,15584.9475499268,25840.1693978271,20636.3108321228,20923.8024388428,11739.0097449341,17425.6711886292,15475.5722424316,10024.1943114471,10849.8691893616,28553.3595878296,20961.4903045349,21475.7633156127,14253.97345047,15316.2556558075,13339.6640021973,17638.2764632111,8900.21371923829,,
PG(16:0/16:0),720.5421@6.76,4.0,C38H75O10P,720.5421,6.76,RPNEG,1117780.73394733,793221.52834256,1006645.43471341,1177507.78854285,1172318.27592105,804070.041191955,1054802.49573208,972946.025470353,850002.775294739,990969.755187194,1290761.15408594,665754.136062928,847626.797425171,689819.601025239,1309257.76091199,814260.869637785,1110169.95081914,896628.062621703,1031405.02433228,1008163.51924939,1192777.59261889,876450.525759003,1599938.00894513,576812.616324188
PG(16:0/18:0),750.5262@7.55,4.0,C40H79O10P,750.5262,7.55,RPNEG,2002147.47081146,1063115.37316834,1426274.91477487,1685029.68859287,1562045.14413586,1323983.31855609,1548212.26431497,1501959.68840946,1450361.22748258,1313436.44912557,1891835.33219824,1100454.81013989,1606842.57122818,1215947.5659664,2208265.56931683,1493003.65540335,1429702.60838876,1365954.80448419,1807862.67477621,1872562.99380316,1543817.41585339,1315239.55254352,1882109.17220709,967173.685481718
PG(16:0/18:1(11Z)),748.5665@6.86,4.0,C40H77O10P,748.5665,6.86,RPNEG,1518975.31136157,1006894.03131989,1111534.94264066,1297086.18447551,1212160.06863532,1265281.82696222,1244470.99521677,1198574.31692764,1055106.52555685,1248206.38252676,1607343.30679132,865651.868515625,1072471.70915781,904835.726636383,1391564.69773743,986112.338813399,1187251.17942966,1284974.31408047,1530415.33797766,1210392.21604032,1354642.15156482,1355702.39928835,1910757.15841922,848352.519687409
"PG(16:0/18:2(9Z,12Z))",746.4926@6.56,4.0,C40H75O10P,746.4926,6.56,RPNEG,825668.687265504,648866.903304871,539268.329139587,428779.704547974,390237.078270752,712982.12328125,671574.423962769,452156.792540649,384322.411939575,770698.265167235,693530.915104005,408454.891764038,343750.583569824,570850.4184364,634649.603036865,421173.569987427,418631.581928833,769047.64209723,683207.031360352,444604.092857665,381102.955764161,899197.937035035,700753.922585205,353592.736703491
"PG(16:0/20:3(5Z,8Z,11Z))",772.544@6.66,4.0,C42H77O10P,772.544,6.66,RPNEG,306240.972238525,268930.387099487,240124.947621109,166853.465374939,161880.542730896,364069.12413977,248212.62347525,194269.494008942,172981.348024506,371158.675880341,241147.046468414,172283.740991638,158282.977910568,262152.844085128,239375.086225128,190227.409860596,184471.451838043,343185.26914798,268793.005071166,174576.706342316,162063.048187103,402498.632325363,279469.431935944,162523.852303482
"PG(16:0/20:4(5Z,8Z,11Z,14Z))",770.5185@6.08,4.0,C42H75O10P,770.5185,6.08,RPNEG,42721.4669513701,36851.7380506898,31014.4477528229,22129.4776381531,27559.5790136413,39935.2614781036,32067.6056874695,24623.711199585,24928.70706604,50804.6664674377,38898.688675888,20208.9966213227,24198.9950056458,44197.0369756318,38397.5364344939,27016.8483134918,24237.7621065521,39995.4430181122,36811.4926759187,22281.6425713653,23442.6282867431,53930.9153630524,41053.8421476747,20809.7532076111
"PG(16:1(9Z)/18:3(6Z,9Z,12Z))",742.4594@4.97,4.0,C40H71O10P,742.4594,4.97,RPNEG,50240.9256669617,45803.7243706665,81602.6092596433,63028.7648388672,62022.5526008607,203924.747606659,639014.151671357,588841.059568938,1838925.92286572,1012420.87558172,131770.50120871,106857.764017334,637032.128578919,276028.552672851,91437.413677063,74367.240341034,1884075.21569064,1469058.93025549,377845.279385834,317388.126324065,426286.762325134,204665.008008423,30704.3628491211,75989.4258598328
"PG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z))",768.5113@6.89,4.0,C42H73O10P,768.5113,6.89,RPNEG,44098.6123123169,42723.4086798095,31300.7693840179,36258.2659091949,34079.3321118927,42916.1667789307,18085.2474656676,25741.6377435304,28175.8742265625,38328.3550648956,39934.489675186,14346.4199002992,28019.2064338988,22869.6258519745,18371.5342593995,21160.6810279999,39420.6059750061,40109.821578064,39376.9784255828,22306.0305107881,31976.4054501343,45684.0404994507,51732.8675561676,12074.741036911
"PG(16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",792.5106@6.77,4.0,C44H73O10P,792.5106,6.77,RPNEG,131584.096553345,105116.673297745,141515.601868668,161658.625075302,148534.033421784,117376.606438141,118504.411912597,134354.496316498,119515.395370216,116813.746493896,146092.280850983,93162.1472660065,120057.785761719,95390.8498588945,164708.276566238,117727.223245956,154480.379742477,119536.711327972,122308.26415535,136971.171745911,162152.239969459,108946.899111328,172179.128285904,77040.2465588684
PG(18:0/18:1(11Z)),776.5544@6.31,4.0,C42H81O10P,776.5544,6.31,RPNEG,1242436.92525586,584041.01646765,457191.491107788,392992.049042847,457524.558236526,581365.399791993,1024666.05860764,827209.794851287,273494.975376495,664040.426172852,891646.796568055,523696.782342254,327564.814977386,297662.058891968,701947.108075623,531908.812909852,309363.714600189,561688.671895997,788048.317796631,792639.711101136,377232.788519135,747180.772386169,2023996.74673901,737090.554915772
"PG(18:0/18:2(9Z,12Z))",774.5738@5.73,4.0,C42H79O10P,774.5738,5.73,RPNEG,770590.50121222,501871.037985687,206267.18855481,292528.878755188,272738.47601532,390057.955660553,641292.611499939,347318.458879089,135046.065730713,618481.618578949,547486.502071716,265596.012210845,155358.907725006,190295.102167786,279769.515709137,289845.89913208,193429.303935547,640428.357786636,327498.030938263,408757.890265717,227617.580818176,516489.053218964,655672.430561417,269910.358583527
"PG(18:0/20:3(5Z,8Z,11Z))",800.5384@5.95,4.0,C44H81O10P,800.5384,5.95,RPNEG,2246891.09142114,1381563.70188464,895821.547319825,1203756.73172919,1019332.06877179,1332863.00266925,2079937.18123633,1501522.99763379,1993756.18932623,2249701.81697693,1984654.78131995,846142.935227051,1067947.59197516,918411.146839782,1405116.15803735,1099758.45353809,2078726.61861523,2240606.09337195,1565135.24036084,1324477.88585657,1271296.48781091,1629306.89270972,2484767.20555896,1168865.95951776
"PG(18:0/22:4(7Z,10Z,13Z,16Z))",826.5538@6.35,4.0,C46H83O10P,826.5538,6.35,RPNEG,24505192.4374336,12510583.0848633,20620176.1165273,14949879.3256885,21213471.6444258,13740243.3652549,22309435.051832,21849556.1063008,17936294.8095703,15388172.4189443,26079721.3487246,20382298.5131914,18136928.1676142,20385099.2810293,25343577.5898067,20124783.7695381,17386350.383625,12251327.3524668,22631716.2190069,22275802.8690108,17691647.433669,16031972.9691992,20992178.9690439,26575176.394543
"PG(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",822.5721@7.33,4.0,C46H79O10P,822.5721,7.33,RPNEG,758524.106290589,576189.987739563,419813.567414735,508928.059077424,539393.75364081,818545.960375244,601708.142004165,346460.83927771,485671.044427735,583928.346312438,729825.230643736,385947.951628691,472852.596340561,508484.220147155,516192.457182618,464690.697907959,543889.80918518,566979.149403138,597179.759591858,490969.735498779,491364.190335357,733141.173147644,525348.466526551,362452.174211731
"PG(18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z))",766.473@6.89,4.0,C42H71O10P,766.473,6.89,RPNEG,51372.3783551334,43341.5126581423,28118.7091889799,69345.0873329161,23553.8997440949,47132.2054211581,25265.9181053923,25150.6478222506,55872.852322998,65764.4471819153,15105.0125844423,8951.47108200065,36863.3289633025,8976.18985586548,18283.5729026796,20659.8095484927,42391.3454919739,78620.7332460632,78071.7375300749,18605.9587345429,67876.5586554565,76182.6403096314,36292.5295808788,20222.434837494
