gene,fc_pre_vs_flight,fc_pre_vs_post,fc_flight_vs_post,label
KIAA1147,-1.1208001615971,-1.15932110832414,-1.03436914808448,0
KIAA1161,-1.57334108120485,1.67971047986515,2.64275750250216,0
KIAA1191,1.19252776137313,1.16572020628738,-1.02299656035914,0
KIAA1199,1.05495601505223,2.12314269002781,2.01254143275603,0
KIAA1210,-36.2924569775797,-1.48816474777132,24.3873919416055,0
KIAA1211,-3.11880573566277,1.18688364529361,3.70165952050605,0
KIAA1211L,-2.42213820792989,2.52940326178359,6.12656428362851,0
KIAA1217,-1.2967428867198,1.13678436594887,1.47411704027847,0
KIAA1239,-6.47728505320711,1.1675025450315,7.56224678451379,0
KIAA1244,-1.54629615354483,2.80303672574466,4.33432490726387,0
KIAA1257,-17.7261291896937,-1.39042004669359,12.7487583567615,0
KIAA1279,1.10397145976114,-1.24102612909472,-1.37005742733842,0
KIAA1324,-3.4967561381195,1.74256450332187,6.09332312305989,0
KIAA1324L,4.90836468225806,2.23851845318078,-2.19268448526015,0
KIAA1328,1.5212467440671,-1.12012006625813,-1.7039790037594,0
KIAA1377,-2.45321824384386,1.06625008187661,2.6157441533597,0
KIAA1407,1.13020694818497,-2.02535880600392,-2.28907459511324,0
KIAA1429,1.08581108661728,-1.08584265011816,-1.17901998782019,0
KIAA1430,-1.05689762943116,-1.14841032565537,-1.08658614957199,0
KIAA1432,1.06107446148869,-1.32017191104318,-1.40080069958263,0
KIAA1456,2.80159308842765,11.8873897308448,4.24308218775497,0
KIAA1462,1.08513603793605,1.34282181838184,1.23746864119997,0
KIAA1467,-1.31074380029814,-1.06945750889874,1.22561559425383,0
KIAA1468,1.18696713062023,-1.38633136124995,-1.64552975795169,0
KIAA1522,-4.72298221905289,-1.10424881335016,4.27709965539733,0
KIAA1524,-2.14234193614685,-2.040949439102,1.04967908322582,0
KIAA1549,1.33643905064073,1.66740905478888,1.24765065342073,0
KIAA1549L,-3.49182136111678,3.83947979885749,13.4067775772269,0
KIAA1551,-1.00952455487492,-1.08818092023873,-1.07791426665551,0
KIAA1586,1.12461912463124,-1.14720175050399,-1.29016502842722,0
KIAA1598,-1.22889985121381,-1.62606035647043,-1.32318378496371,0
KIAA1614,-3.89501280577849,2.17194508213078,8.45975390834699,0
KIAA1644,-3.29252214957502,1.22047489679816,4.01844063070823,0
KIAA1671,-1.72656447171026,1.48717299010101,2.56770004799551,0
KIAA1683,-1.6963523936776,-1.31585656884458,1.28916208182714,0
KIAA1715,-1.06040134232122,-1.22357527773789,-1.15387941235484,0
KIAA1731,-1.04901922925034,-1.60442518396576,-1.52945259650991,0
KIAA1755,-33.7852848855026,1.82887691769802,61.7891276849477,0
KIAA1841,1.24481910898758,-2.00036031171366,-2.49008674088152,0
KIAA1875,-1.54120592539584,3.37647124403685,5.20383748823824,0
KIAA1919,1.41339725430387,-3.17717229565802,-4.49060659913337,0
KIAA1958,-1.11222513835277,1.16830132877964,1.29941410703965,0
KIAA2013,-2.40138266972612,1.24528595524169,2.99040811177074,0
KIAA2018,-1.00891970582171,-1.18052844884096,-1.17009157619682,0
KIAA2022,-2.15803442701417,1.76128561878361,3.80091500113999,0
KIAA2026,1.00530182978329,-1.05237804490654,-1.0579575741683,0
KIDINS220,1.18756964201827,-1.75826957677439,-2.08806757186158,0
KIF11,-1.52764629403702,-1.27723269263811,1.19605949866636,0
KIF12,-15.4027333091362,2.57912277474483,39.725540270914,0
KIF13A,1.2908370136714,1.29424395371032,1.00263932626879,0
KIF13B,1.22894822255235,1.42583913889255,1.16021091265448,0
KIF14,1.92143900837967,-1.16565309135554,-2.23973131996889,0
KIF15,-1.11562230092352,-1.6440857944572,-1.47369391333986,0
KIF16B,1.03326901877014,-1.12885967600495,-1.16641572975481,0
KIF17,-3.11272057295403,-1.04059752561425,2.99128192825238,0
KIF18A,1.03651417210748,-1.34767604802581,-1.39688532318855,0
KIF18B,-6.83249416453154,1.22872704831164,8.39527038739138,0
KIF19,-3.25058199677674,2.13945001282311,6.95445769468656,0
KIF1A,-45.2855539527363,1.43088987342644,64.798640563477,0
KIF1B,-1.13726893285784,-1.00377114691335,1.13299623759359,0
KIF1C,-1.07713713165861,1.27024119010113,1.36822395202016,0
KIF20A,-4.0010802982568,1.41450161518883,5.65953454438446,0
KIF20B,1.33052763151298,-1.30743985623875,-1.73958485526701,0
KIF21A,-1.39123499866582,-1.73548380286589,-1.24744116165148,0
KIF21B,1.00853226578354,-1.35942873122319,-1.37102773847177,0
KIF22,-1.25013226062189,-1.22636342608099,1.01938155854571,0
KIF23,1.3194699286588,1.72022116962024,1.3037213901258,0
KIF24,-3.0071692746078,-1.18933200821331,2.52845231931945,0
KIF25,-1.84968354448888,1.39224376431351,2.57521038076795,0
KIF25-AS1,-1.94402375560968,2.37549221118802,4.61801328981527,0
KIF26A,-2.27338519372612,1.02578795762472,2.33201115476659,0
KIF26B,-2.29626933022323,1.03982098485619,2.38770903644779,0
KIF27,1.54092823179522,-1.64842445826724,-2.54010378572573,0
KIF28P,1.74235861064899,-2.87736647231347,-5.0134042490281,0
KIF2A,1.81935468933011,-2.00604853333776,-3.64971380615184,0
KIF2B,1.0,70.1604177765279,70.1604177765279,0
KIF2C,1.21554681261733,1.37682470887547,1.13267929674454,0
KIF3A,1.36107209130371,1.10167847971485,-1.23545309849023,0
KIF3B,-1.10963520276056,-1.26969744144369,-1.14424762145697,0
KIF3C,-1.03762056859811,-1.4141524168115,-1.36288009278971,0
KIF4A,-1.82910169430537,-1.85262727246182,-1.01286182076683,0
KIF4B,-12.6551289863771,12.8679154326988,162.845129586597,0
KIF4CP,4.9737851232223,14.8335843984886,2.98235328446971,0
KIF5A,-5.03967508854177,1.52127429922547,7.66672818864545,0
KIF5B,1.2317152475221,1.06800418612283,-1.15328690985154,0
KIF5C,-2.21177217445879,1.13521635366637,2.51083994302985,0
KIF6,-12.8300099256657,1.79875385181247,23.0780297725834,0
KIF7,-2.45365690054252,2.49445316598925,6.12053222380965,0
KIF9,1.25201900117794,2.11851958133885,1.69208261164222,0
KIF9-AS1,40.5471337378556,1.0,-40.5471337378556,0
KIFAP3,1.71316491337555,-1.36418497712488,-2.33707383816437,0
KIFC1,-6.25586959140142,-1.92568899384897,3.24863963567528,0
KIFC2,1.37646859293765,1.2471056999291,-1.10373049615274,0
KIFC3,1.68572822480391,-1.15118157864964,-1.94057927900402,0
KIN,1.07715559256803,-2.11985164763893,-2.28341005766882,0
KIR2DL1,-4.99931372088127,1.77912966699857,8.89442735545289,0
KIR2DL3,2.68720285205092,3.27049572296227,1.21706320773892,0
KIR2DL4,-10.9178234539298,-9.28875786209359,1.17538034859152,0
KIR2DP1,1.29970918153662,1.0,-1.29970918153662,0
KIR2DS4,1.0,8.0004192185304,8.0004192185304,0
KIR3DL1,-1.78788129828226,1.36151006037407,2.43421837436595,0
KIR3DL2,-11.101145244858,2.20336260860934,24.4598483452614,0
KIR3DL3,-9.51035530732099,-9.51035530732099,1.0,0
KIR3DX1,-8.90029981835185,3.44776415664029,30.6861346970656,0
KIRREL,-1.146019641433,2.23956208371438,2.5665821361453,0
KIRREL-IT1,1.0,1.32687678653952,1.32687678653952,0
KIRREL2,-1.49803467134989,1.18977096653168,1.78231815882993,0
KIRREL3,-1.49883068170307,3.36285310347909,5.04034740955484,0
KIRREL3-AS3,-8.24164476445926,3.60411326274698,29.7038212024368,0
KISS1,1.0,22.5640156039308,22.5640156039308,0
KISS1R,-1.23786152781939,4.37071988764428,5.41034599778996,0
KIT,-5.97114291024359,1.32010309268393,7.88252422267028,0
KITLG,1.68286955721916,-1.2046096476145,-2.02720090430294,0
KL,-1.505219297359,3.74566587989793,5.63804856388154,0
KLB,-4.57521737873448,-1.30374889324608,3.50927805379998,0
KLC1,-1.12838253624748,-1.04216399975559,1.08273029629896,0
KLC2,-1.99933907029353,-1.56186906595164,1.28009390407853,0
KLC3,-1.41754935419237,2.14860449748184,3.0457529178202,0
KLC4,-1.8254681053339,1.83752414499407,3.35434171946761,0
KLF1,-1.9955891774962,2.10076635246193,4.1922665974212,1
KLF10,-1.22725225746403,-1.02347894697557,1.19909868306585,0
KLF11,1.21275858472588,1.09063300183786,-1.11197679025137,0
KLF12,-1.36801639027173,-1.36846384367665,-1.00032708190348,0
KLF13,-1.32357596994406,-1.05056420616662,1.2598715644174,0
KLF14,-3.31294500827739,1.47365703424942,4.88214471552947,0
KLF15,-5.16951146317827,2.01730437507282,10.4284780916586,0
KLF16,-1.25736073742602,-1.67965584152687,-1.33585835117243,0
KLF17,-35.5302564148622,3.22217731051157,114.484786056627,0
KLF2,-1.03518442306419,-1.00802978196451,1.0269383321659,0
KLF2P1,-8.4712944589041,-8.4712944589041,1.0,0
KLF2P3,1.0,2.96220412172938,2.96220412172938,0
KLF3,1.02875837382486,1.03244926116446,1.00358771061652,1
KLF4,-1.10237661050857,1.16845101726368,1.28807307195642,0
KLF5,-1.22396302173141,2.45639424034848,3.00653571698056,0
KLF6,-1.25961634072731,-1.20514216758461,1.0452014497608,0
KLF7,1.1844529427157,-1.43858622747094,-1.70393769047824,0
KLF7-IT1,-1.52007756537118,-1.52007756537118,1.0,0
KLF8,2.49361388062338,1.75097672093719,-1.4241273746282,0
KLF9,-1.02534878565629,-1.62043059853936,-1.58037013473633,0
KLHDC1,2.36536999600051,-1.86007034354347,-4.39975458106809,0
KLHDC10,1.35517894082469,-1.21865659798156,-1.65149775768167,0
KLHDC2,-1.39060781505646,-1.11139291209443,1.2512296955681,0
KLHDC3,-1.10674389084716,1.53546860363348,1.69937049665896,0
KLHDC4,-1.25996601101489,1.1719759488008,1.47664986121594,0
KLHDC7A,-1.62729415108456,5.23131104703164,8.51288186933861,0
KLHDC7B,-3.91999625996755,1.17213694207651,4.59477242910974,0
KLHDC8A,-1.21894432567332,2.88755394472274,3.51976749599539,0
KLHDC8B,1.72600336397832,3.36406405736778,1.94904837822207,0
KLHDC9,-5.62194719868119,4.72058225451418,26.5388641819101,0
KLHL1,-2.06016838134515,3.67182717540016,7.56458224852328,0
KLHL10,-22.3844854096016,-22.3844854096016,1.0,0
KLHL11,2.0653356509436,2.38982625239184,1.15711276823212,0
KLHL12,-1.24867325360061,1.36461444557975,1.70395755967246,0
KLHL13,12.3300065857359,6.1869903469156,-1.99289248800636,0
KLHL14,1.34611611245325,1.49089099799786,1.10755007254223,0
KLHL15,-1.13828685780794,1.70530847977513,1.94113023103647,0
KLHL17,-4.63092146187988,-1.69661308249505,2.72950946191551,0
KLHL18,-1.68720183232534,-1.80064038997193,-1.06723472881146,0
KLHL2,1.27740874974227,1.37724840745708,1.07815795667202,0
KLHL20,1.0214670878596,1.10447892135614,1.08126726204218,0
KLHL21,-1.88783652565491,1.34074526791931,2.53110788837705,0
KLHL22,-1.19920253433398,1.23611465074677,1.48235182190288,0
KLHL23,-6.89578214064606,2.29981301410284,15.8590095094757,0
KLHL24,-1.08989105250341,-1.50774916539717,-1.38339438784635,0
KLHL25,1.08504365125991,2.92443896927005,2.69522702231776,0
KLHL26,-4.44993412508282,2.2814394781433,10.152255388101,0
KLHL28,1.35988073872454,1.09930326985168,-1.2370387462852,0
KLHL29,-3.31219312121326,1.62490348688463,5.38199415189473,0
KLHL2P1,1.0,2.84197706750897,2.84197706750897,0
KLHL3,-2.78632330108017,1.98935642043873,5.54299014842187,0
KLHL30,-5.95285958216981,2.62694469122638,15.6378328769971,0
KLHL31,-10.9469708678106,1.8139047702136,19.856762676511,0
KLHL32,-6.28378765462942,-6.23988966174398,1.0070350591541,0
KLHL33,-4.45495274437905,1.94392455358617,8.66009202486452,0
KLHL34,-10.3348411551809,1.42138355566534,14.6897732683876,0
KLHL35,2.33519795786495,1.89895916650911,-1.22972520897212,0
KLHL36,-1.09315756347921,-1.06043478513665,1.03085788848235,0
KLHL38,-1.68256896992152,-1.06029448908326,1.58688834776109,0
KLHL4,-2.03817116504354,1.66228423462202,3.38801979511306,0
KLHL40,-73.7923336464112,1.74566430097362,128.816642532075,0
KLHL42,-1.18772252913093,-1.51986090464192,-1.27964307097385,0
KLHL5,1.19673521769133,-1.31775221598027,-1.57700048505439,0
KLHL6,1.50146464829456,-1.40376453039672,-2.1077028169205,0
KLHL7,-1.03572130676618,-1.05573473566717,-1.01932317967223,0
KLHL7-AS1,-12.9662334609538,-3.71977183411801,3.48576042810651,0
KLHL8,1.31533908026023,-1.43831364642882,-1.89187014881942,0
KLHL9,1.84113871816731,1.76009343341049,-1.04604601279591,0
KLK1,-2.78793482396747,1.00946501879553,2.81432267947703,0
KLK10,-19.6988897931367,3.03221803108105,59.7313288230274,0
KLK11,-5.08377899668037,2.98732254693971,15.1868876204418,0
KLK12,-28.096990477885,3.15589467853282,88.6711427319445,0
KLK13,-9.04553266833473,1.57314674435447,14.2299502681428,0
KLK14,-2.06083693857187,7.70443817755477,15.8775907872482,0
KLK15,1.0,3.06960882784977,3.06960882784977,0
KLK2,-7.33330178403502,1.99559817459587,14.634323653981,0
KLK3,-4.73710440058372,2.72146254572894,12.8918522013964,0
KLK4,-9.02380771987124,1.37990537646841,12.4520007888675,0
KLK5,2.25698723628914,7.13253892274694,3.16020348190981,0
KLK6,-2.21848945475663,-2.21848945475663,1.0,0
KLK9_1,1.0,1.46401859865458,1.46401859865458,0
KLK9_2,1.0,2.6965782071846,2.6965782071846,0
KLKB1,3.60914560791532,1.0,-3.60914560791532,0
KLKP1,-9.51263952561785,6.02442789811489,57.3082109428426,0
KLLN,-16.1553323329848,3.30770529230193,53.4370782567103,0
KLRAP1,2.31677504099258,-2.17170466146708,-5.03135115609419,0
KLRB1,1.05556000854017,-1.094664545494,-1.15548411699027,0
KLRC1,-1.82467785555102,-1.01689708876731,1.79435842201388,0
KLRC2,2.51349979244834,-1.09087321523514,-2.74190960008098,0
KLRC3,1.47978755521149,4.89040197321216,3.30480004105268,0
KLRC4,3.11268995283574,1.0,-3.11268995283574,0
KLRC4-KLRK1,1.07074330998498,1.6865844750599,1.57515294219635,0
KLRD1,1.00348801904929,-1.11721176311438,-1.12110861902622,0
KLRF1,1.41807972896764,1.14356199641783,-1.24005496283518,0
KLRG1,-1.40891519051789,-1.35035269592201,1.04336829538886,0
KLRG2,-7.01107655441661,1.32737206850517,9.30630718848411,0
KLRK1,1.37749997366375,1.69533152188156,1.23073071092152,0
KM-PA-2,6.09165616725947,1.0,-6.09165616725947,0
KMO,1.12237352205659,1.26214774755449,1.12453450010277,0
KMT2A,-1.15980220120027,-1.23831330371869,-1.06769352777324,0
KMT2B_1,1.05657364374491,-1.01173159239132,-1.06896893506474,0
KMT2C,1.32495704878826,-1.61440203142205,-2.13901335111073,0
KMT2D,-1.01773132223193,-1.44499122509629,-1.41981600991445,0
KMT2E,1.21696782325643,-1.19599477347667,-1.45548715610396,0
KMT2E-AS1,-1.69016667403421,1.77596627000624,3.0016790037734,0
KNCN,1.0,1.71017392161849,1.71017392161849,0
KNDC1,-1.0017211415375,1.97863642898754,1.98204194233308,0
KNG1,1.04069880020561,2.69887940311487,2.59333382779115,0
KNOP1,-1.03648249219722,-1.92009535234663,-1.8525111295187,0
KNOP1P5,-5.54489286571867,-1.45844129016709,3.80193080318193,0
KNSTRN,-1.27639653277031,-1.43807273161507,-1.12666612192517,0
KNTC1,-1.18080289365909,-1.3422599028703,-1.13673493694691,0
KPNA1,1.06013647783884,-1.03782027348775,-1.10023112936505,0
KPNA2,-2.10679053547522,-1.30165106308534,1.61855246403859,0
KPNA3,1.64413414555164,-1.08283957284613,-1.78033351587087,0
KPNA4,-1.03660855500789,-1.38225272672674,-1.33343750642326,0
KPNA5,1.02319099986479,-1.36388574665493,-1.39551562082118,0
KPNA6,1.01897895540479,-1.6411381466837,-1.67228523438272,0
KPNA7,-31.2724456287476,2.44093451431558,76.3339918822676,0
KPNB1,-1.10172759469888,1.12451316857464,1.23890718842095,0
KPRP,-5.40586955090906,1.49231948393531,8.06728445843419,0
KPTN,1.41031243903434,1.16536741485118,-1.21018695139544,0
KRAS,-1.05663638671397,-1.3320920066934,-1.26069102242075,0
KRBA1,1.10945085008415,2.69188848085976,2.42632513252442,0
KRBA2,1.0825556581137,10.4641803872361,9.66618234250373,0
KRBOX1_1,-1.70219275345013,1.32874984053342,2.26178834970401,0
KRBOX4,-1.14828710106944,-1.51670748982141,-1.32084344447381,0
KRCC1,1.07168176442145,1.05710507189849,-1.013789256064,0
KREMEN1,-4.82899343355166,2.12996476123121,10.285585845682,0
KREMEN2,-2.86585516626841,1.49121246258408,4.27359893990041,0
KRI1,1.08761740850951,-1.21455773542346,-1.32097413668645,0
KRIT1,1.19065890627769,-1.04929022431293,-1.24934675084831,0
KRR1,1.01774527605958,-1.04143115786159,-1.05991164125489,0
KRT1,-2.00865886442959,1.47554812830889,2.96387282782014,0
KRT10,-1.18433104421228,-1.48933149477985,-1.25752972706244,0
KRT12,-1.51155497612343,5.37346601475683,8.12228929363582,0
KRT121P,-5.15137674779272,-5.15137674779272,1.0,0
KRT125P,-1.68524202873049,2.2592920423338,3.80745390491725,0
KRT126P,1.0,1.94783464953134,1.94783464953134,0
KRT128P,-5.72958216679093,7.6829271995338,44.0199626712018,0
KRT13,-1.75874340808406,1.44560952964899,2.54245623093366,0
KRT14,-18.825145656307,1.64519171899361,30.9709737426048,0
KRT15,-3.90575226405437,1.60133873111025,6.2544323745518,0
KRT16,-1.26401171473333,2.73669089485469,3.45920935070037,0
KRT16P1,-4.87474634783873,-1.03222302238189,4.72257084190013,0
KRT16P2,-7.93184598772364,1.28336776853882,10.1794754856585,0
KRT16P3,-3.21468300438667,-1.86736666041754,1.72150605048709,0
KRT17,-1.51310763074416,-1.10446694841515,1.36998905482448,0
KRT17P1,-7.51177609473147,1.93202318562853,14.5129255802713,0
KRT17P2,2.2615279461861,1.37119236552371,-1.6493148613195,0
KRT17P3,-3.07561865587121,1.17980620480419,3.62863397380836,0
KRT18,-1.6275766238794,1.36752762658826,2.22575599754433,0
KRT18P13,-6.7051397856901,3.92627091432391,26.3261953170311,0
KRT18P40,-2.45852725463788,15.986443660665,39.3031074444779,0
KRT18P55,-64.300615462835,1.33635743828342,85.9286057599617,0
KRT18P59,-21.1924290198359,1.2092792696568,25.6275650873607,0
KRT19,-2.11924339101058,3.28564366592508,6.96307862422751,0
KRT2,-1.60084235117761,2.43636462030754,3.90023566709908,0
KRT20,-1.69524916830647,-1.69524916830647,1.0,0
KRT222_1,-4.48095723865001,-40.5242051177645,-9.04364914894243,0
KRT222_2,1.20711251045612,20.838926279939,17.2634498436809,0
KRT223P,-1.88237672900372,1.02743560071592,1.93402086533762,0
KRT23,1.16303741163507,-1.50650685679716,-1.75212383533985,0
KRT24,-3.6381101880006,-2.04357283805238,1.78026939889644,0
KRT26,-2.75880268174337,1.95259560169389,5.38682598231342,0
KRT27,-1.62449873332243,4.73992439649068,7.7000011781432,0
KRT28,-2.59322116041097,-1.06825832476978,2.42752253858619,0
KRT3,-2.36496256487751,1.70898037217604,4.04167460430678,0
KRT31,-18.7913511418212,3.08813206025105,58.0301739164932,0
KRT32,-15.6881377908702,3.39780034462717,53.3051599923773,0
KRT33A,1.0,52.0607522072346,52.0607522072346,0
KRT33B,-4.29413882674935,1.84217103733274,7.91053817692365,0
KRT34,1.0,53.1893844091503,53.1893844091503,0
KRT35,-4.95644056305543,6.35798755260775,31.5129874051466,0
KRT36,-21.9397689208526,4.03527923967509,88.5330940495853,0
KRT38,-4.77669506235619,2.9593487868022,14.1359067377079,0
KRT4,-5.25869692384338,5.79377743987814,30.4677196005204,0
KRT40,-9.43420092891517,2.56277383639326,24.1777233079008,0
KRT42P,-1.63363550290842,1.1776833164087,1.92390527686818,0
KRT43P,-7.5004435516995,1.39644860214603,10.473983913246,0
KRT5,-3.4300195968336,3.05194788555709,10.4682410559757,0
KRT6A,-2.2754894053526,1.60003138109685,3.64085445591757,0
KRT6B,-1.52743718820414,3.59260579694142,5.48747969680608,0
KRT6C,-4.78160846976654,1.25010022277545,5.97748981328015,0
KRT7,-1.84829157964563,1.41339615784553,2.61236821724938,0
KRT71,-132.139118212208,1.98014930126836,261.655182598119,0
KRT72,-1.39317767513756,1.81635308538646,2.53050256872764,0
KRT73,1.03438015984636,1.41841579490841,1.37127126947127,0
KRT74,-2.94664374427517,1.44120895967368,4.24672936521577,0
KRT75,-35.3759909393044,1.56355140361849,55.3121802875445,0
KRT76,-4.33452731344658,2.72853129941506,11.8268934429085,0
KRT77,-2.8310387567241,4.24759618316566,12.0251094174553,0
KRT78,-38.9351746150072,2.29551682383928,89.3763483678692,0
KRT79,-8.61918521723758,1.63745788790244,14.1135528212578,0
KRT8,-3.17342385474075,1.23955077574256,3.93362000090385,0
KRT80,-23.931966167764,1.53686339047564,36.7801626653381,0
KRT81,-5.86995497155656,-5.86995497155656,1.0,0
KRT82,-5.90276765228383,-3.87227715936164,1.52436600205986,0
KRT83,-45.4549007395314,1.18231530264898,53.7420247247383,0
KRT84,-14.3444086758,-1.16093755734704,12.3558830404106,0
KRT85,-51.2462005510512,1.81937238504882,93.2359221212564,0
KRT86,-5.38773851956087,2.72131767702523,14.6617480724707,0
KRT8P12,1.13094832227325,2.14075305151227,1.8928831754304,0
KRT8P29,-4.31736383771823,-4.31736383771823,1.0,0
KRT8P4,-1.66205657243091,-1.22644093378241,1.35518680651423,0
KRT9,-4.22107416111549,1.52530253664182,6.43841512530269,0
KRTAP1-1,-3.13178192161786,1.63009000316355,5.10508640251759,0
KRTAP1-3,1.83586629750177,2.62261699336255,1.42854465868859,0
KRTAP1-4,-1.29317652796273,1.35195620761142,1.7483180345166,0
KRTAP1-5,-1.40664443593967,4.6490841606764,6.53960836683073,0
KRTAP10-1,1.0,2.29744192753758,2.29744192753758,0
KRTAP10-10,-1.74390709969857,1.69200315031449,2.95069630654578,0
KRTAP10-11,1.0,1.45692904478736,1.45692904478736,0
KRTAP10-2,-1.13738361352811,-1.49911360231668,-1.31803692657968,0
KRTAP10-4,1.0,1.46402045420672,1.46402045420672,0
KRTAP10-5,1.0,1.81366134440548,1.81366134440548,0
KRTAP10-6,-1.81706253412627,-1.81706253412627,1.0,0
KRTAP10-7,1.29686950707918,1.0,-1.29686950707918,0
KRTAP10-9,-1.59802754903715,1.55399131969309,2.48332093983416,0
KRTAP11-1,-20.5677800667868,-4.53211433020297,4.53823062885214,0
KRTAP12-2,-1.68596465480454,-1.68596465480454,1.0,0
KRTAP13-1,-6.83119053361045,2.46400412550143,16.8320816569025,0
KRTAP13-2,-5.15248031222671,1.12245943911153,5.78345016129518,0
KRTAP13-3,-4.44815786402808,1.39189071217234,6.19134961721706,0
KRTAP13-4,-12.7488086992223,1.50671512306534,19.2088228681852,0
KRTAP16-1,-5.18661846621731,3.17330793329154,16.4587375258038,0
KRTAP17-1,-2.56489899370746,25.357467108685,65.039341870036,0
KRTAP19-1,1.0,10.9923577433978,10.9923577433978,0
KRTAP19-2,7.53379018016893,1.0,-7.53379018016893,0
KRTAP19-3,1.0,2.60328573167143,2.60328573167143,0
KRTAP2-1,-20.3875613624696,2.59538464377772,52.9135636842297,0
KRTAP2-2,2.8653804304359,-4.17665050500693,-11.9676926218171,0
KRTAP2-3,1.21894848779005,7.40283795464492,6.07313436851319,0
KRTAP20-2,1.0,17.2744655644834,17.2744655644834,0
KRTAP20-3,1.0,1.46402150691821,1.46402150691821,0
KRTAP21-1,-19.2580554066435,-24.5181939700679,-1.27313965259493,0
KRTAP21-2,7.22896711959483,1.20226504069233,-6.0127899214569,0
KRTAP23-1,1.0,5.54996362980839,5.54996362980839,0
KRTAP24-1,-10.8814843874024,2.92867414183184,31.8683219501322,0
KRTAP26-1,-150.352845034497,2.03370624369321,305.773519703694,0
KRTAP27-1,-36.5292969238283,-4.67966181305296,7.805969401878,0
KRTAP29-1,-7.32054114885255,4.78565320102678,35.0335711822545,0
KRTAP3-1,1.30749466985662,42.2787857732796,32.3357232331325,0
KRTAP3-2,-29.5406277658448,-1.28435077107814,23.0004360421313,0
KRTAP3-3,-4.73224174853889,1.73661786404833,8.21809555750795,0
KRTAP4-1,-31.718089288171,-1.52997448764648,20.7311229986338,0
KRTAP4-11,-1.80128777165946,35.1437864981782,63.3040728689793,0
KRTAP4-12,-31.1246646275662,-1.09857122881692,28.3319495460346,0
KRTAP4-16P,-8.15749026895974,-1.22448302725623,6.66198721205529,0
KRTAP4-2,1.0,12.1743733928088,12.1743733928088,0
KRTAP4-3,-5.96257523865271,1.39044551314734,8.2906359873881,0
KRTAP4-4,-43.7376673544932,-1.99682519711309,21.903603489042,0
KRTAP4-5,-20.3126826799836,-1.19351578830685,17.0191989741499,0
KRTAP4-6,-4.92029402425664,8.71045144933508,42.857982214741,0
KRTAP4-7,3.31977212206788,-1.91612179444587,-6.36108771568808,0
KRTAP4-8,1.29037563287611,1.72931040184727,1.3401604600924,0
KRTAP4-9,-26.1572921051356,1.28742295621493,33.6754983285712,0
KRTAP5-10,-2.33311113901465,2.29765367090864,5.36068137319485,0
KRTAP5-3,3.9222846135842,2.69098465459028,-1.45756483854101,0
KRTAP5-4,-18.9618210591202,4.31574293958514,81.8343453575746,0
KRTAP5-5,-4.14763150414378,2.86577260249782,11.8861687298321,0
KRTAP5-6,-10.1836959183348,1.03587673505508,10.5490536786784,0
KRTAP5-7,-8.44856861901021,1.28399929867159,10.8479561815879,0
KRTAP5-8,-5.48276456038549,4.79185168661523,26.2725946059974,0
KRTAP5-9,3.76683301363314,4.62185908213348,1.22698804683026,0
KRTAP5-AS1,-9.24965035677575,1.04816252462975,9.69513686990049,0
KRTAP6-1,1.0,24.7315677016248,24.7315677016248,0
KRTAP6-2,-1.58795956907578,4.05217059468625,6.43468307135952,0
KRTAP6-3,1.30762867509209,5.91278478365441,4.52176133506556,0
KRTAP8-1,-7.9013471460387,5.17370935546811,40.8792736502617,0
KRTAP9-1,-3.54118758663661,3.34362576067119,11.8404060380472,0
KRTAP9-2,-14.3762654587321,2.70403020549106,38.8738560425693,0
KRTAP9-3,-5.50336329535561,-2.12577288681558,2.58887641736728,0
KRTAP9-4,-2.5440450553887,4.0735583050448,10.3633158637868,0
KRTAP9-6,-8.34356240660186,-5.66041393180133,1.47401983443756,0
KRTAP9-7,-26.7035065615545,-2.72607439493832,9.79558980897099,0
KRTAP9-8,-4.83652809325547,-1.69507502042682,2.85328261874665,0
KRTAP9-9,1.68977378111459,4.39725674106874,2.60227539935451,0
KRTCAP2,1.01157665349685,-2.8229756776403,-2.85565628889037,0
KRTCAP3,-5.33807604418543,2.49337926556735,13.3098481265937,0
KRTDAP,-19.1637424909339,-2.50954895678532,7.63632940458042,0
KSR1,1.00515626169564,1.31283987598687,1.30610525548753,0
KSR2,-4.86180515214864,1.86190006443648,9.05219532606317,0
KTI12,1.31676232861232,1.35251778281878,1.02715406830035,0
KTN1,1.06041849661412,-1.17584750160838,-1.24689043990303,0
KTN1-AS1,1.06382766724983,2.50810611747964,2.35762444866987,0
KXD1,-1.24871433825379,-1.01308660465297,1.23258399876044,0
KY,1.0,4.75998154941111,4.75998154941111,0
KYNU,-1.12313542458419,-1.06255211787425,1.05701678599178,0
L1CAM,-6.44799234407938,-1.19841886680939,5.38041624899165,0
L1TD1,-3.01287162381027,1.1019351734369,3.31998921532648,0
L2HGDH,3.26678099816899,8.67055938025516,2.65415997739516,0
L34079.4,1.38003906113401,1.0,-1.38003906113401,0
L3HYPDH,3.6774763029994,1.35213108573562,-2.71976315151328,0
L3MBTL1,-1.34421409775856,1.72556665525643,2.31953102461779,0
L3MBTL2,1.58577155110113,1.48239766045957,-1.069734251071,0
L3MBTL3,-1.13765477590532,-1.78875594084702,-1.5723187549787,0
L3MBTL4,1.17105471626653,1.00566475271249,-1.16445834768291,0
