gene,logFC,AveExpr,t,pval,adj_pval,B
CPB2,-0.0993219447117184,24.9297486847898,-0.276213218620995,0.785026231189242,0.840871593164086,-6.53963726663773
IGKV3-7,-0.0571261343458715,31.0514483378866,-0.251331578669182,0.803948169353062,0.859392870687756,-6.54635387485098
CTSG,-0.110460366577438,24.3586114709679,-0.247981207577858,0.806505766603909,0.860381657895263,-6.54721018154595
HPX,-0.0658344359381999,31.7315532649391,-0.245443371553311,0.808444571236467,0.860707654629531,-6.54785121123249
ORM1,-0.074416150158818,31.5861176411194,-0.236471229992817,0.81530895192934,0.865503573789192,-6.55006490390818
GNAS,0.0477989660031212,28.5731813109917,0.235263776805938,0.816233920632312,0.865503573789192,-6.55035655918627
GSTP1,0.0961679226907037,25.3179026744306,0.233016526407153,0.817956154689513,0.865588139601151,-6.55089541858915
ALB.1,0.0499221322509839,36.9684589049733,0.228742020029393,0.821234616970895,0.866860520381265,-6.55190618345019
IGHV6-1,-0.061981181984553,28.925425502772,-0.227160697893681,0.822448311557177,0.866860520381265,-6.55227539005721
IGKV1-5,0.0555588260195349,29.5648452861482,0.216737581389882,0.830459501369078,0.873557200042923,-6.55464519708129
EHD1,0.0633963267289061,25.8282768517074,0.210052795524012,0.835607429925717,0.877221345758671,-6.55610673799633
IGHV3-43,-0.0390331290661265,32.2620895528343,-0.200377725922233,0.843071485003355,0.883297559834529,-6.55814130878233
IGKV1D-33,0.0429329671852407,28.7870713376469,0.190470038706444,0.850730673900198,0.889553700685326,-6.56012575655684
IGKV1-17,0.107275360519246,26.7172574931967,0.182064517378091,0.857240487861179,0.893785884117173,-6.56173071223237
EEF1A1,-0.0641078826105818,25.5180731709941,-0.180865269687007,0.858170127824079,0.893785884117173,-6.56195381247089
GC,-0.0457528327170386,30.0772242357283,-0.177345593851671,0.860899742930552,0.89486028505799,-6.56260010242428
IGHV3-64D,-0.0292296723416782,32.2044702033583,-0.154640011972313,0.878549922820274,0.910488742184486,-6.56646491510458
AGT,0.0490343798512569,28.2562486257259,0.153560905426326,0.879390454975149,0.910488742184486,-6.56663546672065
IGKV2-29,0.0595718513275507,29.1174157288849,0.143763716445277,0.887028171307182,0.915023108926401,-6.56812937303995
MASP1.1,-0.0417687539581805,28.1084829837963,-0.143488974333848,0.88724252117911,0.915023108926401,-6.5681698503039
ACTBL2,-0.0515193868404715,30.8553882466189,-0.127320348743462,0.899872050113176,0.926235489081336,-6.57041582280365
ACTN1,-0.0520351570385635,25.9214337196307,-0.111805497346604,0.912016540036241,0.936905880310134,-6.5723192013459
IGHV4-30-2,0.0219702723888168,29.4840365184716,0.105970388206108,0.916589931527755,0.939772167150052,-6.57297122163266
IGHV2-70D,-0.0325741974002404,29.0646061033356,-0.102427371622536,0.919368300615928,0.940790474610862,-6.57335009080204
CAMP,0.0336997675530881,25.9749236101813,0.0827328635142442,0.934830605012741,0.954759164421928,-6.57522146688943
SERPINA3,0.015341249749543,29.4587374969319,0.0656225203942099,0.948285699353197,0.966627782512833,-6.57652431556395
SH3BGRL,-0.015624263536015,23.6300387255571,-0.049760010786399,0.960773750482367,0.977466730703103,-6.57746379856366
MASP1,-0.0126008067192167,28.1558091064582,-0.0460680144443633,0.963681942957948,0.978536385238609,-6.57764541421612
FBLN1,0.0179227731597571,24.986595766102,0.0402414876152774,0.968272546017769,0.981306984137238,-6.57790356691258
FCN2,0.0106287640962534,28.3954074692524,0.0339140896561509,0.973259046028603,0.984467403564441,-6.57814443945318
CAP1,-0.0109153888519273,26.8442088531798,-0.0240852984015628,0.981007071100925,0.987960779836814,-6.57843709216851
SERPING1,0.00581826553578324,28.4377530100982,0.0230827734207908,0.98179748148029,0.987960779836814,-6.5784613682577
ALB,0.00492591598484892,37.1485158143252,0.0223988455509959,0.982336714676453,0.987960779836814,-6.57847733743061
CLIC1,0.00629264417841923,27.5297174904965,0.0160872663521411,0.987313363347093,0.991074557112224,-6.57860204163761
IGHV4-28,-0.00423803842197045,26.8493739175293,-0.0100222133387979,0.992096128183276,0.993982242495412,-6.57868333891193
FHL1,-0.00260643352079625,24.3954467399994,-0.00589163807397418,0.995353592616567,0.995353592616567,-6.57871708561226
