human_gene,CD4_T,CD8_T,other_T,B,NK,CD14_Mono,CD16_Mono,DC,other,GeneLab,skin,skin_IE,skin_OD,skin_OE,skin_VA,JAXA.cfRNA.pval,NASA_multi_CD19,NASA_multi_CD4,NASA_multi_CD8,NASA_multi_LD,NASA_ribo_CD19,NASA_ribo_CD4,NASA_ribo_CD8,NASA_ribo_LD,NASA_poly_CD19,NASA_poly_CD4,NASA_poly_CD8,NASA_poly_LD,CD4_T.padj,CD8_T.padj,other_T.padj,B.padj,NK.padj,CD14_Mono.padj,CD16_Mono.padj,DC.padj,other.padj,GeneLab.padj,skin.padj,skin_IE.padj,skin_OD.padj,skin_OE.padj,skin_VA.padj,JAXA.cfRNA,NASA_multi_CD19.padj,NASA_multi_CD4.padj,NASA_multi_CD8.padj,NASA_multi_LD.padj,NASA_ribo_CD19.padj,NASA_ribo_CD4.padj,NASA_ribo_CD8.padj,NASA_ribo_LD.padj,NASA_poly_CD19.padj,NASA_poly_CD4.padj,NASA_poly_CD8.padj,NASA_poly_LD.padj
UBR2,0.153598617,0.136346137,0.197011886,0.332168702,0.220037434,0.279499603,0.343514957,0.349711177,0.125436574,0.022418794,0.132272444,-0.279063362,0.131091669,0.219158766,0.343484423,,,,,,,,,,,,,,3.05e-19,3.53e-06,0.047756848,9.23e-08,0.004086163,1.61e-22,1.0,1.0,1.0,0.395825094,0.575949956,0.81104038,,0.810094825,0.424567325,,,,,,,,,,,,,
VTI1A,0.230253176,0.018943827,0.188052335,0.245405494,0.26196772,0.218523163,0.269315577,0.264656278,0.167733767,2.47e-05,-0.036838593,0.350906613,0.256865395,-0.344867077,-0.285005313,,,,,,,,,,,,,,4.13e-19,3.8e-06,0.064125587,1.14e-07,0.005065079,1.61e-22,1.0,1.0,1.0,0.999590354,0.944152451,0.835846748,,0.800595765,,,,,,,,,,,,,,
ST6GAL1,0.026904273,0.284702748,0.143172197,0.241206489,0.186563124,0.211015953,0.249364652,0.148947868,0.202264111,-0.032927437,-0.075682962,-0.260871838,0.076673871,-0.190102053,0.105713073,,,,,,,,,,,,,,6.74e-19,4.18e-06,0.069863513,1.25e-07,0.005248437,1.95e-22,1.0,1.0,1.0,0.6310576,0.8635174,0.881485068,,0.896044918,,,,,,,,,,,,,,
SLFN5,0.156396485,0.135529419,0.255118027,0.032749281,0.199204997,0.287978059,0.320312076,0.206835263,0.088147733,0.02493209,0.062061947,-0.098155955,-0.232735522,0.355257601,0.278196293,,,,,,,,,,,,,,7.7e-19,6.99e-06,0.070250547,1.58e-07,0.006221386,2.08e-22,1.0,1.0,1.0,0.677951862,0.839425932,0.950459216,,0.621687981,0.559142759,,,,,,,,,,,,,
SETD5,0.152296138,0.14336459,0.289314703,0.197120608,0.313763263,0.260746358,0.216765814,0.146053546,0.23687823,-0.016215953,-0.097236044,-0.234346425,0.01188694,0.146386927,-0.482165578,,,,,,,,,,,,,,1.46e-18,9.25e-06,0.072187619,1.79e-07,0.0062904,2.4e-22,1.0,1.0,1.0,0.698781199,0.743205695,0.862094552,,0.905564527,0.32881495,,,,,,,,,,,,,
USP3-AS1,0.182216448,0.1092416,0.236103736,0.078970194,0.306557108,0.257872646,0.152003093,0.150063671,0.190297822,,,,,,,,,,,,,,,,,,,,2.89e-18,9.99e-06,0.073657218,3.08e-07,0.007867021,3.15e-22,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
TMEM165,0.033717193,0.1939668,0.157672824,0.156265668,0.181836846,0.280193645,0.285179047,0.128478197,0.081899314,-0.070439807,-0.168592929,0.097799822,-0.190867199,-0.410280916,-0.021943326,0.030391247,,,,,,,,,,,,,8.69e-18,1.17e-05,0.076906418,5.65e-07,0.00872353,6.59e-22,1.0,1.0,1.0,0.022074827,0.493160674,0.944704186,,0.604469633,0.978141639,-2.979354722,,,,,,,,,,,,
NCOA3,0.193425713,0.224251476,0.12769297,0.216075325,0.158264478,0.263671716,0.291056784,0.300760288,0.11888203,0.00724643,-0.03664575,0.216776361,0.227854612,0.03033702,-0.688129185,,,,,,,,,,,,,,9.73e-18,1.21e-05,0.082218804,5.74e-07,0.011030961,6.93e-22,1.0,1.0,1.0,0.842134356,0.937302244,0.896419652,,0.985323144,0.204624538,,,,,,,,,,,,,
FOXO3,0.012492676,0.23454132,0.019855974,0.175603107,0.232118659,0.257893599,0.250297205,0.217586056,0.141703768,-0.044788493,0.080256572,0.049465942,0.287151827,0.055660418,-0.005056991,,,,,,,,,,,,,,1.1e-17,1.82e-05,0.084722026,5.81e-07,0.012613988,9.09e-22,1.0,1.0,1.0,0.259312713,0.789608781,0.976010417,,0.962609104,0.995112429,,,,,,,,,,,,,
SVIL,0.158684468,0.249277792,0.447260398,0.222120361,0.090573973,0.28130593,0.221284597,0.201957735,0.323247609,0.043493,-0.730450076,-0.608302091,-0.406435069,-0.542079784,-0.9262947,,,,,,,,,,,,,,1.7e-17,1.88e-05,0.101087921,6.77e-07,0.012840528,9.52e-22,1.0,1.0,1.0,0.33545765,0.041536717,0.704282209,,0.710735928,0.091580688,,,,,,,,,,,,,
ATF6,0.20399793,0.154700214,0.294014673,0.240099651,0.125354952,0.274288747,0.251023899,0.64381868,0.242383261,0.022508528,0.063872684,-0.490147222,-0.139577315,0.079757785,0.528691825,,,,,,,,,,,,,,1.91e-17,2.12e-05,0.113874243,1.03e-06,0.01289972,1.05e-21,1.0,1.0,1.0,0.410328533,0.873453342,0.720199089,,0.95740515,,,,,,,,,,,,,,
TRIP12,0.068763489,0.141321939,0.146513758,0.118879984,0.109146781,-0.391041813,0.312035842,0.163382156,0.108933544,-0.010132923,-0.083253157,-0.135005302,0.163055244,0.009783648,-0.279063231,,,,,,,,,,,,,,2.24e-17,3.06e-05,0.120789354,1.1e-06,0.012987509,1.22e-21,1.0,1.0,1.0,0.798470862,0.750447291,0.908498952,,0.991647568,0.560302092,,,,,,,,,,,,,
CTBP2,0.135070434,0.16839475,0.306704726,0.123706958,0.159728691,0.255123814,0.287039869,0.156913513,0.093048409,0.01877604,-0.176929621,-0.309093737,-0.504471406,-0.109264463,0.411675755,,,,,,,,,,,,,,1.04e-16,3.46e-05,0.122812326,1.2e-06,0.013430453,1.23e-21,1.0,1.0,1.0,0.712849253,0.594042185,0.797703724,0.127432831,0.933181383,0.448767752,,,,,,,,,,,,,
MAP3K5,0.09991534,0.153709091,0.228318354,0.180715137,0.118134008,0.316444862,0.260995261,0.34801858,0.140170936,0.052778577,-0.139418272,-0.685663191,0.232173076,-0.155313837,-0.176663346,,,,,,,,,,,,,,1.47e-16,3.82e-05,0.127054958,1.27e-06,0.013531547,1.27e-21,1.0,1.0,1.0,0.134646765,0.586020288,0.428196797,,0.892870409,0.770814613,,,,,,,,,,,,,
PHIP,0.022986822,0.013014096,0.17693489,0.281493517,0.010816398,0.265074514,-0.310540003,0.157591099,0.252410727,0.022047517,0.104395507,0.115740306,0.157267189,0.242003025,-0.016673689,,,,,,,,,,,,,,1.97e-16,4.18e-05,0.137316413,1.46e-06,0.014157283,1.63e-21,1.0,1.0,1.0,0.68325103,0.761318121,0.951040835,,0.835738243,0.985788279,,,,,,,,,,,,,
ITPR2,0.131346677,0.11369704,0.175735441,0.120848049,0.19971111,0.28945108,0.058767162,0.119326975,0.217733384,0.036511869,-0.320406336,-1.038820824,-0.158947577,-0.155968793,-0.083935624,,,,,,,,,,,,,,2.17e-16,4.57e-05,0.139958231,1.72e-06,0.014488275,1.93e-21,1.0,1.0,1.0,0.364818773,0.168969152,0.053816287,,0.893268275,0.917599844,,,,,,,,,,,,,
RNF149,0.07719989,0.172554459,0.211342991,0.214659454,0.163363971,0.259056701,0.204182818,0.179436195,0.144654916,-0.124718973,-0.060744776,-0.150101519,-0.01965784,-0.060820812,-0.018223777,,,,,,,,,,,,,,2.44e-16,4.8e-05,0.155310589,2.25e-06,0.014837902,1.99e-21,1.0,1.0,1.0,0.007940515,0.844966811,0.911384359,,0.958702607,0.982273012,,,,,,,,,,,,,
SENP7,0.071695764,0.202675564,0.159244436,0.186346069,0.307047641,0.259063899,0.274659425,0.172216813,0.153301796,0.008251426,0.179539774,0.254119729,0.031840898,-0.301838638,0.68228151,0.022679286,,,,,,,,,,,,,2.53e-16,4.92e-05,0.169875535,2.48e-06,0.016700722,2.16e-21,1.0,1.0,1.0,0.88869143,0.458601173,0.827543319,,0.744162099,0.060335471,-3.230461667,,,,,,,,,,,,
ZNF207,0.051162508,0.351065386,0.079491536,0.232563977,0.21518529,0.279060942,0.228012904,0.170499191,0.140165343,-0.057556545,-0.179133176,-0.276296596,-0.010449871,-0.014170704,-0.403402665,,,,,,,,,,,,,,2.82e-16,6.48e-05,0.184564141,2.87e-06,0.024156343,5.44e-21,1.0,1.0,1.0,0.083200964,0.591652353,0.879766462,,0.9919103,,,,,,,,,,,,,,
PRKCB,0.011916735,0.060382824,0.214150863,0.185664751,0.135929691,0.262590996,0.214711213,0.196412567,0.106719632,0.025535655,0.141541734,0.340341618,0.195800847,0.00148549,0.028985008,,,,,,,,,,,,,,3.16e-16,7.24e-05,0.18885981,3.18e-06,0.026423692,6.57e-21,1.0,1.0,1.0,0.727208482,0.541843051,0.718268076,,0.998489624,0.971129363,,,,,,,,,,,,,
POU2F2,0.10927185,0.168460007,0.172074557,0.033786924,0.14726151,0.250160949,0.235014747,0.137399774,0.089064895,0.076992795,-0.025849483,-0.433204839,0.044471676,0.193075987,0.088095134,,,,,,,,,,,,,,4.6e-16,8.65e-05,0.23263054,3.56e-06,0.029454175,7.19e-21,1.0,1.0,1.0,0.408567578,0.94665363,0.718268076,,0.859583404,0.908045678,,,,,,,,,,,,,
ARHGAP15,0.131267351,0.030899152,0.16594044,0.107898516,0.115311772,0.253411449,0.245259214,0.277730945,0.157837211,-0.092434409,0.029865703,0.042356109,0.101699024,0.484941754,-0.376217994,,,,,,,,,,,,,,4.8e-16,9.27e-05,0.278750774,3.94e-06,0.030453119,1.2e-20,1.0,1.0,1.0,0.193579192,0.936308157,0.98240483,,0.479303809,0.472881741,,,,,,,,,,,,,
CERS6,0.149438061,0.159255167,0.198191571,0.140739988,0.024321353,0.186560315,0.22152954,0.17708792,0.105930662,0.012056701,0.078314269,-0.580548323,0.066063633,0.471689719,0.20811609,,,,,,,,,,,,,,6.88e-16,9.57e-05,0.301482761,5.14e-06,0.047031969,2.74e-20,1.0,1.0,1.0,0.84762177,0.786080819,0.502413455,,0.356130651,0.693758856,,,,,,,,,,,,,
FRYL,0.063103341,0.193186873,0.235203102,0.109356079,0.244386222,0.339456909,0.291079902,0.239544094,0.214506071,0.022519224,-0.241027688,0.078391429,-0.365605751,-0.047131404,-0.562768529,,,,,,,,,,,,,,1.37e-15,9.6e-05,0.310139351,8.46e-06,0.052790943,3.25e-20,1.0,1.0,1.0,0.441104497,0.315542112,0.961598029,,0.970884838,0.274214065,,,,,,,,,,,,,
PTPRJ,0.129763102,0.176225125,0.169616098,0.135767634,0.150438658,0.373047247,0.183749989,-0.125720854,0.275608439,0.065650828,0.065955949,0.415312558,0.100854038,0.057789712,-0.173568757,0.03486119,,,,,,,,,,,,,1.75e-15,9.98e-05,0.338109845,8.51e-06,0.065796529,3.46e-20,1.0,1.0,1.0,0.045943673,0.818220605,0.595868175,,0.962024649,0.770814613,-2.529306518,,,,,,,,,,,,
COMMD10,0.012383838,0.155314087,0.145605001,0.18908579,0.254621765,0.224628962,0.38373055,0.29804907,0.2636384,0.001322646,0.028416077,-0.156102159,0.058323752,-0.107131137,0.330527357,,,,,,,,,,,,,,2.42e-15,9.99e-05,0.356912167,1.25e-05,0.071597427,5.61e-20,1.0,1.0,1.0,0.973347598,0.936334474,0.904531834,,0.931227951,0.469644223,,,,,,,,,,,,,
SLC16A7,0.028510725,0.224812628,0.179131891,0.171951572,0.152267326,0.267289234,0.227626324,0.137313552,0.004534025,-0.064154273,0.101081521,0.449137937,-0.006629792,0.294357336,-0.025348865,,,,,,,,,,,,,,4.11e-15,0.000112392,0.378599484,1.29e-05,0.071611477,8.5e-20,1.0,1.0,1.0,0.456195648,0.697475849,0.584063176,,0.722262461,0.975053458,,,,,,,,,,,,,
NUTM2B-AS1,0.016046572,0.164701107,0.162889834,0.176168974,0.265639923,0.279225417,0.226844849,0.226991203,0.178504429,,,,,,,,,,,,,,,,,,,,4.62e-15,0.000121008,0.394311334,1.35e-05,0.0734751,1.17e-19,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
XYLT1,0.149676489,0.110151923,0.113510906,0.327949111,0.030274632,0.227170161,0.257219726,0.192961495,0.258917979,0.063406696,0.244749656,0.357759611,0.393951834,0.001021425,0.130748173,,,,,,,,,,,,,,4.72e-15,0.000125787,0.415668545,1.35e-05,0.088330891,1.34e-19,1.0,1.0,1.0,0.105121245,0.224044875,0.683742665,,0.999074272,0.833176275,,,,,,,,,,,,,
TAOK3,0.06905049,0.147615112,0.071081253,0.141147377,0.182315683,0.224503781,0.25374863,0.203620645,0.105643062,0.08202611,-0.123378762,0.224294966,0.212519645,-0.128378047,-0.509485503,,,,,,,,,,,,,,8.48e-15,0.000134331,0.418355865,1.61e-05,0.096536157,1.38e-19,1.0,1.0,1.0,0.004471661,0.784840629,0.899457663,,0.932453099,0.334782859,,,,,,,,,,,,,
VRK2,0.371444183,0.153816157,0.080571166,0.175814659,0.274602452,0.293826297,0.383251011,0.64523548,0.079262989,-0.016126142,-0.129865163,-0.080049779,-0.079162837,-0.536731669,-0.01056553,,,,,,,,,,,,,,8.9e-15,0.000150536,0.43387466,1.76e-05,0.100012102,1.67e-19,1.0,1.0,1.0,0.783065904,0.640373985,0.964706916,,0.479303809,0.989843063,,,,,,,,,,,,,
AOAH,0.207074433,0.220877358,0.161999062,0.114073221,0.148531384,0.259421826,0.274996927,0.22794742,0.184061409,0.012685417,0.090272712,0.08770581,0.031477326,0.304413479,0.022681354,,,,,,,,,,,,,,1.26e-14,0.000181887,0.466316534,1.9e-05,0.100295908,2.02e-19,1.0,1.0,1.0,0.928272051,0.82875731,0.972822737,,0.838544996,0.984563834,,,,,,,,,,,,,
HDAC8,0.253230076,0.169029348,0.132962161,0.282325397,0.145281989,0.24111292,0.235047425,0.303030745,0.098082896,-0.007392498,0.191531953,0.458193778,0.109176079,-0.567897631,0.559613729,,,,,,,,,,,,,,1.28e-14,0.000256903,0.472888252,2.09e-05,0.102474176,2.32e-19,1.0,1.0,1.0,0.850710811,0.539140489,0.718268076,,0.574021367,,,,,,,,,,,,,,
TBC1D1,0.014352224,0.141223231,0.487118288,0.231089838,0.142003569,0.23669904,0.260849021,0.161436511,0.244419992,0.042189101,-0.017984221,0.098461047,0.047263034,0.420598419,-0.358939546,,,,,,,,,,,,,,3.62e-14,0.000264992,0.550772017,2.65e-05,0.116542074,2.85e-19,1.0,1.0,1.0,0.253899825,0.957430384,0.939046136,,0.442018643,0.32887255,,,,,,,,,,,,,
FAM13A,0.150155264,0.145465033,0.16902642,0.120845021,0.024795963,0.246079237,0.262665491,0.155333627,0.054248107,0.0687812,-0.041783745,-0.078711123,-0.124777185,0.113570833,-0.053746103,,,,,,,,,,,,,,3.84e-14,0.000269491,0.568419788,3.79e-05,0.124441014,2.99e-19,1.0,1.0,1.0,0.356585424,0.913234138,0.969907423,,0.930361423,0.949962373,,,,,,,,,,,,,
APBB1IP,0.332402145,0.299641123,0.198832321,0.216919106,0.040273682,0.230713592,0.19900315,0.181581532,0.438402025,0.030264177,0.182980964,0.33644545,0.327931426,0.310977734,-0.296650526,,,,,,,,,,,,,,4.05e-14,0.000316644,0.61099848,3.99e-05,0.131198383,3.06e-19,1.0,1.0,1.0,0.724946486,0.577950534,0.804729899,,0.720968223,0.652697534,,,,,,,,,,,,,
AC079793.1,0.166702681,0.198597984,0.048777065,0.014327856,0.143285674,0.217407943,0.321277133,0.56809284,0.138598281,,,,,,,,,,,,,,,,,,,,5.01e-14,0.000445363,0.69122643,5.89e-05,0.135306278,3.28e-19,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
BOD1L1,0.112513135,0.288460567,0.027983167,0.175209148,0.421739424,0.449278425,0.301710239,0.130960678,0.065482029,-0.013747756,-0.035811606,0.03998384,-0.077381795,-0.052160665,-0.13050401,,,,,,,,,,,,,,5.03e-14,0.0004587,0.7035252,7.16e-05,0.138376381,3.87e-19,1.0,1.0,1.0,0.733098827,0.920728943,0.982287912,,0.969167436,0.833846554,,,,,,,,,,,,,
PELI2,0.143928927,0.104813542,0.19080829,0.267812444,0.180764085,0.210384871,0.221184058,0.334628912,0.834555042,0.064838848,0.099816744,0.155377375,0.431384975,-0.078345207,-0.073292983,,,,,,,,,,,,,,5.94e-14,0.000505209,0.803418778,8.48e-05,0.164767353,4.01e-19,1.0,1.0,1.0,0.082959322,0.780695739,0.934842353,,0.95740515,,,,,,,,,,,,,,
CCNH,0.167929177,0.185603271,0.147494772,0.18067829,0.22022975,0.200779361,0.217567965,0.11806664,0.321211673,-0.024527371,0.054680596,-0.073022492,0.342230362,-0.082803639,-0.229826571,,,,,,,,,,,,,,5.94e-14,0.000512571,0.812143777,9.68e-05,0.167864753,4.98e-19,1.0,1.0,1.0,0.637348775,0.907317261,0.978560357,,0.958273787,,,,,,,,,,,,,,
ZNF609,0.155520634,0.178358718,0.140634514,0.163463345,0.152989483,0.23673182,0.294212449,0.139296537,0.337323948,0.06394592,-0.015667956,-0.166971078,0.02611936,0.116023967,-0.034206576,,,,,,,,,,,,,,6.34e-14,0.000531204,1.0,9.69e-05,0.179814059,5.56e-19,1.0,1.0,1.0,0.09466435,0.961966206,0.879766462,,0.911707532,0.963278366,,,,,,,,,,,,,
APC,0.213400042,0.136173177,0.034776464,0.19892219,0.199429611,0.25928767,0.242715351,0.129497773,0.057410757,0.008952649,0.221874661,0.697605908,-0.044508646,0.448831131,0.174587715,,,,,,,,,,,,,,3.79e-13,0.000705946,1.0,0.00011588,0.188429048,5.62e-19,1.0,1.0,1.0,0.819670619,0.512897601,0.589758244,,0.663479966,,,,,,,,,,,,,,
FAM120B,0.102116211,0.203481997,0.074132128,0.156567524,0.145772859,0.455773845,0.104993623,0.388529127,0.32865252,-0.021631938,-0.01563377,0.044772463,0.205670901,0.028541334,-0.409748146,,,,,,,,,,,,,,4.23e-13,0.000975139,1.0,0.000122802,0.22567185,5.65e-19,1.0,1.0,1.0,0.412381497,0.974586479,0.982594233,,0.981842279,0.448767752,,,,,,,,,,,,,
VPS13B,0.11720548,0.120140611,0.147276595,0.151023569,0.084354457,0.330890299,0.218987001,0.197559271,0.088054958,-0.018061757,-0.140010006,0.10614654,-0.051798871,-0.381439227,-0.198190018,0.025763014,,,,,,,,,,,,,4.98e-13,0.001135167,1.0,0.000128449,0.372015114,6.1e-19,1.0,1.0,1.0,0.586921739,0.575306552,0.943229108,,0.641565651,0.737516842,-2.18462906,,,,,,,,,,,,
TPK1,0.079050752,0.110400753,0.040648932,0.146754081,0.013250508,0.236497403,0.271434837,0.328361334,0.249954775,-0.066475813,0.329548994,0.341766709,0.46362297,-0.078311949,0.516640967,,,,,,,,,,,,,,7.44e-13,0.001356581,1.0,0.000139201,0.421771878,7.17e-19,1.0,1.0,1.0,0.06326068,0.093914273,0.745273745,,0.952667674,0.20924251,,,,,,,,,,,,,
RIN3,0.149577846,0.254415981,0.127578967,0.17062102,0.207823433,0.302539159,0.233550741,0.103009538,0.010278393,0.156171041,0.064520744,-0.944960773,0.188117106,0.557598001,0.111761655,,,,,,,,,,,,,,7.98e-13,0.001413096,1.0,0.000150556,0.488059417,8.15e-19,1.0,1.0,1.0,0.002719639,0.865968118,0.334907514,,0.436214125,0.879196143,,,,,,,,,,,,,
C22orf34,0.181874823,0.068265695,0.061900067,0.171561506,0.228486514,0.176948742,0.18096472,0.293576927,0.256762236,,,,,,,,,,,,,,,,,,,,1.26e-12,0.001415341,1.0,0.000151332,0.516163596,1.53e-18,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
ARL15,0.141996601,0.22773117,0.164543156,0.12928379,0.130134725,0.287518286,0.184301866,0.116338408,0.120773755,-8.03e-05,0.082590943,-0.279816617,0.067932856,0.218577734,0.371452487,,,,,,,,,,,,,,1.31e-12,0.001938843,1.0,0.000251515,0.530355954,4.98e-18,1.0,1.0,1.0,0.999242704,0.778719655,0.811902928,,0.824989363,0.449839801,,,,,,,,,,,,,
ADD3,0.088259655,0.090076504,0.194903485,0.137861545,0.22337559,0.193734895,0.234600221,0.180627536,0.118980473,0.056734354,-0.171740597,0.169570584,-0.189699132,-0.453961498,-0.03579219,,,,,,,,,,,,,,1.31e-12,0.002603376,1.0,0.000360131,0.552704127,6.43e-18,1.0,1.0,1.0,0.067356116,0.436834346,0.881617607,,0.517530881,0.963496303,,,,,,,,,,,,,
DOP1A,0.106781052,0.156589601,0.123948525,0.205280671,0.148172558,0.234031853,0.228105524,0.183772319,0.119274406,-0.002831119,0.202219101,0.306921911,0.053670641,-0.259708598,0.715697724,,,,,,,,,,,,,,2.07e-12,0.002613527,1.0,0.000416495,0.648772584,1.1e-17,1.0,1.0,1.0,0.960883171,0.383059771,0.755115284,,0.799480057,0.055977526,,,,,,,,,,,,,
RPS6KC1,0.054997794,0.081081787,0.216021059,0.192935448,0.040934203,0.227886969,0.195058699,0.668850379,0.594173616,-0.040037486,0.061216118,0.113128574,0.160463784,-0.299449051,0.075994439,,,,,,,,,,,,,,2.09e-12,0.002980817,1.0,0.000417743,0.64945057,1.15e-17,1.0,1.0,1.0,0.247271153,0.910914891,0.967587165,,0.862156268,,,,,,,,,,,,,,
TNFAIP8,0.016545016,0.178125214,0.232839965,0.107327989,0.016983853,0.227467534,0.177854025,0.253886845,0.15060085,-0.084684292,0.149625263,-0.002633987,-0.027852752,0.43741626,0.229210811,,,,,,,,,,,,,,2.75e-12,0.003549358,1.0,0.000623681,0.775884971,1.19e-17,1.0,1.0,1.0,0.03836573,0.548321282,0.998269461,,0.537707333,0.696224497,,,,,,,,,,,,,
KDM7A,0.028966275,0.225971265,0.168049009,0.072587764,0.093820156,0.144416747,0.18923175,0.319501357,0.038538024,-0.02394621,-0.220982229,-0.576527112,-0.103843222,-0.123594243,-0.077204684,,,,,,,,,,,,,,2.91e-12,0.004943871,1.0,0.000693479,0.81963704,1.23e-17,1.0,1.0,1.0,0.612303414,0.398346927,0.582909915,,0.926923183,0.930633192,,,,,,,,,,,,,
SUMF1,0.013422354,0.10126549,0.256904242,0.120901417,0.117036208,0.293276249,0.26296671,0.154163626,0.034093352,-0.016152482,0.079299955,-0.143807634,0.083136823,0.418018061,-0.113643915,,,,,,,,,,,,,,4.28e-12,0.007587689,1.0,0.000913412,0.988710173,1.76e-17,1.0,1.0,1.0,0.594536605,0.788908755,0.927597996,,0.545804087,0.87068621,,,,,,,,,,,,,
PIBF1,0.171639843,0.044094746,0.221628276,0.145411276,0.204954318,0.175865426,0.204665054,0.129865029,0.064921694,0.011614852,0.026276866,0.259869448,0.008340056,-0.117746065,-0.038965565,,,,,,,,,,,,,,7.73e-12,0.007855176,1.0,0.001080358,1.0,2.76e-17,1.0,1.0,1.0,0.85641693,0.951043212,0.855094002,,0.934619572,,,,,,,,,,,,,,
SAMHD1,0.144043421,0.163696288,0.066069774,0.157061371,0.30220931,0.323933848,0.228374022,0.582308047,0.03011268,0.07958896,0.092604355,-0.151598382,0.050164922,-0.115035551,0.452715197,,,,,,,,,,,,,,8.17e-12,0.008605577,1.0,0.001261045,1.0,3.07e-17,1.0,1.0,1.0,0.015589141,0.720726653,0.908388272,,0.916061938,0.268389765,,,,,,,,,,,,,
ANKRD17,0.07635019,0.02494227,0.108053633,0.172050455,0.043105689,0.223242773,0.203546467,0.091666851,0.041368153,-0.005100811,-0.185096072,-0.433830054,0.001718391,-0.166679768,-0.030973237,,,,,,,,,,,,,,8.23e-12,0.009225085,1.0,0.001559564,1.0,6.62e-17,1.0,1.0,1.0,0.915382626,0.528976843,0.694271268,,0.901800396,0.973432518,,,,,,,,,,,,,
CHCHD3,0.21106714,0.013494256,0.252537829,0.089096413,0.066412807,0.376029692,0.227487416,0.205406928,0.055512335,0.002580847,-0.169376298,-0.084512634,-0.334297773,-0.612266507,0.158751617,0.012725171,,,,,,,,,,,,,8.84e-12,0.011709479,1.0,0.001580122,1.0,1.56e-16,1.0,1.0,1.0,0.962847185,0.403476352,0.947646297,,0.269870418,0.744598968,2.920543909,,,,,,,,,,,,
ANKRD36,0.025315304,0.110859696,0.179416672,0.093049889,0.034279828,0.165687135,0.190746471,0.03628907,0.162961607,,-0.29451617,-0.108205719,-0.49877388,-0.321965932,-0.251004677,,,,,,,,,,,,,,9.54e-12,0.013510478,1.0,0.001765698,1.0,1.7e-16,1.0,1.0,1.0,,0.151259359,0.932013695,0.070330336,0.657191164,0.63388844,,,,,,,,,,,,,
LRRFIP2,0.096409052,0.018112103,0.081145511,0.20399368,0.145444669,0.190838142,0.100884549,0.096972,0.305894982,0.020745251,-0.169171885,-0.286043961,0.066738611,-0.084145373,-0.353132882,,,,,,,,,,,,,,1.02e-11,0.01423324,1.0,0.001866214,1.0,2.22e-16,1.0,1.0,1.0,0.502722691,0.439976694,0.772810202,,0.935838983,0.438605634,,,,,,,,,,,,,
SENP6,0.21169216,0.022552807,0.133309435,0.214296956,0.064930121,0.24989994,0.178806221,0.018870165,0.061334811,-0.027199509,-0.185324137,-0.185864139,-0.183582872,0.048533402,-0.275626349,,,,,,,,,,,,,,1.6e-11,0.017589217,1.0,0.002119992,1.0,3.42e-16,1.0,1.0,1.0,0.515445227,0.369857111,0.861768937,,0.965899126,0.559406137,,,,,,,,,,,,,
MAP2K5,0.049723877,0.127652981,0.14643462,0.159012266,0.110766063,0.200785866,0.14821104,0.191737393,0.111116902,-0.018559348,-0.31043208,-0.414199739,-0.08591791,-0.608581617,-0.010221663,,,,,,,,,,,,,,2.38e-11,0.017708069,1.0,0.002203481,1.0,3.77e-16,1.0,1.0,1.0,0.451920556,0.10106468,0.623077339,,0.306682552,0.98921323,,,,,,,,,,,,,
INTS6,0.023277434,0.102792043,0.172166578,0.087657111,0.135044811,0.192242614,0.202948154,0.280050207,0.144084866,-0.032023867,-0.033489778,-0.090585976,-0.233558343,-0.013065675,0.349422129,,,,,,,,,,,,,,2.68e-11,0.018019288,1.0,0.002298662,1.0,5.56e-16,1.0,1.0,1.0,0.474496075,0.917798779,0.937510857,,0.990481393,0.40543555,,,,,,,,,,,,,
MIS18BP1,0.119373074,0.069123733,0.135688452,0.12086948,0.165336782,0.250588191,0.28481722,0.172112561,0.270141668,-0.048882058,0.12556737,-0.391078496,0.194065389,-0.048881411,0.565056316,,,,,,,,,,,,,,2.8e-11,0.018797678,1.0,0.00261233,1.0,7.07e-16,1.0,1.0,1.0,0.767645168,0.664532694,0.756884926,,0.968705705,0.19797935,,,,,,,,,,,,,
RAPGEF2,0.019912981,0.127396767,0.017586396,0.091560055,0.128066716,0.312326124,0.166358386,0.036603132,0.076048748,0.03493904,0.149607132,0.21598829,-0.052941469,0.429519289,-0.060116104,,,,,,,,,,,,,,3e-11,0.020440881,1.0,0.002855939,1.0,1.62e-15,1.0,1.0,1.0,0.08431,0.575306552,0.861972959,,0.483529176,0.944201522,,,,,,,,,,,,,
RBMS1,0.11634315,0.157627926,0.044269375,0.207747481,0.202460441,0.184495058,0.178208104,0.142975945,0.134714797,0.046254169,-0.087256141,0.09360375,0.238757213,-0.258982598,-0.505077218,,,,,,,,,,,,,,3.76e-11,0.024018886,1.0,0.003222848,1.0,1.62e-15,1.0,1.0,1.0,0.134110585,0.786985344,0.957075669,,0.806147592,0.333485063,,,,,,,,,,,,,
