metabolite,logFC,AveExpr,t,pval,adj_pval,B,contrast,comparison
Erythrose,0.191418225282515,-6.88685219962792e-16,0.501532773017612,0.616005076948676,0.955842002519091,-4.62023815637846,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
PA(34:1)[M-H]-,-0.191378304742075,-4.99311240501991e-16,-0.501428177651535,0.616078669048837,0.955842002519091,-4.62024152586396,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
PE (p-34:2) or PE (o-34:3) [M-H]-,0.191234802356988,-6.01370805005293e-16,0.501052188640973,0.616343242478012,0.955842002519091,-4.62025363235125,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Cys-Gly,0.189593648116097,-5.76470295110543e-16,0.49675221858238,0.61937255475948,0.958274518684479,-4.6203914414754,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
TG (56:5) [M+NH4]+,0.187280975574929,-0.120891205213956,0.490692810859101,0.623652370447168,0.958674660575839,-4.62058362237736,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
DG (36:2) [M+Na]+,0.186744222076378,-1.95474423684653e-15,0.489286468959536,0.624647509364592,0.958674660575839,-4.6206278888516,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Lyso-PAF C18,-0.186230867306206,-3.89532156530592e-15,-0.487941433809165,0.625599908043293,0.958674660575839,-4.62067010675056,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
DG (36:2) [M+NH4]+,0.186207204472648,2.85177697428862e-15,0.487879435080913,0.625643823473918,0.958674660575839,-4.62067204996177,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
SM (d41:2) [M+H]+,-0.185093346678261,2.03049382863085e-15,-0.48496102860451,0.627712513086008,0.958674660575839,-4.62076324149751,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
TG (52:4) [M+NH4]+,0.184437852240031,1.58438077472548e-15,0.483243574883382,0.628931287135308,0.958674660575839,-4.62081665109558,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
TG (53:2) [M+NH4]+,-0.183938220057867,5.7043490301704e-16,-0.481934494133942,0.629860943152723,0.958674660575839,-4.62085723380185,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
PC(42:9),0.181718319977808,-1.39890992308563e-15,0.476118158508998,0.633998546380105,0.95884260485253,-4.62103621440196,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
PE(P-40:5),-0.180188392249901,-1.67165904961057e-15,-0.472109611805772,0.636856817207608,0.95884260485253,-4.62115830064832,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Indoxyl Sulfate,-0.179567057747267,8.72204507692172e-16,-0.47048166015374,0.638019166680056,0.95884260485253,-4.62120758760924,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
TG (51:3) [M+NH4]+,0.179002423408329,-1.73212139076284e-15,0.469002267972924,0.639076217940401,0.95884260485253,-4.6212522292139,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
PE(38:2),-0.178443422348838,3.01263643661305e-16,-0.467537635485226,0.640123445930119,0.95884260485253,-4.62129628693938,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
5-Hydroxymethyluracil,-0.177638045466667,-2.95698072509213e-16,-0.465427476431962,0.641633493272237,0.95884260485253,-4.62135952051182,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
GlcCer (d40:1) [M+Na]+,-0.17702165674594,4.64670981091079e-16,-0.463812483168356,0.642790198568457,0.95884260485253,-4.62140772258476,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Ergothioneine,-0.175768711082845,-1.08853898117545e-16,-0.460529654106885,0.64514412581949,0.95884260485253,-4.62150518746285,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
PC(P-38:6),-0.174521840898489,2.85535484145782e-15,-0.457262743340004,0.647490174823882,0.95884260485253,-4.62160149246633,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
PS(16:0/18:1(9Z)),-0.174302204284806,1.46728694009705e-15,-0.456687275879921,0.647903796066062,0.95884260485253,-4.62161838560476,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
PI(40:7),0.173194238647133,1.20968050391449e-15,0.453784307378097,0.649991980258666,0.95884260485253,-4.62170327937906,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
CPA(18:0)[M-H]-,0.172861115933702,-7.64217971312616e-16,0.452911496244383,0.650620355934584,0.95884260485253,-4.62172869782569,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Galactaric Acid,0.170251017600265,-3.2809403342308e-15,0.446072806495353,0.655552403884526,0.95884260485253,-4.62192616373672,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
"PS(20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",-0.169966407133067,-4.25397564396413e-15,-0.445327101760952,0.656091119002231,0.95884260485253,-4.62194751416586,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
N-Acetylphenylalanine,0.169868505252705,-3.08925339013536e-16,0.445070590128012,0.656276470578598,0.95884260485253,-4.62195485014713,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
SM(d42:1),0.168914712104227,1.9642852159644e-15,0.442571567258402,0.658083334107983,0.95884260485253,-4.62202609857306,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Xanthurenic Acid,0.167611754954953,3.44147453590349e-15,0.439157703655632,0.660554882953454,0.95884260485253,-4.62212278122335,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
SM (d40:1) [M+H]+,-0.167519593114273,5.0538277266791e-16,-0.43891623143712,0.660729843290068,0.95884260485253,-4.62212959150983,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
PC(30:2),0.166537121987465,5.47883497829342e-16,0.436342069713959,0.66259612062963,0.95884260485253,-4.62220195827998,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
"PS(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",0.16593499027694,2.18083652988218e-15,0.434764431084954,0.663740952159625,0.95884260485253,-4.62224609966029,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Cytosine,0.161849878080737,0.131265868824025,0.424061073842843,0.67152859151311,0.95884260485253,-4.62254135113639,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
PI(34:2),0.161252741323751,1.17700987845026e-15,0.422496522436309,0.672669926517464,0.95884260485253,-4.62258389270228,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Pimelylcarnitine,0.159169987450642,1.49301867165737e-15,0.417039522069954,0.676656682171064,0.95884260485253,-4.62273104276546,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
TG (52:2) [M+NH4]+,-0.158776955190827,-2.43179319274015e-15,-0.416009742596973,0.677410036570317,0.95884260485253,-4.62275859659955,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
SM(d40:3),-0.158614302263418,-1.29930788350663e-15,-0.415583577462476,0.677721900112401,0.95884260485253,-4.62276997958109,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Citraconic Acid,-0.155458980987376,4.47847777381346e-16,-0.407316355117272,0.683782647062538,0.95884260485253,-4.62298849081425,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Methylenesuccinic Acid,-0.155131471161686,4.64905891561784e-16,-0.406458250248593,0.684412905624134,0.95884260485253,-4.62301091990264,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
PG(18:0/18:1(11Z)),0.154251671882019,9.06103895618552e-16,0.404153097895522,0.686107075347831,0.95884260485253,-4.62307093761485,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Ribothymidine,0.153650192397012,0.124889564653434,0.402577168155377,0.687266212855935,0.95884260485253,-4.62311177259278,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Alanine,-0.151421989009389,-7.00481339599435e-15,-0.396739077126205,0.691566673131679,0.95884260485253,-4.62326165705885,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Theobromine,-0.151357401041434,9.37690318910297e-16,-0.396569850906372,0.691691478040713,0.95884260485253,-4.62326596904263,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Folic Acid,-0.150840425032156,0.0843942355599578,-0.395215327787509,0.692690745019464,0.95884260485253,-4.62330041679679,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
PE(P-40:6),-0.150298554393631,-3.18263933725878e-15,-0.393795578526145,0.693738705383301,0.95884260485253,-4.62333639684832,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Sorbitol,-0.148688789602855,2.06605565988838e-15,-0.389577851618312,0.696855388628258,0.95884260485253,-4.62344252104526,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
PS(14:1(9Z)/16:1(9Z)),0.147580222475186,8.34763392669006e-16,0.386673307159206,0.699004680736138,0.95884260485253,-4.6235149391931,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Spermine,-0.147501953033684,1.95586457909143e-15,-0.386468234261989,0.699156521151902,0.95884260485253,-4.62352003173252,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Serine,0.147340252170338,1.31441443377659e-15,0.386044563620001,0.699470254183828,0.95884260485253,-4.62353054411556,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Valine,0.146286158313432,2.09583507955931e-15,0.383282743974591,0.701516669248279,0.95884260485253,-4.62359878954734,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
5'-Methylthioadenosine (MTA),-0.145096209919767,-6.40438223287187e-16,-0.38016497336136,0.703829435850835,0.95884260485253,-4.62367524185228,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Tiglylcarnitine,-0.143731493164954,1.45138530823393e-15,-0.376589294099814,0.70648525552257,0.95884260485253,-4.6237621540151,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Tyrosine,0.142003447363983,-3.06641286436834e-15,0.372061660426564,0.709853266250336,0.95884260485253,-4.62387102641268,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
PG(16:0/18:1(11Z)),0.141928801625846,2.34910470705193e-15,0.371866081954419,0.709998881308538,0.95884260485253,-4.62387569966174,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
3-Methyladenine,0.141610996657976,7.91288692555958e-15,0.371033404676277,0.710618957339816,0.95884260485253,-4.623895568565,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
3-OH-Linoleyl carnitine,-0.140517814001013,5.00756843398638e-16,-0.368169168898559,0.712753350140028,0.95884260485253,-4.62396357333227,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
lysoPC(28:0),-0.139897450473205,5.12032545992488e-16,-0.366543761286921,0.713965586253885,0.95884260485253,-4.62400193054979,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
1-Methylguanine,-0.139854716589132,-5.80698683583236e-16,-0.366431794710336,0.714049118047451,0.95884260485253,-4.62400456654742,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
PS(18:0/20:0),-0.139456577802555,-5.90297486816975e-15,-0.365388635683116,0.714827523324642,0.95884260485253,-4.62402908664383,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
3-Hydroxymethylglutaric Acid,-0.138921788572099,9.25474974433627e-16,-0.363987440340641,0.71587356221399,0.95884260485253,-4.62406191259524,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Oxalic Acid,-0.138129852794426,-8.20003787094237e-15,-0.361912498176477,0.717423555249816,0.95884260485253,-4.62411029081452,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
DG (34:2) [M+Na]+,0.137459619296022,1.31905843308207e-15,0.360156426806953,0.718736260108125,0.95884260485253,-4.62415101833218,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Betaine,-0.137214107963984,1.86078004856446e-15,-0.359513165283749,0.719217321329558,0.95884260485253,-4.62416588754066,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Glycerol 1-Phosphoserine,0.136154657742043,0.110752583382257,0.356737311485607,0.721294509268121,0.95884260485253,-4.62422974749971,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
PE(O-36:4),-0.13597797069832,-6.64977332457776e-18,-0.356274375718316,0.721641127477108,0.95884260485253,-4.62424034941936,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
TG (56:7) [M+Na]+,-0.13593964655589,-2.93059847222832e-15,-0.356173963056992,0.721716317932538,0.95884260485253,-4.62424264720218,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Succinic Semialdehyde,0.135199887044295,-8.30932544992891e-16,0.354235727349976,0.723168223095668,0.95884260485253,-4.62428687370407,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
PC(P-34:1),0.134831892092062,0.112820388430149,0.35327154784942,0.72389084816607,0.95884260485253,-4.62430878438764,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
LysoPC(18:2),0.133953652239851,-7.35233633234837e-16,0.350970481334966,0.725616425781115,0.95884260485253,-4.62436083408827,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
PA 44:10[M-H]-,-0.131149489402874,5.08776325467789e-15,-0.34362332532855,0.731135376724816,0.95884260485253,-4.62452474855734,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
SM(d36:0),-0.130337323995558,1.36522737559375e-15,-0.341495379735703,0.732736439335868,0.95884260485253,-4.62457157524814,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Adrenoyl Ethanolamide,-0.130291736333392,0.120634818079068,-0.341375936006728,0.732826343153337,0.95884260485253,-4.62457419505544,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
TG (50:2) [M+Na]+,-0.130227966031889,-4.62592926927149e-18,-0.341208852145713,0.732952111259883,0.95884260485253,-4.6245778582352,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
"PS(14:0/20:4(5Z,8Z,11Z,14Z))",-0.129622923472188,8.00285763583967e-16,-0.339623586833005,0.734145735548691,0.95884260485253,-4.6246125246812,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Isovaleric Acid,0.129528355169834,-4.51071471840869e-15,0.339375809470903,0.734332357480828,0.95884260485253,-4.62461792846713,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Uridine,-0.129522527524695,-2.17794532408888e-15,-0.339360540522387,0.73434385832126,0.95884260485253,-4.6246182613392,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
PE (36:2) [M+H]+,0.129119520678926,-1.21604115665974e-15,0.338304626747167,0.735139335576912,0.95884260485253,-4.62464124455219,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
GlcCer (d38:1) [M+HAc-H]-,-0.128867557364258,-3.46998905303986e-15,-0.337644460455701,0.735636819189709,0.95884260485253,-4.62465557746485,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
"PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",0.128863020704014,4.138471972522e-15,0.337632574002416,0.735645777519167,0.95884260485253,-4.62465583527582,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
"PS(18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",0.1286273224009,-1.9024134119879e-15,0.337015023487665,0.736111249297543,0.95884260485253,-4.62466921713912,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
TG (56:7)  [M+NH4]+,-0.128580592128578,3.27327863887857e-15,-0.336892586018468,0.736203546682013,0.95884260485253,-4.62467186735852,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
UDP-N-Acetylglucosamine,-0.12774324710725,-2.29850860566927e-16,-0.334698667597695,0.73785803861093,0.95884260485253,-4.62471919257719,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
PE(P-38:6),-0.127606595868559,2.69749500514394e-15,-0.334340629199963,0.738128160388748,0.95884260485253,-4.62472688650939,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
"PS(18:0/18:2(9Z,12Z))",-0.127104464637987,3.93626826735346e-15,-0.333025000721451,0.73912101273454,0.95884260485253,-4.62475508749099,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
PC(38:3),0.126904388879943,-1.34744645996498e-15,0.332500784442687,0.739516739171542,0.95884260485253,-4.62476629328186,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Nicotinamide N-Oxide,0.126248110735183,2.97288235695525e-15,0.330781277340756,0.740815264301345,0.95884260485253,-4.62480292601727,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
PC (40:4) [M+H]+,0.126156408971928,-3.11643072459233e-15,0.33054101056601,0.740996766163332,0.95884260485253,-4.62480802958639,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Maleic Acid,0.126126125473404,-0.138691767088731,0.330461665106775,0.741056708323526,0.95884260485253,-4.62480971416941,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Uridine+Cl,0.124787035367869,5.46979996018937e-16,0.326953129945306,0.743708825810717,0.959862856064825,-4.62488379953529,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
3-Indoleacetic Acid,-0.122635332461803,0.106832931495251,-0.321315476980983,0.747976716517918,0.959862856064825,-4.62500118665665,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Valerylcarnitine,-0.12249463950763,2.86807614694832e-15,-0.32094684892926,0.74825605107556,0.959862856064825,-4.62500879110916,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Glucose+Cl,-0.122142484788232,0.118605897168221,-0.3200241722474,0.748955370807104,0.959862856064825,-4.62502778679872,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
PS(14:0/16:1(9Z)),-0.121594184639334,9.94574792893369e-17,-0.318587577097085,0.75004461313759,0.959862856064825,-4.62505725396839,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
TG (48:0) [M+Na]+,-0.120103486403884,-7.17705698112988e-16,-0.314681815152767,0.753008520096189,0.959862856064825,-4.62513669802104,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Glyceric Acid,0.120065992403049,5.01768765426291e-15,0.314583577536245,0.7530831153699,0.959862856064825,-4.62513868356171,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
PC(P-34:3),-0.11964209604303,1.76182853028894e-16,-0.313472931375993,0.753926628241294,0.959862856064825,-4.62516108838709,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
PE(P-36:2),-0.119095831117085,8.23993651088983e-16,-0.312041668690806,0.755014075807088,0.959862856064825,-4.62518984408569,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Uracil,-0.11417595992285,2.32857714591953e-15,-0.299151168638931,0.764829693559427,0.9654425863028,-4.62544289921469,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
SM(d40:2),0.113284428706392,-2.61856508698699e-15,0.296815277568153,0.766612486872256,0.9654425863028,-4.62548761300839,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
TG (50:6) [M+NH4]+,0.11327523604122,-0.138639112199637,0.2967911919679,0.766630875883906,0.9654425863028,-4.62548807223096,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Carnitine,0.113220906898665,2.49221939382001e-16,0.296648844782928,0.766739558609781,0.9654425863028,-4.62549078549993,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
3-Hydroxyglutaric Acid,0.113209905829613,-2.36153689196309e-15,0.296620021003689,0.76676156625573,0.9654425863028,-4.62549133474935,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
N1-Acetylspermidine,0.111122026291004,-5.68627899396231e-16,0.291149590937902,0.770941758477836,0.967819941480612,-4.62559460987275,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
GAR riboside,0.110793384547464,-0.0370785242882444,0.290288520343794,0.771600349686525,0.967819941480612,-4.62561069073664,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
PI(16:0/18:0),-0.1077696840931,-5.69856661858381e-16,-0.282366156256396,0.777667451434618,0.970651677475194,-4.62575640925014,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
SM(d40:0),0.105633253866712,-0.0215910773404132,0.276768519071024,0.781962444765044,0.970651677475194,-4.6258569375402,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
TG (49:2) [M+NH4]+,-0.105619537464668,5.66820895775422e-16,-0.276732580877873,0.781990041316213,0.970651677475194,-4.62585757645338,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
PC(30:0)),-0.104176836437933,1.50255965077524e-15,-0.272952575888766,0.784894192718647,0.970651677475194,-4.62592431450231,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
PE (p-36:2) or PE (o-36:3) [M-H]-,0.103583998450316,1.66244333114444e-15,0.271399287640269,0.786088444542396,0.970651677475194,-4.62595147257171,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
PC(P-36:2),-0.102866348126017,-2.6529704359272e-15,-0.26951897997013,0.787534800083045,0.970651677475194,-4.62598414095852,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Homogentisic Acid,0.10267333698756,3.89011739487799e-16,0.26901327362294,0.787923920874148,0.970651677475194,-4.62599288832349,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
PC(28:1),0.10221028513768,-0.0911163517432593,0.267800036597163,0.788857673898125,0.970651677475194,-4.62601380708913,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
N-Acetylaspartic Acid,-0.102153314874168,1.81394251471308e-15,-0.267650769440408,0.788972576527603,0.970651677475194,-4.62601637423744,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
2-Ketoisovaleric acid,0.101895390702992,2.87501504085223e-15,0.266974985174792,0.789492838049595,0.970651677475194,-4.62602797870117,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
PC (40:6) [M+H]+,0.101040474362555,-9.43978691510712e-16,0.264735028335339,0.791217968749117,0.970651677475194,-4.62606623312037,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
SM(d32:0),-0.0996288078822921,-1.59016318631207e-15,-0.261036336617885,0.794068798545768,0.970651677475194,-4.62612869458843,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Sphingosine 1-phosphate,0.0996281122931489,1.63786808190144e-15,0.261034514112472,0.79407020395476,0.970651677475194,-4.62612872514928,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
DG (34:2) [M+NH4]+,0.0993018339582485,2.2840525767028e-16,0.260179635859178,0.794729509429838,0.970651677475194,-4.62614303672953,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
TG (53:0) [M+NH4]+,-0.0985729919971091,3.93203987888076e-16,-0.258270005105249,0.796202797948559,0.970651677475194,-4.62617483643528,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
PC(40:8),0.0979155410539367,-1.92796444318614e-15,0.256547425167181,0.79753239963282,0.970651677475194,-4.62620332035484,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Propionylcarnitine,0.0951353542363597,-1.09865820145198e-17,0.249263088463774,0.803161388831536,0.973948527686472,-4.62632166401233,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
FA (18:0) [M-H]-,0.094550299553482,-5.16513914972094e-15,0.24773019316586,0.804347249846376,0.973948527686472,-4.62634613379619,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
TG (48:1) [M+NH4]+,0.0940603921869933,-1.46295013140711e-16,0.246446592298314,0.805340601167248,0.973948527686472,-4.62636650794459,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
"PI(18:0/22:4(10Z,13Z,16Z,19Z))",0.0930961172282464,4.34201286036995e-15,0.243920106153654,0.807296711593013,0.973948527686472,-4.62640630079167,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
"PG(16:0/18:2(9Z,12Z))",0.092380262190868,1.82608557904492e-15,0.242044502294903,0.808749662531905,0.973948527686472,-4.6264355768688,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
SM(d43:2),-0.0912023460346189,7.73686670285656e-16,-0.238958257213726,0.81114187982486,0.973948527686472,-4.62648325784099,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Methylmalonic Acid,-0.090365389668938,-2.89409699908797e-16,-0.236765357105311,0.81284271939449,0.973948527686472,-4.62651676523727,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
2-Methylbutyroylcarnitine,-0.090302911121336,1.58495901588414e-15,-0.236601657754391,0.81296972209908,0.973948527686472,-4.62651925416378,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
PC(42:10),0.0899912394728087,-0.0988399915523911,0.235785050318364,0.813603343250284,0.973948527686472,-4.62653164435824,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Glycine,0.0873848101919925,2.75821032680312e-16,0.228955973813487,0.818906891454432,0.977495548070575,-4.62663358329791,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
LysoPC(22:1),0.0869091026051962,-0.0381301842656509,0.227709577631517,0.819875761193771,0.977495548070575,-4.62665186520448,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
PG(16:0/16:0),0.0863392893973046,-2.2664162213637e-15,0.226216616353488,0.821036656992205,0.977495548070575,-4.62667363232147,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
TG (52:3) [M+Na]+,-0.0851817418302506,-3.7793842129948e-15,-0.223183738787376,0.823396164766535,0.977570830473342,-4.62671741027069,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
Pimelic Acid,-0.0848462654973271,-4.84276970376859e-16,-0.222304760961285,0.824080288493533,0.977570830473342,-4.6267299874004,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
PC(34:0),-0.0838961144650396,0.104801689428473,-0.219815280759986,0.826018618147894,0.978101468420611,-4.62676533956431,I4-FP2,"(R+1, R+45, R+82) vs (L-92, L-44, L-3)"
