metabolite_name,super_pathway,sub_pathway,HMDB_id,log2FC_R1,pvalue_R1,log2FC_R45,pvalue_R45,log2FC_R82,pvalue_R82,recovery_pattern
PAF C18:1 /PC(O-18:1/2:0),Lipid metabolism,Glycerophospholipid metabolism,HMDB11148,-0.1082459712177167,0.6713432714717136,-0.0524083111496626,0.842559551634896,-0.0650316658961637,0.7974169930652686,stable
PC(34:2),Lipid metabolism,Glycerophospholipid metabolism,HMDB08004,0.132387656349878,0.4253711669574266,-0.0468708821064838,0.7886622102087746,-0.0049605621469181,0.9760014522312628,stable
PC(35:2),Lipid metabolism,Glycerophospholipid metabolism,HMDB08330,-0.2701560227851969,0.0585895871538247,-0.095688842486058,0.5011810415075071,-0.1880169855244937,0.1518658213113473,stable
PC(36:4),Lipid metabolism,Glycerophospholipid metabolism,HMDB07983,0.1518970218242095,0.2858461466406348,-0.1188538722775498,0.4484726325429569,-0.0317168524731408,0.8367799267513809,stable
PC(36:2),Lipid metabolism,Glycerophospholipid metabolism,HMDB08590,-0.2426354276744962,0.1691239092100735,0.0351505989579469,0.8367236497320594,0.1060010299222245,0.5547926918573688,stable
lysoPC(6:0),Lipid metabolism,Glycerophospholipid metabolism,,-0.8117510274304198,0.2653628876697804,-0.3843468298463898,0.4366984325540627,-1.413215875065687,0.0488149586131589,persistent
LysoPC(14:1),Lipid metabolism,Glycerophospholipid metabolism,,-0.1537708414932642,0.1949946813061267,-0.0463791523463524,0.414151377164056,-0.0330901505209824,0.5492263660146022,stable
LysoPC(14:0),Lipid metabolism,Glycerophospholipid metabolism,,-1.5217455331456713,0.00263618016081,-0.585160672877312,0.0974886637873395,-0.303056216031401,0.3231485142545296,full_recovery
LysoPC(P-16:0),Lipid metabolism,Glycerophospholipid metabolism,,-0.6056156257121861,0.0621543408928185,-0.2000855153216534,0.4610785107178363,-0.1359324143784497,0.6040710735212202,full_recovery
LysoPC(15:0),Lipid metabolism,Glycerophospholipid metabolism,,-1.1969603652916545,0.001941386787789,-0.6086115926886141,0.0361670484286334,-0.356727940589668,0.1720083153752035,full_recovery
LysoPC(P-18:1),Lipid metabolism,Glycerophospholipid metabolism,,0.4898795095093471,0.0410122193324315,0.3014426290169053,0.3207160663536559,0.0546350342751375,0.8510187323715173,stable
LysoPC(P-18:0),Lipid metabolism,Glycerophospholipid metabolism,,-0.7381829901427858,0.0441823221618152,-0.6444990968694223,0.059395919447994,-0.3871541154981996,0.2029278105418961,partial_recovery
LysoPC(17:0),Lipid metabolism,Glycerophospholipid metabolism,,-1.0493137401083965,0.0133632428902656,-0.4897981279807293,0.1383085699698729,-0.3145029495202474,0.3204705544397765,full_recovery
LysoPC(20:5),Lipid metabolism,Glycerophospholipid metabolism,,-1.2465657279082407,0.0945819063564997,-0.342583364070936,0.524604691472629,0.1876396275402747,0.6967169376421636,full_recovery
LysoPC(20:4),Lipid metabolism,Glycerophospholipid metabolism,,-0.405222151557756,0.3444978407933082,-0.3018728373164523,0.4684529465029966,0.1244597402410466,0.7653788117209048,stable
LysoPC(20:3),Lipid metabolism,Glycerophospholipid metabolism,,-0.778069687795682,0.0497560038816167,-0.2658049541948321,0.4043682092761753,0.2009663861741136,0.5114952660825749,full_recovery
LysoPC(20:2),Lipid metabolism,Glycerophospholipid metabolism,,-0.4114291468868313,0.0031424876775344,-0.1967732928724306,0.086373970465477,0.0733922254134119,0.4921075679516669,stable
LysoPC(20:1),Lipid metabolism,Glycerophospholipid metabolism,,-0.4867319889024214,0.014283547232037,-0.2423028837986647,0.1552926951448555,-0.0781647543058757,0.6214651444859433,stable
LysoPC(20:0),Lipid metabolism,Glycerophospholipid metabolism,,-0.9235841607838828,0.0367095750515378,-0.1581839118719244,0.6364790861795978,0.0656691676186995,0.8282232031862582,full_recovery
LysoPC(22:6),Lipid metabolism,Glycerophospholipid metabolism,,-0.3375873797656247,0.3965349469942787,-0.3376467058708972,0.354919878489729,-0.0962842622742356,0.7838359400797306,stable
LysoPC(22:5),Lipid metabolism,Glycerophospholipid metabolism,,-0.4888350579355741,0.3400059501626825,-0.1775974090106123,0.6905927685064603,0.2134621742973438,0.6197018477552695,stable
LysoPC(22:4),Lipid metabolism,Glycerophospholipid metabolism,,-0.5225737757345817,0.2636986950891011,-0.1514415243292617,0.7103330563712111,0.2239882711641144,0.5642649750422188,full_recovery
LysoPC(22:1),Lipid metabolism,Glycerophospholipid metabolism,,-1.7792667755920974,0.2565992228752808,-0.6248017925194268,0.5699384179054151,-0.7337206928215283,0.5186231615557687,full_recovery
LysoPC(22:0),Lipid metabolism,Glycerophospholipid metabolism,,-1.0027019555311791,0.360419773544582,-0.2006296030142331,0.8143475838763021,0.1723132420401754,0.810840915720054,full_recovery
LysoPC(24:0),Lipid metabolism,Glycerophospholipid metabolism,,,,-0.6128856003388116,0.5694718118005535,0.6306002052237945,0.4171175447966525,delayed_onset
lysoPC(28:0),Lipid metabolism,Glycerophospholipid metabolism,,0.0159724406412839,0.9647536064124396,0.4639657157823231,0.3400974205471619,0.6344224520410866,0.0353408518040292,delayed_onset
PC(28:1),Lipid metabolism,Glycerophospholipid metabolism,,-2.04184971851804,0.0349015967645405,0.6475253190060631,0.2272632019258413,-0.0514177489388826,0.9350232745914824,full_recovery
PC(28:0),Lipid metabolism,Glycerophospholipid metabolism,,-1.1789334159133542,0.0640718716032503,-0.0480627448386172,0.916259136955104,-0.1359100767080148,0.7730294739137127,full_recovery
PC(30:0)),Lipid metabolism,Glycerophospholipid metabolism,,-0.7104284168038739,0.0091893918293252,-0.0658428671794293,0.7977130458350281,-0.0743533403188066,0.7158093355122576,full_recovery
PC(29:0)),Lipid metabolism,Glycerophospholipid metabolism,,-2.3698871146988183,0.063454832915857,0.0284173873461219,0.964727363305301,-0.6618129960214179,0.3040764477757112,full_recovery
PC(30:2),Lipid metabolism,Glycerophospholipid metabolism,,-1.3643525274524924,0.0857303808803605,0.3193533190786887,0.5989376761088007,-0.5589279508049266,0.3682620220067106,full_recovery
PC(30:1),Lipid metabolism,Glycerophospholipid metabolism,,-1.1353896856994667,0.0766508990032408,-0.1656180253897977,0.7409576912059359,0.1642032634582018,0.7558141347221325,full_recovery
PC(30:0),Lipid metabolism,Glycerophospholipid metabolism,,-0.8425135227510036,0.0832049259316468,-0.1398003025963793,0.726477337198582,0.1122410249151871,0.7711903410248481,full_recovery
PC(P-32:1),Lipid metabolism,Glycerophospholipid metabolism,,-0.3714633901047952,0.1223070988211413,0.0791618419220212,0.7574648434364949,-0.0312246148415802,0.8936360227917801,stable
PC(P-32:0),Lipid metabolism,Glycerophospholipid metabolism,,0.0341152754120427,0.758896544475935,0.0805149023203322,0.6426749776406632,0.1626497274239385,0.2017692231597158,stable
PC(31:0),Lipid metabolism,Glycerophospholipid metabolism,,-1.573591147174366,0.2024516351111037,-0.9643600369016512,0.3460536881791246,-0.9112333363702598,0.3611021063275175,partial_recovery
PC(32:6),Lipid metabolism,Glycerophospholipid metabolism,,0.7189194343606292,0.2760857773019083,0.8095677755296874,0.0355686891627845,-0.0037266619967752,0.9942509835619328,full_recovery
PC(32:3),Lipid metabolism,Glycerophospholipid metabolism,,-1.4254235762959246,0.0346800969986499,-0.038221139878273,0.9353661935826968,-0.2813520273722846,0.538991462535646,full_recovery
PC(32:2),Lipid metabolism,Glycerophospholipid metabolism,,-0.927649835077805,0.0302808851079048,-0.119503842994021,0.7327850893900789,-0.0881294914111381,0.7911344534992204,full_recovery
PC(32:1,Lipid metabolism,Glycerophospholipid metabolism,,-0.4554302240609628,0.2429516427587308,-0.146745985985899,0.6846671400105129,0.4599264743631157,0.2742665561995021,stable
PC(32:0),Lipid metabolism,Glycerophospholipid metabolism,,-0.0020238272152343,0.9898999055321436,-0.1233682418220571,0.4865439412983759,0.1640255578749298,0.358679505654788,stable
PC(P-34:3),Lipid metabolism,Glycerophospholipid metabolism,,-0.6299563848334077,0.0198858123044713,-0.1150214439878201,0.5881597605497856,-0.3606578407326112,0.1456726964678522,partial_recovery
PC(O-34:3),Lipid metabolism,Glycerophospholipid metabolism,,-0.085661011721918,0.6484999654865227,0.0489715721811158,0.7959393309516113,-0.0662872609916007,0.7432937842837652,stable
PC(P-33:2),Lipid metabolism,Glycerophospholipid metabolism,,-1.0389889692995726,0.6222087738658071,-1.7529775186739622,0.4029375448411402,-1.4432263783531891,0.5416453861083343,persistent
PC(P-34:1),Lipid metabolism,Glycerophospholipid metabolism,,-0.2490279679298057,0.4595028331032768,0.0417958793894215,0.9002820442290529,0.2656140287860782,0.4199805616888176,stable
PC(34:0),Lipid metabolism,Glycerophospholipid metabolism,,0.7025468714479577,0.0579243891693131,0.5582832564436355,0.1529958415892386,0.5140651444388972,0.2178881714346557,partial_recovery
PC(34:5),Lipid metabolism,Glycerophospholipid metabolism,,-1.548485606791148,0.1041891418472069,-0.1485499207065626,0.8091653996969164,-0.1416841556759275,0.8087803969483862,full_recovery
PC(34:4),Lipid metabolism,Glycerophospholipid metabolism,,-0.8357075892430738,0.0111037766059705,-0.1973724247591273,0.4652841420227162,-0.0784466062590753,0.739450144519288,full_recovery
PC(34:3),Lipid metabolism,Glycerophospholipid metabolism,,-0.5514786185277509,0.0225968898766916,-0.1438552294574223,0.4615464414580633,0.0440743098655803,0.8354958767189824,full_recovery
PC(34:1),Lipid metabolism,Glycerophospholipid metabolism,,0.0765411259755217,0.5830108845546457,-0.0667820399056971,0.6906091447286024,0.1268412653852945,0.4088227034555254,stable
PC(O-34:0),Lipid metabolism,Glycerophospholipid metabolism,,0.0223744413638261,0.9090777986295946,-0.0953140387041743,0.6785194460276207,0.1678429771679704,0.4235851057593798,stable
PC(P-36:1)),Lipid metabolism,Glycerophospholipid metabolism,,0.0293215337740348,0.831000223802869,0.0405650566724328,0.7598386536568715,-0.1314745633279648,0.3833407858875096,stable
PC(P-36:3),Lipid metabolism,Glycerophospholipid metabolism,,-0.0309812171253586,0.8081829692778167,0.012905326858532,0.9152878284187864,-0.1316501879442483,0.3230342587536607,stable
PC(P-36:2),Lipid metabolism,Glycerophospholipid metabolism,,-0.1172533813889688,0.3831328362994598,0.0503678200482886,0.7283120441094958,0.0263300074053273,0.8674722855194938,stable
PC(36:8),Lipid metabolism,Glycerophospholipid metabolism,,-0.2272561482211526,0.2683363478967904,-0.0758675739862514,0.6793514768182138,-0.3482942170165331,0.0920049384387478,stable
PC(36:7),Lipid metabolism,Glycerophospholipid metabolism,,0.0082941359169141,0.9610952076533676,-0.0043526292168125,0.9786185107333192,0.231942211067244,0.1363881010858349,stable
PC(36:6),Lipid metabolism,Glycerophospholipid metabolism,,-1.1016221909843034,0.0211847213147898,-0.3483826262787446,0.340008624876964,-0.1473387237416688,0.6383919285996076,full_recovery
PC(36:5),Lipid metabolism,Glycerophospholipid metabolism,,-0.7867732470813859,0.0794566336454296,-0.1363526674998909,0.6874527205767675,0.1255877174694487,0.6924777038106221,full_recovery
PC(36:3),Lipid metabolism,Glycerophospholipid metabolism,,-0.2167161290320541,0.0521337021967327,-0.0723333903799396,0.4862427332891944,0.0232493532875378,0.8067448512706581,stable
PC(36:1),Lipid metabolism,Glycerophospholipid metabolism,,-0.2456073853099356,0.1311373044891549,0.0291217453285604,0.8546620391238502,0.0982400793202366,0.53328435150755,stable
PC(P-38:6),Lipid metabolism,Glycerophospholipid metabolism,,-0.137883104033361,0.5731277480263024,0.0097214276786924,0.9686248376705542,-0.2426455178776103,0.3738517201863216,stable
PC(P-38:5),Lipid metabolism,Glycerophospholipid metabolism,,-0.0482158534295495,0.785348957099695,0.0799495145289765,0.6504340274524597,-0.0804657329664855,0.6657221764338161,stable
PC(P38:3),Lipid metabolism,Glycerophospholipid metabolism,,0.6753685770469705,0.007654080549814,0.426948519287178,0.0633832672976396,0.2235869698901101,0.3591738039620217,full_recovery
PC(38:8),Lipid metabolism,Glycerophospholipid metabolism,,-0.8564651310018933,0.1211685962728043,-0.2541758371372192,0.5580943608904001,0.0625109947279415,0.8714875401186373,full_recovery
PC(38:7),Lipid metabolism,Glycerophospholipid metabolism,,-0.455348099512974,0.0672911656608407,-0.1851620451679387,0.3927239089863586,0.0215551010384164,0.9156384442032022,stable
PC(38:3),Lipid metabolism,Glycerophospholipid metabolism,,-0.2722911604585762,0.0325340037315927,0.0205466831288055,0.8476145396141721,0.1501535167688816,0.1595848890441079,stable
PC(P-40:6),Lipid metabolism,Glycerophospholipid metabolism,,-0.030204444390033,0.90971141507683,0.060716419838172,0.8247610776414908,-0.1022201678892987,0.7246782255706329,stable
PC(P-40:3),Lipid metabolism,Glycerophospholipid metabolism,,0.9749766762401868,0.0049365878182929,0.3443542944766414,0.3569913286325228,0.4192532110508755,0.2256805339418953,full_recovery
PC(40:9),Lipid metabolism,Glycerophospholipid metabolism,,-0.2740590319176854,0.3437177749285132,-0.1177373147084345,0.6467357710314218,-0.0220459853225141,0.9284178736943376,stable
PC(P-40:1),Lipid metabolism,Glycerophospholipid metabolism,,-0.2179840449398347,0.5248064592528381,-0.1876991804085041,0.5893045267419839,-0.029992985911866,0.9198371681424696,stable
PC(40:8),Lipid metabolism,Glycerophospholipid metabolism,,-0.2933100349698136,0.0446914673858896,-0.0690868210184018,0.5836481480728921,-0.010802286335476,0.9308770467384452,stable
PC(40:7),Lipid metabolism,Glycerophospholipid metabolism,,-0.4427769887063971,0.0194351409089786,-0.1259168214434453,0.4514783949525068,-0.0333888186830492,0.8288032482465939,stable
PC(40:6),Lipid metabolism,Glycerophospholipid metabolism,,-0.1314719964684673,0.5469291651911086,-0.0598304133650131,0.7271259633593588,-0.04598375844114,0.7835333577059566,stable
PC(40:5),Lipid metabolism,Glycerophospholipid metabolism,,-0.1431899927929013,0.3062643466081369,0.0608612708514075,0.6218424968575179,0.1272941851080561,0.2180191981367472,stable
PC(38:4),Lipid metabolism,Glycerophospholipid metabolism,,-0.1962759329564246,0.094414693764925,0.1480353142139271,0.2308687909632578,0.1515430297803523,0.1283370516135566,stable
PC(42:10),Lipid metabolism,Glycerophospholipid metabolism,,-0.3949939810100727,0.2798435487788255,-0.1459802696257085,0.6586312418421912,-0.1646570784695222,0.6140529884013157,stable
PC(42:9),Lipid metabolism,Glycerophospholipid metabolism,,-0.4646300290068941,0.10699974101497,0.0163261226100253,0.9452392219074994,0.1537002258584852,0.5281586384972194,stable
PC(42:8),Lipid metabolism,Glycerophospholipid metabolism,,-0.5194491971118377,0.0219574339401066,0.1727190733931296,0.3980569571382295,0.3904165764221724,0.0777268836949016,persistent
PC(42:6),Lipid metabolism,Glycerophospholipid metabolism,,-0.7859211657105194,0.0254908659517716,0.081379505177137,0.7539048228373253,0.0310129331722314,0.904035245067829,full_recovery
PC(42:5),Lipid metabolism,Glycerophospholipid metabolism,,-0.986425901854004,0.3213223528466008,-0.4675791428526802,0.5887533092166288,-0.0890466991532671,0.9037986663365766,full_recovery
PC(44:10),Lipid metabolism,Glycerophospholipid metabolism,,0.2828636687156686,0.817416889936794,-1.147343540498757,0.4659339650464887,-1.3757403226203349,0.4124554087964841,stable
PC(44:9),Lipid metabolism,Glycerophospholipid metabolism,,0.5913047786550966,0.5801391047335618,-0.8848891865695394,0.5047031173163712,-0.8840075757993693,0.5003760242943738,persistent
PC(44:8),Lipid metabolism,Glycerophospholipid metabolism,,0.226838757058159,0.5222680125215553,0.0139459515020423,0.9688510274834417,-0.057413207745443,0.8671536505550622,stable
PC(44:7),Lipid metabolism,Glycerophospholipid metabolism,,0.1109740281800368,0.6240656560429252,-0.0281329893034906,0.9003829615890664,0.0238629221920075,0.9157210293896032,stable
PC(44:6),Lipid metabolism,Glycerophospholipid metabolism,,-0.2421949389232082,0.2374370851593391,-0.0362578820516101,0.8429017766530874,-0.0559664037195804,0.7685997959734967,stable
PAF C16:0,Lipid metabolism,Glycerophospholipid metabolism,,-0.3556801134331498,0.1296198278541511,-0.1595100654802762,0.4578941956329191,-0.4346656534355763,0.0932287975302024,stable
Lyso-PAF C16,Lipid metabolism,Glycerophospholipid metabolism,,-0.9240331050701822,0.012459647938759,-0.59242822206601,0.070536504810399,-0.3524188951540608,0.2441890736709434,full_recovery
C-PAF/methylCarbamyl-PAF C-16,Lipid metabolism,Glycerophospholipid metabolism,,-1.9561454132318443,0.0847944408946987,-0.8354861940474898,0.1519733232358338,-0.0483012969859271,0.9227475451935628,full_recovery
Lyso-PAF C18,Lipid metabolism,Glycerophospholipid metabolism,HMDB11149,-0.3251036759636611,0.1576015131278623,-0.4344658654216793,0.0573051432220842,-0.2453692559688412,0.3200122869250971,stable
1-AcyPAF,Lipid metabolism,Glycerophospholipid metabolism,,-0.5170065300749124,0.3091800901290565,-0.1313990808225381,0.7764684591317328,0.3987757598102759,0.4169901072355907,persistent
Sphingosine,Lipid metabolism,Glycerophospholipid metabolism,HMDB00252,-0.238832186469842,0.0725059473742563,-0.3131560781653658,0.0436274447162791,-0.0893315990613422,0.5323068953964503,stable
Sphingosine 1-phosphate,Lipid metabolism,Glycerophospholipid metabolism,HMDB00277,-0.7082665476575486,0.0008219640556641,-0.3902975946817436,0.0403937380846048,-0.3513163672491768,0.0401070045226086,full_recovery
Sphingomyelin,Lipid metabolism,Glycerophospholipid metabolism,HMDB01348,0.1118914513898765,0.4234156464111087,-0.0533122593001654,0.7272034607794058,0.0608350251381725,0.7242800378685516,stable
SM(d30:1),Lipid metabolism,Glycerophospholipid metabolism,,-0.9026642437356236,0.0193108166178614,0.0550994872516568,0.8612229668512257,0.3365902063024221,0.2421596599642145,full_recovery
SM(d32:1),Lipid metabolism,Glycerophospholipid metabolism,,-0.1398530077998444,0.3421968081867476,-0.0094556461719047,0.9589801543832298,0.1761305709020428,0.2382318965589239,stable
SM(d32:0),Lipid metabolism,Glycerophospholipid metabolism,,-0.2570239780703168,0.2583436024715509,0.011768034398643,0.9641693296780623,0.2463679158942189,0.255705705860294,stable
SM(d34:1),Lipid metabolism,Glycerophospholipid metabolism,,0.0205796489461131,0.7681500175839929,-0.0641387520198917,0.4248006853356495,0.1275567746693979,0.099400487141673,stable
SM(d34:0),Lipid metabolism,Glycerophospholipid metabolism,,-0.299029119679169,0.0567942885691805,-0.1234555412014238,0.3806869688083807,0.1305678488424576,0.3407152755540041,stable
SM(d36:2),Lipid metabolism,Glycerophospholipid metabolism,,0.2946022629609933,0.0844409210904768,0.0012355243035973,0.9948125138416783,0.0751254185125543,0.7155554074409981,stable
SM(d36:1),Lipid metabolism,Glycerophospholipid metabolism,,0.1041995979990124,0.5283074212358372,-0.0628916245593689,0.7341551172770576,0.0393131704542774,0.846120055844874,stable
SM(d36:0),Lipid metabolism,Glycerophospholipid metabolism,,0.0766996312378942,0.8099645700762457,-0.050850343663884,0.8834556960292547,-0.0182593278004839,0.9587548271524572,stable
SM(d38:3),Lipid metabolism,Glycerophospholipid metabolism,,0.0842726248535205,0.8173008170076052,-0.1082133458607525,0.776001021842522,-0.0895443783077604,0.8120884146611346,stable
SM(d38:1),Lipid metabolism,Glycerophospholipid metabolism,,-0.2422699633837466,0.2002982845238826,-0.1096978049065194,0.5631095390057466,0.0758124951660246,0.6611089138678473,stable
SM(d38:0),Lipid metabolism,Glycerophospholipid metabolism,,-1.2660711347614269,0.3458994037920073,-0.0874374576831583,0.9186012134114409,-0.0005985677098111,0.999412208004888,full_recovery
SM(d40:3),Lipid metabolism,Glycerophospholipid metabolism,,-0.046387187365492,0.9050399017203268,-0.1406971013742099,0.717786193607947,-0.0208644066912751,0.9552721583152408,stable
SM(d40:2),Lipid metabolism,Glycerophospholipid metabolism,,-0.0653893591343898,0.5830808647258892,-0.0512099650202405,0.6609449099236053,0.0863515108673194,0.4992950707667657,stable
SM(d40:1),Lipid metabolism,Glycerophospholipid metabolism,,-0.2592041347683062,0.0990148632153129,-0.0802755073573998,0.625157913747443,-0.0285324937044562,0.837165287664646,stable
SM(d40:0),Lipid metabolism,Glycerophospholipid metabolism,,-1.3273441893987592,0.0946697197118941,-0.3652756572732118,0.5627508174888568,-0.6479217494515517,0.3110723424305652,full_recovery
SM(d41:1),Lipid metabolism,Glycerophospholipid metabolism,,-0.3858283366735037,0.0436317822602462,-0.0565295839017261,0.7751037994267096,0.0177573407722548,0.9093852216812,stable
SM(d42:2),Lipid metabolism,Glycerophospholipid metabolism,,-0.0940115086637158,0.3382787044160464,-0.0246795653961685,0.8094551425116139,0.0261002334672392,0.8132351119515511,stable
SM(d42:1),Lipid metabolism,Glycerophospholipid metabolism,,-0.225703425850625,0.1483266928054924,-0.1133985527379896,0.5479236833586962,-0.0713666692472864,0.6335256115173998,stable
SM(d42:0),Lipid metabolism,Glycerophospholipid metabolism,,-0.391339331483326,0.4535645691088661,0.1328167137204117,0.8137044170840965,-0.8781827722391766,0.1633487956480276,stable
SM(d43:2),Lipid metabolism,Glycerophospholipid metabolism,,-0.978523155985984,0.1805154081946483,-0.1622076731679878,0.7849647084988247,-0.9303728548380014,0.2353019049157342,persistent
SM(d42:1-OH),Lipid metabolism,Glycerophospholipid metabolism,,-0.4808872422813323,0.2571950198635148,-0.0408017439280711,0.9150551698451156,0.0626548884374138,0.8521371334436622,stable
Diethanolamine,Lipid metabolism,Glycerophospholipid metabolism,HMDB04437,-0.4739043984441226,0.3230290541095652,-0.6994295176994859,0.1798753960328238,0.2019983862918751,0.6515108912702703,stable
O-Phosphoethanloamine,Lipid metabolism,Glyerophospholipid metabolism,HMDB00224,-0.0432313645283398,0.5017072590135891,-0.0153028401262954,0.8105505317518523,0.0254713159684284,0.7184644829685846,stable
LysoPE(18:2),Lipid metabolism,Glycerophospholipid metabolism,HMDB11507,-0.4758257801183613,0.2338640219838856,-0.3221688119190948,0.403930444847269,-0.2636205158227682,0.4851894061778049,stable
LysoPE(18:0),Lipid metabolism,Glycerophospholipid metabolism,HMDB11129,-0.8382828856794038,0.0772279326330081,-0.5250597825557013,0.2056672357389621,-0.2172919205327562,0.5681135720048467,full_recovery
PE(P-38:6),Lipid metabolism,Glycerophospholipid metabolism,,-0.2346805175446053,0.4132379698712101,0.0399043029671466,0.8888189886234735,-0.0401007232057377,0.8867859022676376,stable
PE(34:1),Lipid metabolism,Glycerophospholipid metabolism,,0.5368878127532982,0.6885203134812752,-3.55365802862399,0.3328175121400309,,,full_recovery
PE(36:2),Lipid metabolism,Glycerophospholipid metabolism,,0.1729588906009005,0.7912795761281852,-0.6761608428311633,0.3708655056348389,-0.4161953008808884,0.5515472198305715,stable
PE(36:4),Lipid metabolism,Glycerophospholipid metabolism,,0.4358968177808605,0.4774158268013793,-0.6195185219202117,0.3837955038427021,-0.4416601074403446,0.5171992352925472,stable
PE(38:4),Lipid metabolism,Glycerophospholipid metabolism,,0.4033066684721607,0.359999557041207,-0.202678239736662,0.6604566415987136,-0.0823747755300007,0.8555004386782057,stable
PE(38:2),Lipid metabolism,Glycerophospholipid metabolism,,0.6004054569271869,0.4992136275087417,-1.0698908393218745,0.3522724163348026,-0.6213565181541127,0.5433569013811037,persistent
PE(36:3),Lipid metabolism,Glycerophospholipid metabolism,,0.1072418965358734,0.8746515084801851,-0.8677763174595146,0.2961177207219945,-0.7769024220681743,0.3303122813274524,delayed_onset
PE(38:6),Lipid metabolism,Glycerophospholipid metabolism,,0.30223622023407,0.5582723777716119,-0.532042876407846,0.3767318729285369,-0.4374315274767574,0.4558248826442012,stable
PE(O-38:5),Lipid metabolism,Glycerophospholipid metabolism,,0.0702557114202346,0.7401486140999896,0.1592733304629769,0.3895842351906455,0.0015790165077544,0.993424419891377,stable
PE(16:0),Lipid metabolism,Glycerophospholipid metabolism,,-0.4858589630431955,0.14651259465529,-0.562185228624303,0.1009605435461048,-0.2751496242322902,0.3916132002254395,stable
PE(O-36:4),Lipid metabolism,Glycerophospholipid metabolism,,-0.4535557035490311,0.2777262132111283,0.101728879423491,0.7705988589610554,0.1771588956376506,0.6453842032728012,stable
PE(P-40:6),Lipid metabolism,Glycerophospholipid metabolism,,-0.1469831294157686,0.6331714561099826,0.1614247692684101,0.6174075108308887,-0.0142357872143434,0.963969165268486,stable
PE(38:3),Lipid metabolism,Glycerophospholipid metabolism,,0.1370422719854313,0.855086040230275,-0.985365899482326,0.2960076127835379,-0.2948787895486928,0.7324845512873699,stable
PE(38:7),Lipid metabolism,Glycerophospholipid metabolism,,-0.4238579973570847,0.5762484874669145,-1.6139570802931082,0.1541223217376471,-1.669152755030565,0.1524084349616781,stable
PE(P-36:2),Lipid metabolism,Glycerophospholipid metabolism,,-0.3246573294333512,0.6082018972712533,0.2476155130017941,0.6499253143133659,0.2580467648646497,0.6448797946177016,stable
PE(P-38:5),Lipid metabolism,Glycerophospholipid metabolism,,-0.138270695096521,0.4642710449867792,0.0881396175505066,0.6201978228059424,0.085476454351341,0.6624664732117173,stable
PE(P-40:5),Lipid metabolism,Glycerophospholipid metabolism,,-0.0880689855142575,0.7893160289471737,0.2614500702892127,0.4553560229735268,0.0336089742303893,0.919079691561912,stable
PE(P-40:7),Lipid metabolism,Glycerophospholipid metabolism,,-0.2600300979552307,0.5417319936403282,0.0755307393768731,0.8619921745975818,-0.0639614314358207,0.8809158253322591,stable
PI(34:2),Lipid metabolism,Glycerophospholipid metabolism,,-0.3123185881510911,0.586505318944256,-0.3014264012843015,0.5905561652388533,-0.0229959491763846,0.9661856629722336,stable
PI(34:1),Lipid metabolism,Glycerophospholipid metabolism,,-0.3918860700936624,0.5850258090965508,-0.5800303985076378,0.4363457441851278,-0.1889905338065639,0.7766522029890971,stable
PI(36:4),Lipid metabolism,Glycerophospholipid metabolism,,-0.3846915688219486,0.2631218012566591,-0.1892306065113192,0.5427046990958645,0.026055239156152,0.931118030619807,stable
PI(36:3),Lipid metabolism,Glycerophospholipid metabolism,,-0.5020284469905417,0.3243231950480273,-0.1398553685813782,0.7605622763916134,-0.1746013932895531,0.6928195870734579,full_recovery
PI(36:2),Lipid metabolism,Glycerophospholipid metabolism,,-0.4797442461513199,0.3885390303257036,-0.194487577145754,0.6992274214294514,-0.1479183852003499,0.7634682073717011,stable
PI(36:5),Lipid metabolism,Glycerophospholipid metabolism,,-0.7141828800999862,0.1168497873537288,-0.2480247789429933,0.5177724137478845,-0.1016888059978494,0.7785658478643036,full_recovery
PI(38:4),Lipid metabolism,Glycerophospholipid metabolism,,-0.2320299948716339,0.3699316173942869,-0.179746232742859,0.4757991838672479,0.0279019680565434,0.9077428343479296,stable
PI(38:3),Lipid metabolism,Glycerophospholipid metabolism,,-0.2755254904373025,0.3247179724125991,-0.2201373420779956,0.4143560379857043,0.0052567415516512,0.9835209487997868,stable
PI(38:2),Lipid metabolism,Glycerophospholipid metabolism,,-0.6638985388085151,0.4250245839959874,-0.5490091462326288,0.4217291742082458,-0.200295056917502,0.7436963355337233,full_recovery
PI(40:6),Lipid metabolism,Glycerophospholipid metabolism,,-0.2617529097374418,0.7231742668754417,-0.5113236033405575,0.5245047282623119,-0.5894449039914428,0.4644728057372891,stable
PI(40:7),Lipid metabolism,Glycerophospholipid metabolism,,-0.3584301364711552,0.523095220484051,-0.2804787214636194,0.6039559405347177,-0.0306405985832711,0.9532720708342788,stable
PI(40:5),Lipid metabolism,Glycerophospholipid metabolism,,-0.5706685203988968,0.5285448309158576,-0.759115167258348,0.4216097150949339,-0.3355794568452602,0.6879179348633174,partial_recovery
PI(42:9),Lipid metabolism,Glycerophospholipid metabolism,,-0.3064103842855225,0.324493208288947,-0.1093231551913808,0.6951227276058252,0.0440654520758857,0.8731274841393661,stable
LPA(18:2),Lipid metabolism,Glycerophospholipid metabolism,,-1.5925812549072338,0.1933490715516324,-0.7354847292576311,0.493265791837313,-0.3746489977783224,0.6636220915822434,full_recovery
