metabolite_name,norm_name,super_pathway,sub_pathway,HMDB_id,KEGG_id,CAS_id,formula,log2FC_PD_R1,pvalue_PD_R1,padj_PD_R1,log2FC_PD_R39,pvalue_PD_R39,padj_PD_R39,log2FC_I4_R1,pvalue_I4_R1,padj_I4_R1,log2FC_I4_R45,pvalue_I4_R45,padj_I4_R45,log2FC_I4_R82,pvalue_I4_R82,padj_I4_R82,concordant,avg_log2FC
Biliverdin,biliverdin,Porphyrin metabolism,Porphyrin metabolism,HMDB01008,,,C33H34N4O6,-0.0184910337919315,0.978540003464068,0.9993027653760432,-0.886687736505966,0.3099640213617264,0.8937009496165054,0.5456111618766769,0.3091810843576294,0.6522357789806338,0.6028756827276468,0.2403166437546763,0.9475413111830084,0.0206775733522109,0.9657609190555798,0.9947320575600496,FALSE,0.2635600640423727
PC 34:3,pc34:3,Glycerophosphocholines [GP01],Diacylglycerophosphocholines [GP0101],,,,C42H78NO8P,-0.49282525322421,0.0319309231563439,0.3052789774492886,-0.0628449369153261,0.7052380474724687,0.9183848389773136,-0.5514786185277509,0.0225968898766916,0.3287483011092887,-0.1438552294574223,0.4615464414580633,0.9475413111830084,0.0440743098655803,0.8354958767189824,0.9947320575600496,TRUE,-0.5221519358759805
5-Methylcytidine,5methylcytidine,Purine  and pyrimidine metabolism/nucleotide metabolism,Nucleotide modification,HMDB00982,,2140-61-6,C10H15N3O5,-0.4046725231470481,0.5515695247610205,0.7452684585100727,-1.0615519203008212,0.2089041731275172,0.8937009496165054,-0.2782658742672627,0.3476518384656372,0.6643685557118745,0.0456549195830667,0.8668497634579126,0.9753512843103522,0.3855243596717225,0.1179305733516516,0.8581466701854294,TRUE,-0.3414691987071554
Valine,valine,Amino acids,"Valine, leucine, and isoleucine biosynthesis / degradation",HMDB00883,C00183,72-18-4,C5H11NO2,-0.2558291195516712,0.3231398726432557,0.582575027536841,-0.3843632307600171,0.1497978919277612,0.8937009496165054,0.0201326558258868,0.8902371669894338,0.9536744948034076,-0.0402607342259466,0.7981427669782547,0.9607670304912502,-0.1885613729770399,0.2445078959177003,0.8932425552477279,FALSE,-0.1178482318628922
Lactic Acid,lacticacid,Energy metabolism,Glycolysis / Gluconeogenesis,HMDB00190,C00186,79-33-4,C3H6O3,-0.0655194040324596,0.7539046021682714,0.913078318556966,-0.2404721175089046,0.2931788952238188,0.8937009496165054,-0.3008451296634061,0.1096076517452739,0.4683643946690702,-0.3620089923418017,0.071730390488148,0.9475413111830084,-0.7682380340033863,0.0025171553450174,0.1900452285488193,TRUE,-0.1831822668479328
PE 36:3,pe36:3,Glycerophosethanolamines [GP01],Glycerophosethanolamines [GP01],,,,C41H76NO8P,-1.0788256099478188,0.0853243463101566,0.3764494188759763,0.5272090602874581,0.1901937226298965,0.8937009496165054,0.1072418965358734,0.8746515084801851,0.9514184856318494,-0.8677763174595146,0.2961177207219945,0.9475413111830084,-0.7769024220681743,0.3303122813274524,0.9269761010096572,FALSE,-0.4857918567059727
Malic Acid,malicacid,Energy metabolism,Citrate cycle (TCA cycle),HMDB00156,C00149,97-67-6,C4H6O5,-0.4738796124208111,0.2447853253289459,0.5200657921971882,-0.7950416129240417,0.0864287051421992,0.8937009496165054,-0.1923543747965211,0.483851954237209,0.7793472548606475,-0.5690521454300556,0.0684676406867219,0.9475413111830084,-0.1700458229353628,0.6179798577565412,0.9741304859935376,TRUE,-0.3331169936086661
Dehydroascorbic Acid,dehydroascorbicacid,"Cofactor, vitamin and antioxidant metabolism",Ascorbate and aldarate metabolism,HMDB01264,C05422,490-83-5,C6H6O6,-1.1381930096530892,0.0743733126445621,0.3717512091653902,-1.1738155427049737,0.0702661384356401,0.8937009496165054,-1.3794343859664115,0.0587384674181277,0.4132029385853039,-0.935161987564838,0.1311181456086672,0.9475413111830084,-0.8568750938181402,0.1553908013749358,0.8690374447264932,TRUE,-1.2588136978097504
Sphingosine,sphingosine,Lipid metabolism,Sphingolipid metabolism,HMDB00252,C00319,123-78-4,C18H37NO2,0.3926461965341301,0.0603031362414796,0.3392006368211062,0.00016208006648,0.999429745780786,0.999429745780786,-0.238832186469842,0.0725059473742563,0.4360024302105279,-0.3131560781653658,0.0436274447162791,0.9475413111830084,-0.0893315990613422,0.5323068953964503,0.9418937937821892,FALSE,0.076907005032144
Arginine,arginine,Amino acids,Arginine and Proline metabolism,HMDB00517,C00062,74-79-3,C6H14N4O2,-0.0069100433851039,0.9809054850201576,0.9993027653760432,-0.0927444289020032,0.7510919922895675,0.9216437931952424,0.5412049359609572,0.117654916440871,0.4683643946690702,0.2070512965515011,0.5720828106986435,0.9475413111830084,0.4111658989531133,0.233343637327595,0.8932425552477279,FALSE,0.2671474462879266
Cysteine-S-Sulfonic Acid,cysteinessulfonicacid,Amino acids,Cysteine and Methionine metabolism,HMDB00731,C05824,1637-71-4,C3H7NO5S2,0.2592352601351734,0.4647817322278756,0.6884443029009145,-0.433764712590477,0.273223751243304,0.8937009496165054,0.1146584759260569,0.6483149999744852,0.8502136175419236,-0.1164559064063588,0.7040413912145732,0.9484887771428964,-0.9266949317819392,0.0099498628172529,0.3711003242123732,TRUE,0.1869468680306151
Orotic Acid,oroticacid,Purine  and pyrimidine metabolism/nucleotide metabolism,Pyrimidine metabolism,HMDB00226,C00295,65-86-1,C5H4N2O4,-0.3974196769909097,0.5993901897849945,0.779825174751199,-0.1044526803763423,0.8800846174498687,0.9416463138783092,0.0546882692621483,0.8801993944569466,0.9514184856318494,-0.1783085400672262,0.6601946505002965,0.9475413111830084,-0.3861349877072974,0.3917547052174558,0.9269761010096572,FALSE,-0.1713657038643807
Tartaric Acid,tartaricacid,Glycylate and dicarboxylate metabolism,Glyoxylate and dicarboxylate metabolism,HMDB00956,C00898,87-69-4,C4H6O6,-1.594787368642529,0.5088577895986698,0.721548910644406,-1.535875531240707,0.5150913097955765,0.8953345911408636,1.5562123097299303,0.0577763606187049,0.4132029385853039,-0.6156145239410458,0.5317274772913259,0.9475413111830084,1.6491698360690776,0.0540933843919503,0.7733192288112267,FALSE,-0.0192875294562993
PI 36:4,pi36:4,Glycerophospholipids [GP],Glycerophosphoinositols [GP06],,,,C45H82NO13P,-0.5831091542820271,0.0628945713281607,0.3392006368211062,0.3105483677155642,0.1728526394557432,0.8937009496165054,-0.3846915688219486,0.2631218012566591,0.6279076641753747,-0.1892306065113192,0.5427046990958645,0.9475413111830084,0.026055239156152,0.931118030619807,0.9947320575600496,TRUE,-0.4839003615519879
PI 38:3,pi38:3,Glycerophospholipids [GP],Glycerophosphoinositols [GP06],,,,C47H88NO13P,-0.6689145055258218,0.0248687781459921,0.2831177242834846,0.3179661757257349,0.145217324786384,0.8937009496165054,-0.2755254904373025,0.3247179724125991,0.6537848462414385,-0.2201373420779956,0.4143560379857043,0.9475413111830084,0.0052567415516512,0.9835209487997868,0.9986600788327176,TRUE,-0.4722199979815621
Glycerylphosphorylethanolamine,glycerylphosphorylethanolamine,Lipid metabolism,Glycerophospholipid metabolism,HMDB00114,C01233,,C5H14NO6P,-0.9839392155001327,0.1136936914342907,0.3829335506050237,-0.7862008436785022,0.181210784365464,0.8937009496165054,-0.9973183187657746,0.1694862955319291,0.5426330074030167,-0.5007305404742104,0.4820781848835226,0.9475413111830084,0.7674921908241341,0.1265673235688718,0.8581466701854294,TRUE,-0.9906287671329536
PAF C16:0,pafc16:0,Lipid metabolism,Glycerophospholipid metabolism,,C04598,74389-68-7,C26H54NO7P,-0.5180015527783398,0.0484682394856701,0.3392006368211062,-0.2843912299473325,0.2522447972475349,0.8937009496165054,-0.3556801134331498,0.1296198278541511,0.4714398577598561,-0.1595100654802762,0.4578941956329191,0.9475413111830084,-0.4346656534355763,0.0932287975302024,0.8448337887804866,TRUE,-0.4368408331057448
Histidine,histidine,Amino acids,Histidine Metabolism,HMDB00177,C00135,71-00-1,C6H9N3O2,-0.2399278203838541,0.0255748181999344,0.2831177242834846,-0.1277333947801284,0.1936313084552607,0.8937009496165054,-0.0601403264667524,0.6001237951914459,0.836628725087066,-0.1293412116891726,0.2667682806878672,0.9475413111830084,-0.080720938667848,0.4746487435729161,0.9418937937821892,TRUE,-0.1500340734253032
Uridine+Cl,uridine+cl,Purine  and pyrimidine metabolism/nucleotide metabolism,Pyrimidine metabolism,HMDB00296,C00299,58-96-8,C9H13ClN2O6,-2.964911294370988,0.404232770104561,0.6532195901831966,-3.816230810391505,0.3748774785404092,0.8937009496165054,0.0383995596222738,0.9192538859590392,0.9663951108800156,0.3364584032588547,0.296116579632369,0.9475413111830084,0.2032969754359921,0.5485541493559485,0.9418937937821892,FALSE,-1.463255867374357
Beta-Carboxyglutaric Acid,betacarboxyglutaricacid,Energy metabolism,"Citrate cycle (TCA cycle) , from msms fragmentation",HMDB31193,C19806,,C6H8O6,-0.2352137220462111,0.552911473464107,0.745485341358657,-0.9511584132405508,0.0645258988238037,0.8937009496165054,-1.158771148538462,0.1982952866885401,0.5794416127137928,-1.9787505782604493,0.0478735139814858,0.9475413111830084,-1.23283048160118,0.1392650603254108,0.8581466701854294,TRUE,-0.6969924352923366
Lithocholic Acid,lithocholicacid,Lipid metabolism,Bile acid biosynthesis,HMDB00761,C03990,434-13-9,C24H40O3,-0.3913305817723257,0.3166078613959906,0.5744416869956485,-0.1570250531608739,0.6662260543116896,0.9139608058986984,0.2354657989700666,0.3875817507473226,0.6953615185590964,0.1164149787831164,0.645196947951828,0.9475413111830084,0.3901629513855865,0.105895981101275,0.8581466701854294,FALSE,-0.0779323914011295
Lyso-PAF C16,lysopafc16,Lipid metabolism,Glycerophospholipid metabolism/PAF,,,52691-62-0,C24H52NO6P,-0.2207916717979355,0.4330364342575208,0.6713660688365986,-0.4726036224168695,0.1366406596474727,0.8937009496165054,-0.9240331050701822,0.012459647938759,0.3287483011092887,-0.59242822206601,0.070536504810399,0.9475413111830084,-0.3524188951540608,0.2441890736709434,0.8932425552477279,TRUE,-0.5724123884340588
1-Methyladenosine,1methyladenosine,Purine  and pyrimidine metabolism/nucleotide metabolism,Nucleotide modification,HMDB03331,C02494,15763-06-1,C11H15N5O4,-0.335518798218142,0.0530975487787104,0.3392006368211062,-0.3110981347823265,0.0547160833152739,0.8937009496165054,-0.1644053353535499,0.2765680657256352,0.6279076641753747,-0.0966788985380866,0.505976450852901,0.9475413111830084,0.1670444479485745,0.2079908144385851,0.8863701787212398,TRUE,-0.2499620667858459
N-Acetylneuraminic Acid,nacetylneuraminicacid,Amino sugar and nucleotide sugar metabolism,Amino sugar metabolism,HMDB00230,C00270,131-48-6,C11H19NO9,-2.3405024378784245,0.2305846237816434,0.5185424114097582,-3.881315233251672,0.1662759418038084,0.8937009496165054,0.2793665587219694,0.5935442249276677,0.8365263920074316,-0.337612422760396,0.6496211573446122,0.9475413111830084,-0.5274296369858593,0.4189707261914749,0.9269761010096572,FALSE,-1.0305679395782277
Carnitine,carnitine,Lipid metabolism,Carnitine metabolism,HMDB00062,C00318,541-15-1,C7H15NO3,0.1423730442217405,0.2088736574438447,0.5030506788055955,-0.1159190900793685,0.3419231365875009,0.8937009496165054,0.1263494515067668,0.6671291082293392,0.860758957099996,0.0042456425413584,0.989183188541704,0.9913911867304132,-0.0258347085082392,0.930564081300176,0.9947320575600496,TRUE,0.1343612478642536
N-Acetylaspartic Acid,nacetylasparticacid,Amino acids,"Alanine, aspartate, and glutamate metabolism",HMDB00812,C01042,997-55-7,C6H9NO5,-0.1940614626885331,0.7459021321255098,0.9068675247999936,-0.2773690267694738,0.6543751540120537,0.9139608058986984,-0.0583427000725742,0.6584159761020905,0.8532919690288586,-0.1460146329449917,0.2956359079422441,0.9475413111830084,-0.1279346939024674,0.3216083138266307,0.9269761010096572,TRUE,-0.1262020813805536
Choline,choline,Amino acids,"Glycine, serine and threonine metabolism",HMDB00097,C00114,62-49-7,C5H13NO,-0.1728803229139385,0.1614062218342816,0.4514320217965666,-0.2290339384807249,0.0974806903318497,0.8937009496165054,0.0231057657547932,0.8246824179781436,0.9424372905349326,-0.0716134716161651,0.6355242352014305,0.9475413111830084,-0.1293548814975171,0.343625749250715,0.9269761010096572,FALSE,-0.0748872785795726
PE 36:4,pe36:4,Glycerophosethanolamines [GP01],Glycerophosethanolamines [GP01],,,,C41H74NO8P,-0.0403886636830373,0.9296477161568748,0.9827939830025284,0.5958613133920753,0.14200530067632,0.8937009496165054,0.4358968177808605,0.4774158268013793,0.7744781566339691,-0.6195185219202117,0.3837955038427021,0.9475413111830084,-0.4416601074403446,0.5171992352925472,0.9418937937821892,FALSE,0.1977540770489116
Cholesteryl Acetate,cholesterylacetate,Lipid metabolism,Cholesterol metabolism,HMDB03822,C02530,604-35-3,C29H48O2,0.0494894954521442,0.7594543095230726,0.9145337200554556,0.11315899127918,0.4768379897013015,0.8937009496165054,-0.0891195608257587,0.7687581227339435,0.9269571401909784,-0.1580727021172386,0.6345771946832606,0.9475413111830084,-0.1641108162890909,0.6051766839790967,0.968540925667345,FALSE,-0.0198150326868072
Oleoyl Ethanolamide,oleoylethanolamide,Lipid metabolism,N-acylethanolamine (NAE) metabolism,HMDB02088,,111-58-0,C20H39NO2,0.0323129709330068,0.8727817078233704,0.9689763258231,-0.2780603129156634,0.2159210220303781,0.8937009496165054,0.2372349635464775,0.1942538386724143,0.574788243588648,-0.0617726248728658,0.8158215461408216,0.9614274913838028,-0.3125117521446469,0.2055604961280395,0.8863701787212398,TRUE,0.1347739672397421
Taurine,taurine,Amino acids,Taurine and hypotaurine metabolism,HMDB00251,C00245,107-35-7,C2H7NO3S,-0.4380893364819522,0.2659175922312088,0.5354141537644564,-0.7377769504984893,0.087068856080403,0.8937009496165054,0.4706423684642907,0.0558242678487695,0.4132029385853039,-0.2405851735907811,0.4317130299659507,0.9475413111830084,-0.6336653855672703,0.0599172965146609,0.7983098623865117,FALSE,0.0162765159911692
2-Ketoisovaleric acid,2ketoisovalericacid,Amino acids,"Valine, leucine, and isoleucine biosynthesis / degradation",,,,C5H8O3,0.1688659274219549,0.4753467610151611,0.6932851934003419,-0.27850722133064,0.2382883195094556,0.8937009496165054,-0.4849447882192769,0.0025090606365675,0.1981528754208853,-0.0414414747530216,0.7932566488933448,0.9607670304912502,0.0343119956696398,0.7734657102161897,0.9947320575600496,FALSE,-0.158039430398661
Galactaric Acid,galactaricacid,Carbohydrate metabolism,"Galactose metabolism,  oxidation of galactose",HMDB00639,C00879,526-99-8,C6H10O8,-1.4075178272712976,0.0899304899559198,0.3764494188759763,-0.7014475102278026,0.2856096161763727,0.8937009496165054,-0.5227533383850759,0.0659658793306915,0.4132029385853039,-0.2658900398198695,0.3103986616414239,0.9475413111830084,0.0779135694025077,0.7604594977603101,0.9947320575600496,TRUE,-0.9651355828281868
PI 40:5,pi40:5,Glycerophospholipids [GP],Glycerophosphoinositols [GP06],,,,C49H88NO13P,-0.6028171884867698,0.2559740791422704,0.5330681318111309,0.5120815216024855,0.1794328494604286,0.8937009496165054,-0.5706685203988968,0.5285448309158576,0.8026051136129689,-0.759115167258348,0.4216097150949339,0.9475413111830084,-0.3355794568452602,0.6879179348633174,0.9947320575600496,TRUE,-0.5867428544428333
Tryptophan,tryptophan,Amino acids,Tryptophan metabolism,HMDB00929,C00078,73-22-3,C11H12N2O2,-0.3891425488493399,0.0906304259013127,0.3764494188759763,-0.3148367105410693,0.1168214351714498,0.8937009496165054,-0.123719197272438,0.2484857051987738,0.6123882680035356,-0.1100746654772356,0.312251621555231,0.9475413111830084,0.014694567318584,0.9120096651306988,0.9947320575600496,TRUE,-0.2564308730608889
Quinic Acid,quinicacid,,,HMDB03072,C00296,77-95-2,C7H12O6,-3.7369440256938673,0.0139546012138237,0.214764716242019,0.2146136967759311,0.6813671889478738,0.9139608058986984,-2.510412946447793,0.0972505431846943,0.4568749476697618,-0.5964543799079953,0.4992798721075197,0.9475413111830084,-0.1235159349002585,0.8819766861281678,0.9947320575600496,TRUE,-3.12367848607083
Methionine,methionine,Amino acids,Cysteine and methionine metabolism,HMDB00696,C00073,63-68-3,C5H11NO2S,0.0391755869940423,0.8144809209712538,0.9344317475142928,0.1205222901801105,0.5254953612993816,0.8953345911408636,0.2091131078318054,0.1275573817502868,0.470632807493079,-0.0852772460556052,0.524234550533262,0.9475413111830084,-0.1096903379714788,0.4215240835096312,0.9269761010096572,TRUE,0.1241443474129238
Cys-Gly,cysgly,"Cofactor, vitamin and antioxidant metabolism",Glutathione metabolism,HMDB00078,C01419,19246-18-5,C5H10N2O3S,-1.00193097125804,0.0392727208479942,0.3352311277389937,-0.613808130506441,0.1456494630799147,0.8937009496165054,-0.6039474340408516,0.1157206391919165,0.4683643946690702,-0.6208772424944442,0.1106847985220227,0.9475413111830084,-0.6593940773590308,0.090712737973709,0.8448337887804866,TRUE,-0.8029392026494457
C-PAF/methylCarbamyl-PAF C-16,cpaf/methylcarbamylpafc16,Lipid metabolism,Glycerophospholipid metabolism/PAF,,,91575-58-5,C26H55N2O7P,-2.1511762569423887,0.0082392909035636,0.1792756055223667,-0.7133159701077277,0.1266221484851151,0.8937009496165054,-1.9561454132318443,0.0847944408946987,0.4393682020118479,-0.8354861940474898,0.1519733232358338,0.9475413111830084,-0.0483012969859271,0.9227475451935628,0.9947320575600496,TRUE,-2.0536608350871166
4-Hydroxyphenyllactate,4hydroxyphenyllactate,Amino acids,Tyrosine metabolism,HMDB00755,C03672,6482-98-0,C9H10O4,-0.9404372179805472,0.1358767154073086,0.4202853305000577,-1.3673809856383687,0.0503465100833042,0.8937009496165054,-0.1369515256026697,0.5459711569422478,0.8130780389674174,-0.0647120748864952,0.7546490027442603,0.9607670304912502,-0.2672224031578702,0.2921231525363057,0.9269761010096572,TRUE,-0.5386943717916085
Trimethyllysine,trimethyllysine,Amino acids,Lysine degradation,HMDB11691,C03793,55528-53-5,C9H20N2O2,-0.106249018537233,0.8170532282464411,0.9356816461406612,-0.5306302640621876,0.3116018556610243,0.8937009496165054,-0.3129151300807937,0.4930525220969664,0.786575210304444,-0.5598808310315389,0.2668684775284147,0.9475413111830084,-0.1364452531100498,0.7691299438723574,0.9947320575600496,TRUE,-0.2095820743090133
Ornithine,ornithine,Amino acids,Arginine and proline metabolism,HMDB00214,C00077,70-26-8,C5H12N2O2,-0.175413038417296,0.6460032973492719,0.8268318065464312,-0.172595058240196,0.645188917453124,0.9139608058986984,-0.6051121032006754,0.1124991821447169,0.4683643946690702,-0.4150896809007369,0.2429746031369879,0.9475413111830084,-0.4637055432732925,0.2093941087858948,0.8863701787212398,TRUE,-0.3902625708089857
5-Oxo-Proline,5oxoproline,"Cofactor, vitamin and antioxidant metabolism",Glutathione metabolism,HMDB00267,C01879,98-79-3,C5H7NO3,-0.3663918378134246,0.4419646225885415,0.675253454850774,-0.6912731528291953,0.1985441681244926,0.8937009496165054,-0.438227124001934,0.1939995591999908,0.574788243588648,-0.3738879881501634,0.2840519649751281,0.9475413111830084,-0.888787410564375,0.025168593083324,0.6706689803968114,TRUE,-0.4023094809076792
PC 40:5,pc40:5,Glycerophosphocholines [GP01],Diacylglycerophosphocholines [GP0101],,,,C48H86NO8P,-0.0956975868495547,0.5904835269202743,0.7765191914742525,0.0992630429647109,0.5868802610533643,0.8994552033274821,-0.1431899927929013,0.3062643466081369,0.6522357789806338,0.0608612708514075,0.6218424968575179,0.9475413111830084,0.1272941851080561,0.2180191981367472,0.8863701787212398,TRUE,-0.119443789821228
4-Hydroxyphenylacetic Acid,4hydroxyphenylaceticacid,Amino acids,Tyrosine metabolism,HMDB00020,C00642,156-38-7,C8H8O3,-0.0293526048253386,0.94139903771697,0.993349151838475,-0.3666938495844524,0.394653979490566,0.8937009496165054,0.1558928992090892,0.6265819031658157,0.8372740894061015,-0.2112546579040757,0.5378247091942513,0.9475413111830084,0.4319813866531917,0.2422302926050472,0.8932425552477279,FALSE,0.0632701471918752
PI 38:4,pi38:4,Glycerophospholipids [GP],Glycerophosphoinositols [GP06],,,,C47H86NO13P,-0.2539760766961669,0.1946899482406227,0.4953603118541651,0.2210510554644516,0.1857903067398209,0.8937009496165054,-0.2320299948716339,0.3699316173942869,0.6782079652228593,-0.179746232742859,0.4757991838672479,0.9475413111830084,0.0279019680565434,0.9077428343479296,0.9947320575600496,TRUE,-0.2430030357839004
PC 36:7,pc36:7,Glycerophosphocholines [GP01],Diacylglycerophosphocholines [GP0101],,,,C44H74NO8P,-0.1494282322294526,0.5259174594991325,0.7331855664766803,-0.1985016992017092,0.4181429048175153,0.8937009496165054,0.0082941359169141,0.9610952076533676,0.986479675918489,-0.0043526292168125,0.9786185107333192,0.9846223714097304,0.231942211067244,0.1363881010858349,0.8581466701854294,FALSE,-0.0705670481562692
Caffeine,caffeine,Caffeine metabolism,Caffeine metabolism,HMDB01847,C07481,58-08-2,C8H10N4O2,-2.122356111710077,0.2348041809849405,0.5185424114097582,-0.7018013988143852,0.3991042296185167,0.8937009496165054,-1.9281912660043825,0.0539088342346629,0.4132029385853039,-0.6916533108486573,0.322024635411749,0.9475413111830084,-0.2262161382877447,0.7073258183561861,0.9947320575600496,TRUE,-2.02527368885723
Glutamic Acid,glutamicacid,Amino acids,"Alanine, Aspartate, and Glutamate metabolism",HMDB00148,C00025,56-86-0,C5H9NO4,-0.0028381974982843,0.9931824794238092,0.9993027653760432,0.2528881082873183,0.4653584253993635,0.8937009496165054,-0.0775083691551461,0.8120065651202202,0.9409478282768764,-0.3081496787827368,0.3237360488210486,0.9475413111830084,-0.7186713525788612,0.0665472436136026,0.8045497613784104,TRUE,-0.0401732833267152
2-Hydroxybutyric acid,2hydroxybutyricacid,Amino acids,Cysteine and methionine metabolism,HMDB00008,C05984,600-15-7,C4H8O3,1.2612024980729948,0.0202892528669231,0.2612758889597659,-0.6439863674174148,0.2794883872820798,0.8937009496165054,0.4051905990482283,0.172318365040026,0.5472928354440263,0.3903809472432769,0.3747165706991492,0.9475413111830084,-0.0255340842872036,0.93938396103501,0.9947320575600496,TRUE,0.8331965485606115
2-Ketobutyric Acid,2ketobutyricacid,Amino acids,"Glycine, serine, and threonine metabolism; Cysteine and methionine metabolism",HMDB00005,C00109,600-18-0,C4H6O3,-0.4923514379693823,0.4195151559009515,0.6601348213803003,-0.4612544548316352,0.4174016085986263,0.8937009496165054,-0.1462750198927629,0.7444328617588669,0.9188335127824035,-0.0448856783786422,0.91638745184146,0.983740821045,0.3204477754160471,0.396606858310761,0.9269761010096572,TRUE,-0.3193132289310726
Corticosterone,corticosterone,Lipid metabolism,Steroid hormone biosynthesis,HMDB01547,C02140,50-22-6,C21H30O4,0.6042683890535724,0.0679556231462549,0.3543801504569161,-0.355230759715489,0.4902366684556595,0.8937009496165054,0.538147279965739,0.2187785119283669,0.5880403552006206,0.7080518438407589,0.0994674683425767,0.9475413111830084,0.7030618169564342,0.0951137378097236,0.8448337887804866,TRUE,0.5712078345096556
Xanthurenic Acid,xanthurenicacid,Amino acids,Tryptophan metabolism,HMDB00881,C02470,59-00-7,C10H7NO4,-0.2312582198791357,0.7767411113274909,0.9195565501832024,0.1477671464271388,0.8106880840181427,0.9241959397193928,-0.4081336020690584,0.2154943531166921,0.5880403552006206,-0.5025642210774287,0.1365228278413208,0.9475413111830084,-0.3472062072863005,0.2974794283628657,0.9269761010096572,TRUE,-0.319695910974097
Methylmalonic Acid,methylmalonicacid,Amino acids,"Valine, leucine, and isoleucine degradation; Propanoate metabolism",HMDB00202,C02170,516-05-2,C4H6O4,-1.0046466494414183,0.0516394862988415,0.3392006368211062,-0.4231801749269168,0.3006345856770354,0.8937009496165054,-0.493850688141992,0.4708492539927202,0.7666173774394109,-0.0656240159493578,0.9100837106647282,0.983740821045,0.4418956987252781,0.3703278778639272,0.9269761010096572,TRUE,-0.7492486687917052
Lactose,lactose,Carbohydrate metabolism,Galactose metabolism,HMDB00186,C00243,63-42-3,C12H22O11,-1.7381353263592252,0.2058130610864856,0.5005175660219998,-1.9945119876547288,0.1776495226078069,0.8937009496165054,-1.2478570888916694,0.3645853178208785,0.6753787462054534,,,,0.0196885454752359,0.9803139979927112,0.9979376204285352,TRUE,-1.4929962076254473
Glutaric Acid,glutaricacid,Amino acids,Lysine degradation,HMDB00661,C00489,110-94-1,C5H8O4,-0.1961548564217379,0.3913935828718039,0.6532195901831966,-0.2075606906730457,0.3652593719856538,0.8937009496165054,-0.0124708339647561,0.966793828727211,0.986479675918489,-0.0182771935806405,0.9507928928654024,0.983740821045,0.1496103856266168,0.594547262616893,0.968540925667345,TRUE,-0.104312845193247
Oxoglutaric Acid,oxoglutaricacid,Energy metabolism,Citrate cycle (TCA cycle),HMDB00208,C00026,328-50-7,C5H6O5,-0.7018858741872562,0.2500650181292729,0.5243009334855013,-1.003640410434785,0.1402700603089066,0.8937009496165054,,,,-1.1498712348797298,0.1975924305993999,0.9475413111830084,-0.7239928786942101,0.3438107123303489,0.9269761010096572,,-0.7018858741872562
PI 34:1,pi34:1,Glycerophospholipids [GP],Glycerophosphoinositols [GP06],,,,C43H84NO13P,-0.0045787313153973,0.9894691726215186,0.9993027653760432,0.2766974560467688,0.4019382026322249,0.8937009496165054,-0.3918860700936624,0.5850258090965508,0.8318047133454698,-0.5800303985076378,0.4363457441851278,0.9475413111830084,-0.1889905338065639,0.7766522029890971,0.9947320575600496,TRUE,-0.1982324007045298
Ketoleucine,ketoleucine,Amino acids,"Valine, Leucine and Isoleucine Degradation",HMDB00695,C00233,816-66-0,C6H10O3,0.3125664808466475,0.3156877845765978,0.5744416869956485,-0.3985671398575878,0.1906486274258409,0.8937009496165054,0.2376144403081949,0.3933590239232667,0.6984445660999736,0.1522918400903039,0.4219145604084008,0.9475413111830084,0.0326520847666052,0.9016898716549866,0.9947320575600496,TRUE,0.2750904605774212
2-Aminobutyric Acid,2aminobutyricacid,Amino acids,Cysteine and methionine metabolism,HMDB00452,C02356,1492-24-6,C4H9NO2,0.4321330201468757,0.0817598355448354,0.3757060585861598,-0.1368038819963965,0.5653539684226297,0.8953345911408636,-0.1168138442308658,0.5227173983110849,0.8023312309255253,0.1171649718361225,0.4176175219104914,0.9475413111830084,-0.0107374790366217,0.9482793128719526,0.9947320575600496,FALSE,0.1576595879580049
PE 36:2,pe36:2,Glycerophosethanolamines [GP01],Glycerophosethanolamines [GP01],,,,C41H78NO8P,-0.6035293466567916,0.0114432534922304,0.2005748042665943,0.16028438458101,0.3126797204578617,0.8937009496165054,0.1729588906009005,0.7912795761281852,0.931279900761281,-0.6761608428311633,0.3708655056348389,0.9475413111830084,-0.4161953008808884,0.5515472198305715,0.9418937937821892,FALSE,-0.2152852280279455
Argininosuccinic Acid,argininosuccinicacid,Amino acids,Arginine and Proline metabolism,HMDB00052,C03406,2387-71-5,C10H18N4O6,-0.0515726330846358,0.774589592115585,0.9195565501832024,-0.1138837414589512,0.5307384947054896,0.8953345911408636,0.2179859076300985,0.2444709525384556,0.6106672304348486,-0.061520145974146,0.743151204148199,0.9607670304912502,-0.0725508835132025,0.7111297489109218,0.9947320575600496,FALSE,0.0832066372727313
Pyruvate,pyruvate,Energy metabolism,Glycolysis / Gluconeogenesis,HMDB00243,C00022,127-17-3,C3H4O3,-1.0122737714119754,0.1657612357414264,0.456748208527686,-0.654768670457267,0.3161818967237686,0.8937009496165054,-2.914061652325257,0.0788020225797667,0.4393682020118479,-1.074977385949131,0.2732913009917596,0.9475413111830084,-1.0054464748737757,0.291781612845123,0.9269761010096572,TRUE,-1.9631677118686164
